counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.729,,,,,,,,0.729,0,0,9,9,11,1,1012,NW,"ID",50,rashet,RASHET,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.559,,,,,,,,0.559,1,0,10,10,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.771,,,,,,,,0.771,1,0,11,11,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.583,,,,,,,,0.583,1,0,12,12,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.645,,,,,,,,0.645,1,0,13,13,15,1,1016,NW,UN,50,mushed,WHAISE,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.803,,,,,,,,0.803,1,0,14,14,10,1,1011,NW,"ID",50,inlade,INLADE,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.575,,,,,,,,0.575,1,0,15,15,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,
,space,1.209,0.007181329,-0.381508079,0,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.989,,,,,,,,0.989,1,,,,,,405,NW,UN,33,nouply,FLUMNI,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,0,0,404,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.563,,,,,,,,0.563,0,,,,,,88,WORD,"ID",50,hunger,HUNGER,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,1,1,87,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.522,,,,,,,,0.522,1,,,,,,130,WORD,UN,33,quench,STUPID,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,2,2,129,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.665,,,,,,,,0.665,1,,,,,,362,NW,UN,33,breali,TIREAU,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,3,3,361,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.588,,,,,,,,0.588,0,,,,,,480,NW,UN,50,knisma,ROBULY,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,4,4,479,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,1.251,,,,,,,,1.251,0,,,,,,166,WORD,UN,33,design,STARCH,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,5,5,165,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.578,,,,,,,,0.578,1,,,,,,376,NW,UN,33,sliant,IGUARE,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,6,6,375,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.54,,,,,,,,0.54,0,,,,,,220,WORD,UN,50,mascot,VOYAGE,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,7,7,219,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.583,,,,,,,,0.583,1,,,,,,274,NW,"ID",33,fumblo,FUMBLO,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,8,8,273,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.637,,,,,,,,0.637,0,,,,,,207,WORD,UN,50,hockey,WREATH,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,9,9,206,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.771,,,,,,,,0.771,0,,,,,,332,NW,"ID",50,vangue,VANGUE,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,10,10,331,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.791,,,,,,,,0.791,0,,,,,,314,NW,"ID",50,sprine,SPRINE,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,11,11,313,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.612,,,,,,,,0.612,1,,,,,,358,NW,"ID",50,fleack,FLEACK,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,12,12,357,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.753,,,,,,,,0.753,1,,,,,,93,WORD,"ID",50,public,PUBLIC,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,13,13,92,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.529,,,,,,,,0.529,1,,,,,,44,WORD,"ID",33,danger,DANGER,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,14,14,43,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.97,,,,,,,,0.97,1,,,,,,277,NW,"ID",33,petain,PETAIN,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,15,15,276,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.74,,,,,,,,0.74,1,,,,,,22,WORD,"ID",33,jockey,JOCKEY,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,16,16,21,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.614,,,,,,,,0.614,1,,,,,,330,NW,"ID",50,kensom,KENSOM,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,17,17,329,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.691,,,,,,,,0.691,1,,,,,,109,WORD,"ID",50,wonder,WONDER,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,18,18,108,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.573,,,,,,,,0.573,0,,,,,,235,WORD,UN,50,pirate,GRUMPY,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,19,19,234,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.542,,,,,,,,0.542,1,,,,,,98,WORD,"ID",50,belong,BELONG,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,20,20,97,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.817,,,,,,,,0.817,1,,,,,,20,WORD,"ID",33,breast,BREAST,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,21,21,19,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.546,,,,,,,,0.546,1,,,,,,438,NW,UN,50,limpor,BAITCH,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,22,22,437,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.794,,,,,,,,0.794,1,,,,,,219,WORD,UN,50,voyage,BUCKET,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,23,23,218,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.634,,,,,,,,0.634,1,,,,,,273,NW,"ID",33,sortel,SORTEL,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,24,24,272,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.782,,,,,,,,0.782,1,,,,,,359,NW,"ID",50,fonver,FONVER,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,25,25,358,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.541,,,,,,,,0.541,0,,,,,,86,WORD,"ID",50,rodent,RODENT,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,26,26,85,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.835,,,,,,,,0.835,0,,,,,,176,WORD,UN,33,advent,STRIFE,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,27,27,175,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.603,,,,,,,,0.603,1,,,,,,443,NW,UN,50,jaunce,DORSEX,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,28,28,442,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.545,,,,,,,,0.545,1,,,,,,449,NW,UN,50,phrect,BRUNGE,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,29,29,448,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.645,,,,,,,,0.645,1,,,,,,421,NW,UN,50,alcoud,KNISMA,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,30,30,420,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.678,,,,,,,,0.678,1,,,,,,294,NW,"ID",33,inhort,INHORT,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,31,31,293,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.708,,,,,,,,0.708,1,,,,,,25,WORD,"ID",33,domain,DOMAIN,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,32,32,24,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.821,,,,,,,,0.821,1,,,,,,299,NW,"ID",33,sturch,STURCH,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,33,33,298,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.615,,,,,,,,0.615,1,,,,,,278,NW,"ID",33,unighs,UNIGHS,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,34,34,277,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.623,,,,,,,,0.623,1,,,,,,386,NW,UN,33,gronce,ANCUST,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,35,35,385,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.709,,,,,,,,0.709,1,,,,,,333,NW,"ID",50,catrie,CATRIE,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,36,36,332,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.592,,,,,,,,0.592,0,,,,,,106,WORD,"ID",50,ransom,RANSOM,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,37,37,105,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.062,,,,,,,,1.062,1,,,,,,397,NW,UN,33,blunde,CAMBLE,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,38,38,396,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.616,,,,,,,,0.616,0,,,,,,45,WORD,"ID",33,clergy,CLERGY,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,39,39,44,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.552,,,,,,,,0.552,1,,,,,,185,WORD,UN,50,portal,BOTHER,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,40,40,184,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.698,,,,,,,,0.698,1,,,,,,429,NW,UN,50,caroey,FUNTLE,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,41,41,428,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.588,,,,,,,,0.588,0,,,,,,74,WORD,"ID",50,plaque,PLAQUE,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,42,42,73,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.645,,,,,,,,0.645,1,,,,,,76,WORD,"ID",50,exotic,EXOTIC,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,43,43,75,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.549,,,,,,,,0.549,1,,,,,,288,NW,"ID",33,yaceup,YACEUP,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,44,44,287,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.78,,,,,,,,0.78,0,,,,,,116,WORD,"ID",50,tumble,TUMBLE,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,45,45,115,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.999,,,,,,,,0.999,1,,,,,,121,WORD,UN,33,linger,THRIVE,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,46,46,120,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.52,,,,,,,,0.52,1,,,,,,53,WORD,"ID",33,police,POLICE,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,47,47,52,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.625,,,,,,,,0.625,1,,,,,,311,NW,"ID",50,sproly,SPROLY,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,48,48,310,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.647,,,,,,,,0.647,0,,,,,,8,WORD,"ID",33,abrupt,ABRUPT,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,49,49,7,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.617,,,,,,,,0.617,1,,,,,,454,NW,UN,50,tondle,SCOUGE,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,50,50,453,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.753,,,,,,,,0.753,1,,,,,,225,WORD,UN,50,kidney,VULGAR,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,51,51,224,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.681,,,,,,,,0.681,1,,,,,,385,NW,UN,33,ancust,VEIGMA,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,52,52,384,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.714,,,,,,,,0.714,1,,,,,,68,WORD,"ID",50,fumble,FUMBLE,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,53,53,67,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.592,,,,,,,,0.592,1,,,,,,70,WORD,"ID",50,square,SQUARE,m,,,,,,0.007181329,-0.381508079,0,0,0,,0,54,54,69,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_13h26.28.082,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.729,,,,,,,,0.729,1,,,,,,363,NW,UN,33,impote,BREALI,z,,,,,,0.007181329,-0.381508079,0,0,0,,0,55,55,362,1,
