Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Browser Meta Info - Browser,Browser Meta Info - Version,Browser Meta Info - Operating System,Browser Meta Info - Resolution,"Confirm Prolific ID

 

Please confirm that your Prolific ID appears in the field below. If necessary, correct it/fill it in, then press the arrow button to continue.","In order to continue to the experiment, you must consent to take part in the project",What is your first language?,What is your gender (optional)?,What is your age?,"Before you start, please confirm that you will be able to do the experiment in a quiet place without distractions, that you are holding your device in landscape (horizontal mode) if it is a mobile device, and that you can use both hands to respond. Please select both of the responses below to indicate that you are ready to start the experiment:",PROLIFIC_PID,STUDY_ID,SESSION_ID
25/11/2020 08:30,25/11/2020 08:32,IP Address,84.126.141.41,100,147,TRUE,25/11/2020 08:32,R_24HSHe61FF1W4a4,,,,,39.46980286,-0.37739563,anonymous,EN-GB,Edge,87.0.664.41,Windows NT 10.0,1280x720,5fa3b4abbcfd0b6c243758bc,I consent to take part in the project on the basis set out above (Section A),English,Female,28,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5fa3b4abbcfd0b6c243758bc,5fbe16031b999504c003ece1,0h9msztvyuqg
25/11/2020 11:55,25/11/2020 11:56,IP Address,84.126.141.41,100,85,TRUE,25/11/2020 11:56,R_2rZbfFozLJreDWX,,,,,39.46980286,-0.37739563,anonymous,EN-GB,Chrome,87.0.4280.66,Windows NT 10.0,1280x720,test,I consent to take part in the project on the basis set out above (Section A),English,Other,90,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",test,{{%STUDY_ID%}},{{%SESSION_ID%}}
25/11/2020 11:58,25/11/2020 11:59,IP Address,84.126.141.41,100,27,TRUE,25/11/2020 11:59,R_30k204C1fwdCv7o,,,,,39.46980286,-0.37739563,anonymous,EN-GB,Chrome,87.0.4280.66,Windows NT 10.0,1280x720,test2,I consent to take part in the project on the basis set out above (Section A),Another language,Other,99,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",test2,{{%STUDY_ID%}},{{%SESSION_ID%}}
25/11/2020 12:08,25/11/2020 12:08,IP Address,84.126.141.41,100,29,TRUE,25/11/2020 12:08,R_4Hsl4ojXLHlqZJT,,,,,39.46980286,-0.37739563,anonymous,EN-GB,Chrome,87.0.4280.66,Windows NT 10.0,1280x720,5fa3b4abbcfd0b6c243758bc,I consent to take part in the project on the basis set out above (Section A),English,Other,80,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5fa3b4abbcfd0b6c243758bc,5fbe16031b999504c003ece1,0wch0k5kychq
25/11/2020 16:32,25/11/2020 16:33,IP Address,92.40.169.34,100,48,TRUE,25/11/2020 16:33,R_29b6GCzCYHHTlTu,,,,,51.49639893,-0.122406006,anonymous,EN-GB,Firefox,83,Windows NT 10.0,1536x864,5ad20ccab438910001ac9b03,I consent to take part in the project on the basis set out above (Section A),English,Female,31,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5ad20ccab438910001ac9b03,5fbe16031b999504c003ece1,5fbe872aecd8e9000a4a9b70
25/11/2020 16:33,25/11/2020 16:35,IP Address,86.152.101.238,100,92,TRUE,25/11/2020 16:35,R_1GPUU1NufVsiHtZ,,,,,57.14529419,-2.094497681,anonymous,EN-GB,Chrome,86.0.4240.198,Android 10,360x771,5c538abae9813700018a4096,I consent to take part in the project on the basis set out above (Section A),English,Female,25,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5c538abae9813700018a4096,5fbe16031b999504c003ece1,5fbe87557dc3b9000938496c
25/11/2020 16:35,25/11/2020 16:36,IP Address,94.9.244.224,100,48,TRUE,25/11/2020 16:36,R_2qwmibwn5o9AVAk,,,,,56.0348053,-3.498092651,anonymous,EN-GB,Chrome,86.0.4240.198,Windows NT 10.0,1536x864,5f243ced1993820009875c12,I consent to take part in the project on the basis set out above (Section A),English,Male,22,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5f243ced1993820009875c12,5fbe16031b999504c003ece1,5fbe87bc1fbc21000acd0b3f
25/11/2020 16:35,25/11/2020 16:36,IP Address,86.164.143.113,100,52,TRUE,25/11/2020 16:36,R_1QLtvDj9zFZgrCY,,,,,50.75190735,-1.870605469,anonymous,EN-GB,Chrome,87.0.4280.66,Windows NT 10.0,1366x768,5c4c488a620ba700010c054d,I consent to take part in the project on the basis set out above (Section A),English,Female,20,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5c4c488a620ba700010c054d,5fbe16031b999504c003ece1,5fbe87dafcfa530009541444
25/11/2020 16:35,25/11/2020 16:36,IP Address,5.67.199.204,100,62,TRUE,25/11/2020 16:36,R_1H1X2qwVTtkpmic,,,,,51.76460266,-0.570907593,anonymous,EN-GB,Chrome,86.0.4240.193,Windows NT 10.0,1280x720,5f05951ba15d0902f7c5e1ae,I consent to take part in the project on the basis set out above (Section A),English,Female,20,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5f05951ba15d0902f7c5e1ae,5fbe16031b999504c003ece1,5fbe87d74bf848000a23726d
25/11/2020 16:34,25/11/2020 16:37,IP Address,212.121.212.197,100,222,TRUE,25/11/2020 16:37,R_3Oj2Ts2AxfnUSNX,,,,,53.44999695,-2.783294678,anonymous,EN-GB,Chrome,86.0.4240.198,Windows NT 10.0,1504x1003,5cb36149a9827c0001e7ec46,I consent to take part in the project on the basis set out above (Section A),English,Female,52,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5cb36149a9827c0001e7ec46,5fbe16031b999504c003ece1,5fbe8774616822000a54d721
