counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.90861,1,0,14,14,13,1,1014,NW,UN,33,winfer,ROUPET,z,0.90861,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,1.56691,1,0,15,15,10,1,1011,NW,"ID",16,inlade,INLADE,z,1.56691,,,,,,,,,,,,,,,,
,,-0.006944444,-0.418055556,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,1.03068,1,,,,,,431,NW,UN,33,lunker,CHRUMS,z,1.03068,,,,,,-0.006944444,-0.418055556,0,0,0,,0,0,0,370,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.850805,1,,,,,,316,NW,"ID",33,scregm,SCREGM,z,0.850805,,,,,,-0.006944444,-0.418055556,0,0,0,,0,1,1,255,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.887135,1,,,,,,433,NW,UN,33,pitrom,DRANCE,z,0.887135,,,,,,-0.006944444,-0.418055556,0,0,0,,0,2,2,372,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.888705,1,,,,,,458,NW,UN,33,hocite,BARCET,z,0.888705,,,,,,-0.006944444,-0.418055556,0,0,0,,0,3,3,397,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.60819,1,,,,,,65,WORD,"ID",33,symbol,SYMBOL,m,0.60819,,,,,,-0.006944444,-0.418055556,0,0,0,,0,4,4,4,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,0,,,,,,,,0.77282,0,,,,,,21,WORD,UN,16,jockey,SIMPLE,m,0.77282,,,,,,-0.006944444,-0.418055556,0,0,0,,0,5,5,200,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.855675,1,,,,,,468,NW,UN,33,padifs,WICTOR,z,0.855675,,,,,,-0.006944444,-0.418055556,0,0,0,,0,6,6,407,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.77927,1,,,,,,353,NW,"ID",33,clurey,CLUREY,z,0.77927,,,,,,-0.006944444,-0.418055556,0,0,0,,0,7,7,292,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.81311,1,,,,,,407,NW,"ID",16,suiver,SUIVER,z,0.81311,,,,,,-0.006944444,-0.418055556,0,0,0,,0,8,8,346,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.6081,1,,,,,,448,NW,UN,33,brunge,SADENT,z,0.6081,,,,,,-0.006944444,-0.418055556,0,0,0,,0,9,9,387,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.73698,1,,,,,,375,NW,"ID",16,yorque,YORQUE,z,0.73698,,,,,,-0.006944444,-0.418055556,0,0,0,,0,10,10,314,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.79026,1,,,,,,268,NW,UN,16,orchet,PACKES,z,0.79026,,,,,,-0.006944444,-0.418055556,0,0,0,,0,11,11,447,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.635915,1,,,,,,48,WORD,UN,16,survey,WALNUT,m,0.635915,,,,,,-0.006944444,-0.418055556,0,0,0,,0,12,12,227,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.27997,1,,,,,,61,WORD,"ID",33,ponder,PONDER,m,0.27997,,,,,,-0.006944444,-0.418055556,0,0,0,,0,13,13,0,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.61932,1,,,,,,356,NW,"ID",33,othnis,OTHNIS,z,0.61932,,,,,,-0.006944444,-0.418055556,0,0,0,,0,14,14,295,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,0,,,,,,,,0.78153,0,,,,,,62,WORD,"ID",33,region,REGION,m,0.78153,,,,,,-0.006944444,-0.418055556,0,0,0,,0,15,15,1,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,0,,,,,,,,0.76557,0,,,,,,272,NW,UN,16,sortel,DAMILT,z,0.76557,,,,,,-0.006944444,-0.418055556,0,0,0,,0,16,16,451,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,0,,,,,,,,0.76396,0,,,,,,36,WORD,UN,16,insult,VANISH,m,0.76396,,,,,,-0.006944444,-0.418055556,0,0,0,,0,17,17,215,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,1.51464,1,,,,,,209,WORD,UN,33,monkey,SEARCH,m,1.51464,,,,,,-0.006944444,-0.418055556,0,0,0,,0,18,18,148,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.67378,1,,,,,,52,WORD,UN,16,police,IMPOSE,m,0.67378,,,,,,-0.006944444,-0.418055556,0,0,0,,0,19,19,231,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.71925,1,,,,,,254,NW,UN,16,apight,VAROSH,z,0.71925,,,,,,-0.006944444,-0.418055556,0,0,0,,0,20,20,433,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.673825,1,,,,,,2,WORD,UN,16,knight,BRIDGE,m,0.673825,,,,,,-0.006944444,-0.418055556,0,0,0,,0,21,21,181,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.765635,1,,,,,,430,NW,UN,33,chrums,CAROEY,z,0.765635,,,,,,-0.006944444,-0.418055556,0,0,0,,0,22,22,369,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.953695,1,,,,,,445,NW,UN,33,runamo,MINKEL,z,0.953695,,,,,,-0.006944444,-0.418055556,0,0,0,,0,23,23,384,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.836365,1,,,,,,360,NW,"ID",33,desory,DESORY,z,0.836365,,,,,,-0.006944444,-0.418055556,0,0,0,,0,24,24,299,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.9975,1,,,,,,432,NW,UN,33,drance,LUNKER,z,0.9975,,,,,,-0.006944444,-0.418055556,0,0,0,,0,25,25,371,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.567075,1,,,,,,127,WORD,"ID",16,castle,CASTLE,m,0.567075,,,,,,-0.006944444,-0.418055556,0,0,0,,0,26,26,66,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.66872,1,,,,,,354,NW,"ID",33,virlex,VIRLEX,z,0.66872,,,,,,-0.006944444,-0.418055556,0,0,0,,0,27,27,293,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.781975,1,,,,,,227,WORD,UN,33,master,SELDOM,m,0.781975,,,,,,-0.006944444,-0.418055556,0,0,0,,0,28,28,166,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,1.68326,1,,,,,,16,WORD,UN,16,charge,FAUCET,m,1.68326,,,,,,-0.006944444,-0.418055556,0,0,0,,0,29,29,195,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.73115,1,,,,,,188,WORD,UN,33,censor,SOCIAL,m,0.73115,,,,,,-0.006944444,-0.418055556,0,0,0,,0,30,30,127,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.93808,1,,,,,,454,NW,UN,33,tondle,SCOUGE,z,0.93808,,,,,,-0.006944444,-0.418055556,0,0,0,,0,31,31,393,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,1.03294,1,,,,,,74,WORD,"ID",33,plaque,PLAQUE,m,1.03294,,,,,,-0.006944444,-0.418055556,0,0,0,,0,32,32,13,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.93019,1,,,,,,374,NW,"ID",16,sliant,SLIANT,z,0.93019,,,,,,-0.006944444,-0.418055556,0,0,0,,0,33,33,313,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.863965,1,,,,,,126,WORD,"ID",16,enough,ENOUGH,m,0.863965,,,,,,-0.006944444,-0.418055556,0,0,0,,0,34,34,65,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.781125,1,,,,,,232,WORD,UN,33,nature,INJECT,m,0.781125,,,,,,-0.006944444,-0.418055556,0,0,0,,0,35,35,171,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.931365,1,,,,,,197,WORD,UN,33,wicked,STREAM,m,0.931365,,,,,,-0.006944444,-0.418055556,0,0,0,,0,36,36,136,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.81189,1,,,,,,419,NW,"ID",16,slount,SLOUNT,z,0.81189,,,,,,-0.006944444,-0.418055556,0,0,0,,0,37,37,358,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.830245,1,,,,,,88,WORD,"ID",33,hunger,HUNGER,m,0.830245,,,,,,-0.006944444,-0.418055556,0,0,0,,0,38,38,27,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.773325,1,,,,,,47,WORD,UN,16,walnut,INCOME,m,0.773325,,,,,,-0.006944444,-0.418055556,0,0,0,,0,39,39,226,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.806095,1,,,,,,24,WORD,UN,16,domain,PRAISE,m,0.806095,,,,,,-0.006944444,-0.418055556,0,0,0,,0,40,40,203,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.697335,1,,,,,,20,WORD,UN,16,simple,BREAST,m,0.697335,,,,,,-0.006944444,-0.418055556,0,0,0,,0,41,41,199,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.731375,1,,,,,,137,WORD,"ID",16,finger,FINGER,m,0.731375,,,,,,-0.006944444,-0.418055556,0,0,0,,0,42,42,76,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,1.08776,1,,,,,,194,WORD,UN,33,resign,ABSENT,m,1.08776,,,,,,-0.006944444,-0.418055556,0,0,0,,0,43,43,133,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,1.014105,1,,,,,,264,NW,UN,16,distar,VACKEL,z,1.014105,,,,,,-0.006944444,-0.418055556,0,0,0,,0,44,44,443,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,1.230875,1,,,,,,183,WORD,UN,33,sleazy,MILDEW,m,1.230875,,,,,,-0.006944444,-0.418055556,0,0,0,,0,45,45,122,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.764705,1,,,,,,198,WORD,UN,33,invoke,WICKED,m,0.764705,,,,,,-0.006944444,-0.418055556,0,0,0,,0,46,46,137,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.74114,1,,,,,,308,NW,"ID",33,psetch,PSETCH,z,0.74114,,,,,,-0.006944444,-0.418055556,0,0,0,,0,47,47,247,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,0,,,,,,,,1.383545,0,,,,,,176,WORD,"ID",16,strife,STRIFE,m,1.383545,,,,,,-0.006944444,-0.418055556,0,0,0,,0,48,48,115,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,0,,,,,,,,1.130515,0,,,,,,253,NW,UN,16,varosh,RESAIT,z,1.130515,,,,,,-0.006944444,-0.418055556,0,0,0,,0,49,49,432,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,0,,,,,,,,0.85117,0,,,,,,469,NW,UN,33,crudio,PADIFS,z,0.85117,,,,,,-0.006944444,-0.418055556,0,0,0,,0,50,50,408,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,1.114205,1,,,,,,296,NW,UN,16,fertic,BEINCH,z,1.114205,,,,,,-0.006944444,-0.418055556,0,0,0,,0,51,51,475,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,1.04466,1,,,,,,295,NW,UN,16,beinch,GLEATH,z,1.04466,,,,,,-0.006944444,-0.418055556,0,0,0,,0,52,52,474,1
,,,,,,,,,,,,,,,,,,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,1.11365,1,,,,,,290,NW,UN,16,pretch,SPLINO,z,1.11365,,,,,,-0.006944444,-0.418055556,0,0,0,,0,53,53,469,1
