counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.6579,,,,,,,,0.6579,1,0,9,9,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.70037,,,,,,,,0.70037,1,0,10,10,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.565975,,,,,,,,0.565975,1,0,11,11,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.686265,,,,,,,,0.686265,1,0,12,12,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.61665,,,,,,,,0.61665,1,0,13,13,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.65246,,,,,,,,0.65246,1,0,14,14,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.66649,,,,,,,,0.66649,1,0,15,15,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,
,,-0.055786133,-0.405376519,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.600075,,,,,,,,0.600075,1,,,,,,204,WORD,UN,16,lounge,BURDEN,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,0,0,203,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.73232,,,,,,,,0.73232,1,,,,,,441,NW,UN,16,aboune,RASTOE,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,1,1,440,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.489405,,,,,,,,0.489405,1,,,,,,72,WORD,"ID",16,bright,BRIGHT,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,2,2,71,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.48456,,,,,,,,0.48456,1,,,,,,21,WORD,"ID",33,simple,SIMPLE,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,3,3,20,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.74267,,,,,,,,0.74267,1,,,,,,298,NW,"ID",33,piergy,PIERGY,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,4,4,297,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.616455,,,,,,,,0.616455,1,,,,,,401,NW,UN,33,elopia,MUSTIL,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,5,5,400,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.566045,,,,,,,,0.566045,1,,,,,,335,NW,"ID",16,desion,DESION,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,6,6,334,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.554265,,,,,,,,0.554265,1,,,,,,172,WORD,UN,33,shower,PATROL,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,7,7,171,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.53595,,,,,,,,0.53595,1,,,,,,246,NW,"ID",33,piaton,PIATON,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,8,8,245,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.583685,,,,,,,,0.583685,1,,,,,,64,WORD,"ID",16,throne,THRONE,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,9,9,63,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.65115,,,,,,,,0.65115,1,,,,,,193,WORD,UN,16,plague,OBJECT,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,10,10,192,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.91863,,,,,,,,0.91863,1,,,,,,380,NW,UN,33,huniek,CAVORY,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,11,11,379,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.5669,,,,,,,,0.5669,1,,,,,,247,NW,"ID",33,blarge,BLARGE,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,12,12,246,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.516525,,,,,,,,0.516525,1,,,,,,60,WORD,"ID",33,pencil,PENCIL,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,13,13,59,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.73368,,,,,,,,0.73368,1,,,,,,260,NW,"ID",33,unject,UNJECT,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,14,14,259,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.750965,,,,,,,,0.750965,1,,,,,,377,NW,UN,33,shrile,INJORE,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,15,15,376,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.77376,,,,,,,,0.77376,1,,,,,,449,NW,UN,16,phrect,BRUNGE,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,16,16,448,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.667005,,,,,,,,0.667005,1,,,,,,293,NW,"ID",33,swance,SWANCE,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,17,17,292,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.60371,,,,,,,,0.60371,1,,,,,,304,NW,"ID",16,cludie,CLUDIE,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,18,18,303,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.565005,,,,,,,,0.565005,1,,,,,,159,WORD,UN,33,violet,DETAIL,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,19,19,158,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.616115,,,,,,,,0.616115,1,,,,,,117,WORD,"ID",16,branch,BRANCH,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,20,20,116,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.716345,,,,,,,,0.716345,1,,,,,,68,WORD,"ID",16,fumble,FUMBLE,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,21,21,67,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.59077,,,,,,,,0.59077,1,,,,,,127,WORD,UN,33,senior,CASTLE,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,22,22,126,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.723885,,,,,,,,0.723885,1,,,,,,294,NW,"ID",33,inhort,INHORT,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,23,23,293,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.571775,,,,,,,,0.571775,1,,,,,,150,WORD,UN,33,mystic,RANDOM,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,24,24,149,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.623065,,,,,,,,0.623065,1,,,,,,320,NW,"ID",16,jockal,JOCKAL,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,25,25,319,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.58178,,,,,,,,0.58178,1,,,,,,115,WORD,"ID",16,guitar,GUITAR,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,26,26,114,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.58578,,,,,,,,0.58578,1,,,,,,459,NW,UN,16,mingar,BAFENT,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,27,27,458,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.60853,,,,,,,,0.60853,1,,,,,,113,WORD,"ID",16,chorus,CHORUS,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,28,28,112,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.567115,,,,,,,,0.567115,1,,,,,,368,NW,UN,33,wronch,HORNAL,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,29,29,367,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.55167,,,,,,,,0.55167,1,,,,,,239,WORD,UN,16,forest,LUMBER,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,30,30,238,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.6937,,,,,,,,0.6937,1,,,,,,124,WORD,UN,33,nickel,BLOUSE,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,31,31,123,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.655045,,,,,,,,0.655045,1,,,,,,245,NW,"ID",33,anougs,ANOUGS,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,32,32,244,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.584145,,,,,,,,0.584145,1,,,,,,374,NW,UN,33,yorque,SLIANT,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,33,33,373,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.532775,,,,,,,,0.532775,1,,,,,,98,WORD,"ID",16,belong,BELONG,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,34,34,97,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.603345,,,,,,,,0.603345,1,,,,,,334,NW,"ID",16,watmeg,WATMEG,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,35,35,333,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.586105,,,,,,,,0.586105,1,,,,,,307,NW,"ID",16,kirafe,KIRAFE,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,36,36,306,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.54974,,,,,,,,0.54974,1,,,,,,109,WORD,"ID",16,wonder,WONDER,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,37,37,108,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.5492,,,,,,,,0.5492,1,,,,,,226,WORD,UN,16,flower,CASINO,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,38,38,225,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.58473,,,,,,,,0.58473,1,,,,,,479,NW,UN,16,josted,LOBUSH,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,39,39,478,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.48253,,,,,,,,0.48253,1,,,,,,26,WORD,"ID",33,sprint,SPRINT,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,40,40,25,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.567395,,,,,,,,0.567395,1,,,,,,340,NW,"ID",16,fiatch,FIATCH,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,41,41,339,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.586735,,,,,,,,0.586735,1,,,,,,23,WORD,"ID",33,wealth,WEALTH,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,42,42,22,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.64983,,,,,,,,0.64983,1,,,,,,119,WORD,"ID",16,spider,SPIDER,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,43,43,118,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.520265,,,,,,,,0.520265,1,,,,,,203,WORD,UN,16,burden,PHRASE,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,44,44,202,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.53229,,,,,,,,0.53229,1,,,,,,292,NW,"ID",33,ablint,ABLINT,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,45,45,291,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.55232,,,,,,,,0.55232,1,,,,,,400,NW,UN,33,mustil,WEAROX,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,46,46,399,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.482995,,,,,,,,0.482995,1,,,,,,174,WORD,UN,33,fabric,TURKEY,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,47,47,173,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.66736,,,,,,,,0.66736,1,,,,,,269,NW,"ID",33,orchet,ORCHET,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,48,48,268,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.442115,,,,,,,,0.442115,1,,,,,,65,WORD,"ID",16,symbol,SYMBOL,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,49,49,64,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.517365,,,,,,,,0.517365,1,,,,,,126,WORD,UN,33,castle,ENOUGH,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,50,50,125,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.484305,,,,,,,,0.484305,1,,,,,,228,WORD,UN,16,inject,MASTER,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,51,51,227,1,
