counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.616845,1,0,8,8,13,1,1014,NW,UN,33,winfer,ROUPET,z,0.616845,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.819655,1,0,9,9,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,0.819655,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,0,,,,,,,,0.931585,0,0,10,10,15,1,1016,NW,UN,16,mushed,WHAISE,z,0.931585,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,0,,,,,,,,1.108545,0,0,11,11,10,1,1011,NW,"ID",16,inlade,INLADE,z,1.108545,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,1.09849,1,0,12,12,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,1.09849,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.643575,1,0,13,13,11,1,1012,NW,"ID",16,rashet,RASHET,z,0.643575,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.72622,1,0,14,14,9,1,1010,NW,"ID",33,fariny,FARINY,z,0.72622,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.934705,1,0,15,15,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,0.934705,,,,,,,,,,,,,,,,
,space,0.066467289,-0.479062841,0,0,0,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,18.51921,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.941085,1,,,,,,77,WORD,"ID",33,racket,RACKET,m,0.941085,,,,,,0.066467289,-0.479062841,0,0,0,,0,0,0,16,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,1.151395,1,,,,,,216,WORD,UN,33,liquor,BEHALF,m,1.151395,,,,,,0.066467289,-0.479062841,0,0,0,,0,1,1,155,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.73291,1,,,,,,311,NW,"ID",33,sproly,SPROLY,z,0.73291,,,,,,0.066467289,-0.479062841,0,0,0,,0,2,2,250,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,1.047805,1,,,,,,233,WORD,UN,33,clumsy,NATURE,m,1.047805,,,,,,0.066467289,-0.479062841,0,0,0,,0,3,3,172,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.802415,1,,,,,,441,NW,UN,33,aboune,RASTOE,z,0.802415,,,,,,0.066467289,-0.479062841,0,0,0,,0,4,4,380,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.750045,1,,,,,,412,NW,"ID",16,jiluer,JILUER,z,0.750045,,,,,,0.066467289,-0.479062841,0,0,0,,0,5,5,351,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,1.21171,1,,,,,,217,WORD,UN,33,shrink,LIQUOR,m,1.21171,,,,,,0.066467289,-0.479062841,0,0,0,,0,6,6,156,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.650385,1,,,,,,270,NW,UN,16,aubrid,WRIMSY,z,0.650385,,,,,,0.066467289,-0.479062841,0,0,0,,0,7,7,449,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.7312,1,,,,,,30,WORD,UN,16,weapon,ORIENT,m,0.7312,,,,,,0.066467289,-0.479062841,0,0,0,,0,8,8,209,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,0,,,,,,,,0.669985,0,,,,,,79,WORD,"ID",33,theory,THEORY,m,0.669985,,,,,,0.066467289,-0.479062841,0,0,0,,0,9,9,18,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.797075,1,,,,,,176,WORD,"ID",16,strife,STRIFE,m,0.797075,,,,,,0.066467289,-0.479062841,0,0,0,,0,10,10,115,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.73435,1,,,,,,74,WORD,"ID",33,plaque,PLAQUE,m,0.73435,,,,,,0.066467289,-0.479062841,0,0,0,,0,11,11,13,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.732925,1,,,,,,344,NW,"ID",33,scrily,SCRILY,z,0.732925,,,,,,0.066467289,-0.479062841,0,0,0,,0,12,12,283,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,1.380895,1,,,,,,341,NW,"ID",33,myrtie,MYRTIE,z,1.380895,,,,,,0.066467289,-0.479062841,0,0,0,,0,13,13,280,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.947595,1,,,,,,214,WORD,UN,33,phobia,INTAKE,m,0.947595,,,,,,0.066467289,-0.479062841,0,0,0,,0,14,14,153,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.93196,1,,,,,,286,NW,UN,16,nymbel,RELDON,z,0.93196,,,,,,0.066467289,-0.479062841,0,0,0,,0,15,15,465,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.879985,1,,,,,,318,NW,"ID",33,reagly,REAGLY,z,0.879985,,,,,,0.066467289,-0.479062841,0,0,0,,0,16,16,257,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.910245,1,,,,,,241,NW,UN,16,unwert,SMENCO,z,0.910245,,,,,,0.066467289,-0.479062841,0,0,0,,0,17,17,420,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.81696,1,,,,,,301,NW,"ID",33,fainch,FAINCH,z,0.81696,,,,,,0.066467289,-0.479062841,0,0,0,,0,18,18,240,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.69173,1,,,,,,239,WORD,UN,33,forest,LUMBER,m,0.69173,,,,,,0.066467289,-0.479062841,0,0,0,,0,19,19,178,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.690905,1,,,,,,27,WORD,UN,16,comedy,SCREAM,m,0.690905,,,,,,0.066467289,-0.479062841,0,0,0,,0,20,20,206,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.723845,1,,,,,,166,WORD,"ID",16,starch,STARCH,m,0.723845,,,,,,0.066467289,-0.479062841,0,0,0,,0,21,21,105,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.74376,1,,,,,,76,WORD,"ID",33,exotic,EXOTIC,m,0.74376,,,,,,0.066467289,-0.479062841,0,0,0,,0,22,22,15,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.70116,1,,,,,,447,NW,UN,33,sadent,GIRCUE,z,0.70116,,,,,,0.066467289,-0.479062841,0,0,0,,0,23,23,386,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.86905,1,,,,,,445,NW,UN,33,runamo,MINKEL,z,0.86905,,,,,,0.066467289,-0.479062841,0,0,0,,0,24,24,384,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.69615,1,,,,,,94,WORD,"ID",33,travel,TRAVEL,m,0.69615,,,,,,0.066467289,-0.479062841,0,0,0,,0,25,25,33,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.72622,1,,,,,,12,WORD,UN,16,strive,ORANGE,m,0.72622,,,,,,0.066467289,-0.479062841,0,0,0,,0,26,26,191,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.7498,1,,,,,,24,WORD,UN,16,domain,PRAISE,m,0.7498,,,,,,0.066467289,-0.479062841,0,0,0,,0,27,27,203,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,1.37688,1,,,,,,354,NW,"ID",33,virlex,VIRLEX,z,1.37688,,,,,,0.066467289,-0.479062841,0,0,0,,0,28,28,293,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.993255,1,,,,,,117,WORD,"ID",33,branch,BRANCH,m,0.993255,,,,,,0.066467289,-0.479062841,0,0,0,,0,29,29,56,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,1.152105,1,,,,,,442,NW,UN,33,dorsex,ABOUNE,z,1.152105,,,,,,0.066467289,-0.479062841,0,0,0,,0,30,30,381,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,1.010545,1,,,,,,335,NW,"ID",33,desion,DESION,z,1.010545,,,,,,0.066467289,-0.479062841,0,0,0,,0,31,31,274,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.718205,1,,,,,,427,NW,UN,33,tandly,SCHIND,z,0.718205,,,,,,0.066467289,-0.479062841,0,0,0,,0,32,32,366,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.74363,1,,,,,,443,NW,UN,33,jaunce,DORSEX,z,0.74363,,,,,,0.066467289,-0.479062841,0,0,0,,0,33,33,382,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.749295,1,,,,,,410,NW,"ID",16,tunory,TUNORY,z,0.749295,,,,,,0.066467289,-0.479062841,0,0,0,,0,34,34,349,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.74196,1,,,,,,226,WORD,UN,33,flower,CASINO,m,0.74196,,,,,,0.066467289,-0.479062841,0,0,0,,0,35,35,165,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.65058,1,,,,,,268,NW,UN,16,orchet,PACKES,z,0.65058,,,,,,0.066467289,-0.479062841,0,0,0,,0,36,36,447,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.674585,1,,,,,,70,WORD,"ID",33,square,SQUARE,m,0.674585,,,,,,0.066467289,-0.479062841,0,0,0,,0,37,37,9,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.926265,1,,,,,,119,WORD,"ID",33,spider,SPIDER,m,0.926265,,,,,,0.066467289,-0.479062841,0,0,0,,0,38,38,58,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,1.02466,1,,,,,,125,WORD,"ID",16,nickel,NICKEL,m,1.02466,,,,,,0.066467289,-0.479062841,0,0,0,,0,39,39,64,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.825975,1,,,,,,46,WORD,UN,16,income,SINGLE,m,0.825975,,,,,,0.066467289,-0.479062841,0,0,0,,0,40,40,225,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.634055,1,,,,,,81,WORD,"ID",33,friend,FRIEND,m,0.634055,,,,,,0.066467289,-0.479062841,0,0,0,,0,41,41,20,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.749435,1,,,,,,231,WORD,UN,33,inject,EXPORT,m,0.749435,,,,,,0.066467289,-0.479062841,0,0,0,,0,42,42,170,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,0,,,,,,,,0.649395,0,,,,,,260,NW,UN,16,stunch,UNJECT,z,0.649395,,,,,,0.066467289,-0.479062841,0,0,0,,0,43,43,439,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.75101,1,,,,,,19,WORD,UN,16,breast,PATRON,m,0.75101,,,,,,0.066467289,-0.479062841,0,0,0,,0,44,44,198,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.73387,1,,,,,,293,NW,UN,16,inhort,SWANCE,z,0.73387,,,,,,0.066467289,-0.479062841,0,0,0,,0,45,45,472,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.798665,1,,,,,,358,NW,"ID",33,fleack,FLEACK,z,0.798665,,,,,,0.066467289,-0.479062841,0,0,0,,0,46,46,297,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.70117,1,,,,,,326,NW,"ID",33,iguade,IGUADE,z,0.70117,,,,,,0.066467289,-0.479062841,0,0,0,,0,47,47,265,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.62022,1,,,,,,182,WORD,UN,33,absent,WINTER,m,0.62022,,,,,,0.066467289,-0.479062841,0,0,0,,0,48,48,121,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.766695,1,,,,,,11,WORD,UN,16,amount,CRUISE,m,0.766695,,,,,,0.066467289,-0.479062841,0,0,0,,0,49,49,190,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,1.060665,1,,,,,,432,NW,UN,33,drance,LUNKER,z,1.060665,,,,,,0.066467289,-0.479062841,0,0,0,,0,50,50,371,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.851725,1,,,,,,411,NW,"ID",16,orchin,ORCHIN,z,0.851725,,,,,,0.066467289,-0.479062841,0,0,0,,0,51,51,350,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.759735,1,,,,,,254,NW,UN,16,apight,VAROSH,z,0.759735,,,,,,0.066467289,-0.479062841,0,0,0,,0,52,52,433,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.636245,1,,,,,,245,NW,UN,16,piaton,ANOUGS,z,0.636245,,,,,,0.066467289,-0.479062841,0,0,0,,0,53,53,424,1
