counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.52035,,,,,,,,0.52035,1,0,6,6,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.5588,,,,,,,,0.5588,1,0,7,7,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.50759,,,,,,,,0.50759,1,0,8,8,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.506715,,,,,,,,0.506715,1,0,9,9,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.482825,,,,,,,,0.482825,1,0,10,10,14,1,1015,NW,UN,16,miaber,THRALE,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.546395,,,,,,,,0.546395,1,0,11,11,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.50642,,,,,,,,0.50642,1,0,12,12,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.52003,,,,,,,,0.52003,1,0,13,13,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.54113,,,,,,,,0.54113,1,0,14,14,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.490605,,,,,,,,0.490605,1,0,15,15,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,
,space,0.749166711,0.119999989,0,0,0,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,48.91643,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.680805,,,,,,,,0.680805,1,,,,,,454,NW,UN,16,tondle,SCOUGE,z,,,,,,0.749166711,0.119999989,0,0,0,,0,0,0,453,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.5321,,,,,,,,0.5321,1,,,,,,388,NW,UN,33,witmer,CRAGIN,z,,,,,,0.749166711,0.119999989,0,0,0,,0,1,1,387,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.46914,,,,,,,,0.46914,1,,,,,,70,WORD,"ID",16,square,SQUARE,m,,,,,,0.749166711,0.119999989,0,0,0,,0,2,2,69,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.49645,,,,,,,,0.49645,1,,,,,,134,WORD,UN,33,import,STAPLE,m,,,,,,0.749166711,0.119999989,0,0,0,,0,3,3,133,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.635775,,,,,,,,0.635775,1,,,,,,257,NW,"ID",33,veniod,VENIOD,z,,,,,,0.749166711,0.119999989,0,0,0,,0,4,4,256,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.5478,,,,,,,,0.5478,1,,,,,,448,NW,UN,16,brunge,SADENT,z,,,,,,0.749166711,0.119999989,0,0,0,,0,5,5,447,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.48981,,,,,,,,0.48981,1,,,,,,143,WORD,UN,33,sponge,REASON,m,,,,,,0.749166711,0.119999989,0,0,0,,0,6,6,142,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.50278,,,,,,,,0.50278,1,,,,,,302,NW,"ID",16,miluer,MILUER,z,,,,,,0.749166711,0.119999989,0,0,0,,0,7,7,301,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.61855,,,,,,,,0.61855,1,,,,,,476,NW,UN,16,photie,JOSTED,z,,,,,,0.749166711,0.119999989,0,0,0,,0,8,8,475,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.49435,,,,,,,,0.49435,1,,,,,,246,NW,"ID",33,piaton,PIATON,z,,,,,,0.749166711,0.119999989,0,0,0,,0,9,9,245,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.51514,,,,,,,,0.51514,1,,,,,,92,WORD,"ID",16,strand,STRAND,m,,,,,,0.749166711,0.119999989,0,0,0,,0,10,10,91,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.597965,,,,,,,,0.597965,1,,,,,,314,NW,"ID",16,sprine,SPRINE,z,,,,,,0.749166711,0.119999989,0,0,0,,0,11,11,313,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.813065,,,,,,,,0.813065,1,,,,,,110,WORD,"ID",16,polite,POLITE,m,,,,,,0.749166711,0.119999989,0,0,0,,0,12,12,109,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.682905,,,,,,,,0.682905,1,,,,,,428,NW,UN,16,chrums,TANDLY,z,,,,,,0.749166711,0.119999989,0,0,0,,0,13,13,427,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.662865,,,,,,,,0.662865,1,,,,,,424,NW,UN,16,urivel,PRAILE,z,,,,,,0.749166711,0.119999989,0,0,0,,0,14,14,423,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.63043,,,,,,,,0.63043,1,,,,,,230,WORD,UN,16,export,FRINGE,m,,,,,,0.749166711,0.119999989,0,0,0,,0,15,15,229,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.668015,,,,,,,,0.668015,1,,,,,,295,NW,"ID",33,gleath,GLEATH,z,,,,,,0.749166711,0.119999989,0,0,0,,0,16,16,294,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.533215,,,,,,,,0.533215,1,,,,,,384,NW,UN,33,veigma,GUESCO,z,,,,,,0.749166711,0.119999989,0,0,0,,0,17,17,383,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.4997,,,,,,,,0.4997,1,,,,,,474,NW,UN,16,gorbie,HABLIN,z,,,,,,0.749166711,0.119999989,0,0,0,,0,18,18,473,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.496565,,,,,,,,0.496565,1,,,,,,219,WORD,UN,16,voyage,BUCKET,m,,,,,,0.749166711,0.119999989,0,0,0,,0,19,19,218,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.46706,,,,,,,,0.46706,1,,,,,,95,WORD,"ID",16,thread,THREAD,m,,,,,,0.749166711,0.119999989,0,0,0,,0,20,20,94,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.450665,,,,,,,,0.450665,1,,,,,,298,NW,"ID",33,piergy,PIERGY,z,,,,,,0.749166711,0.119999989,0,0,0,,0,21,21,297,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.667545,,,,,,,,0.667545,1,,,,,,290,NW,"ID",33,splino,SPLINO,z,,,,,,0.749166711,0.119999989,0,0,0,,0,22,22,289,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.585285,,,,,,,,0.585285,1,,,,,,369,NW,UN,33,sleact,WRONCH,z,,,,,,0.749166711,0.119999989,0,0,0,,0,23,23,368,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.481205,,,,,,,,0.481205,1,,,,,,417,NW,UN,33,suidle,EAROUD,z,,,,,,0.749166711,0.119999989,0,0,0,,0,24,24,416,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.500095,,,,,,,,0.500095,1,,,,,,60,WORD,"ID",33,pencil,PENCIL,m,,,,,,0.749166711,0.119999989,0,0,0,,0,25,25,59,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.532355,,,,,,,,0.532355,1,,,,,,73,WORD,"ID",16,source,SOURCE,m,,,,,,0.749166711,0.119999989,0,0,0,,0,26,26,72,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.663695,,,,,,,,0.663695,1,,,,,,433,NW,UN,16,pitrom,DRANCE,z,,,,,,0.749166711,0.119999989,0,0,0,,0,27,27,432,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.566575,,,,,,,,0.566575,1,,,,,,244,NW,"ID",33,eatric,EATRIC,z,,,,,,0.749166711,0.119999989,0,0,0,,0,28,28,243,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.502845,,,,,,,,0.502845,1,,,,,,224,WORD,UN,16,vulgar,PERIOD,m,,,,,,0.749166711,0.119999989,0,0,0,,0,29,29,223,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.54799,,,,,,,,0.54799,1,,,,,,58,WORD,"ID",33,foster,FOSTER,m,,,,,,0.749166711,0.119999989,0,0,0,,0,30,30,57,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.478745,,,,,,,,0.478745,1,,,,,,212,WORD,UN,16,squeal,VERIFY,m,,,,,,0.749166711,0.119999989,0,0,0,,0,31,31,211,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.63014,,,,,,,,0.63014,1,,,,,,335,NW,"ID",16,desion,DESION,z,,,,,,0.749166711,0.119999989,0,0,0,,0,32,32,334,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.547755,,,,,,,,0.547755,1,,,,,,135,WORD,UN,33,chrome,IMPORT,m,,,,,,0.749166711,0.119999989,0,0,0,,0,33,33,134,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,0,0.70362,,,,,,,,0.70362,0,,,,,,301,NW,"ID",16,fainch,FAINCH,z,,,,,,0.749166711,0.119999989,0,0,0,,0,34,34,300,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.620475,,,,,,,,0.620475,1,,,,,,4,WORD,"ID",33,trench,TRENCH,m,,,,,,0.749166711,0.119999989,0,0,0,,0,35,35,3,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,0,0.477255,,,,,,,,0.477255,0,,,,,,148,WORD,UN,33,invade,CUSTOM,m,,,,,,0.749166711,0.119999989,0,0,0,,0,36,36,147,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.882895,,,,,,,,0.882895,1,,,,,,346,NW,"ID",16,saudic,SAUDIC,z,,,,,,0.749166711,0.119999989,0,0,0,,0,37,37,345,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.6474,,,,,,,,0.6474,1,,,,,,397,NW,UN,33,blunde,CAMBLE,z,,,,,,0.749166711,0.119999989,0,0,0,,0,38,38,396,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.504175,,,,,,,,0.504175,1,,,,,,32,WORD,"ID",33,buckle,BUCKLE,m,,,,,,0.749166711,0.119999989,0,0,0,,0,39,39,31,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.705465,,,,,,,,0.705465,1,,,,,,466,NW,UN,16,pebric,HOCITE,z,,,,,,0.749166711,0.119999989,0,0,0,,0,40,40,465,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.486725,,,,,,,,0.486725,1,,,,,,91,WORD,"ID",16,expand,EXPAND,m,,,,,,0.749166711,0.119999989,0,0,0,,0,41,41,90,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.58692,,,,,,,,0.58692,1,,,,,,101,WORD,"ID",16,wrench,WRENCH,m,,,,,,0.749166711,0.119999989,0,0,0,,0,42,42,100,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.50601,,,,,,,,0.50601,1,,,,,,169,WORD,UN,33,pounce,GENIUS,m,,,,,,0.749166711,0.119999989,0,0,0,,0,43,43,168,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.507345,,,,,,,,0.507345,1,,,,,,28,WORD,"ID",33,comedy,COMEDY,m,,,,,,0.749166711,0.119999989,0,0,0,,0,44,44,27,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.5118,,,,,,,,0.5118,1,,,,,,126,WORD,UN,33,castle,ENOUGH,m,,,,,,0.749166711,0.119999989,0,0,0,,0,45,45,125,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.651265,,,,,,,,0.651265,1,,,,,,111,WORD,"ID",16,induce,INDUCE,m,,,,,,0.749166711,0.119999989,0,0,0,,0,46,46,110,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.55968,,,,,,,,0.55968,1,,,,,,266,NW,"ID",33,varmit,VARMIT,z,,,,,,0.749166711,0.119999989,0,0,0,,0,47,47,265,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.62549,,,,,,,,0.62549,1,,,,,,308,NW,"ID",16,psetch,PSETCH,z,,,,,,0.749166711,0.119999989,0,0,0,,0,48,48,307,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.620135,,,,,,,,0.620135,1,,,,,,172,WORD,UN,33,shower,PATROL,m,,,,,,0.749166711,0.119999989,0,0,0,,0,49,49,171,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.56668,,,,,,,,0.56668,1,,,,,,292,NW,"ID",33,ablint,ABLINT,z,,,,,,0.749166711,0.119999989,0,0,0,,0,50,50,291,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.54764,,,,,,,,0.54764,1,,,,,,127,WORD,UN,33,senior,CASTLE,m,,,,,,0.749166711,0.119999989,0,0,0,,0,51,51,126,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.495735,,,,,,,,0.495735,1,,,,,,215,WORD,UN,16,behalf,PHOBIA,m,,,,,,0.749166711,0.119999989,0,0,0,,0,52,52,214,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.45435,,,,,,,,0.45435,1,,,,,,182,WORD,UN,16,basket,WINTER,m,,,,,,0.749166711,0.119999989,0,0,0,,0,53,53,181,1,
,,,,,,,,,,,,,,,,,,5d82d28977546f00166ae702,2020-11-27_10h05.00.631,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.5659,,,,,,,,0.5659,1,,,,,,66,WORD,"ID",16,gospel,GOSPEL,m,,,,,,0.749166711,0.119999989,0,0,0,,0,54,54,65,1,
