counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.70755,1,0,6,6,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,0.70755,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.028575,1,0,7,7,12,1,1013,NW,UN,33,adveil,SPRINY,z,1.028575,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.90287,1,0,8,8,11,1,1012,NW,"ID",16,rashet,RASHET,z,0.90287,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.891885,1,0,9,9,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,0.891885,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.90241,1,0,10,10,15,1,1016,NW,UN,16,mushed,WHAISE,z,0.90241,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.835995,1,0,11,11,8,1,1009,NW,"ID",33,aslert,ASLERT,z,0.835995,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.76297,1,0,12,12,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,0.76297,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.795665,1,0,13,13,9,1,1010,NW,"ID",33,fariny,FARINY,z,0.795665,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.625215,1,0,14,14,2,1,1003,WORD,"ID",16,almond,ALMOND,m,0.625215,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.82988,1,0,15,15,4,1,1005,WORD,UN,33,abound,SQUEAK,m,0.82988,,,,,,,,,,,,,,,,,
,,-0.02734375,-0.381510417,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.937425,1,,,,,,454,NW,"ID",33,scouge,SCOUGE,z,0.937425,,,,,,-0.02734375,-0.381510417,0,0,0,,0,0,0,273,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.01547,1,,,,,,371,NW,UN,16,ramily,GEILOY,z,1.01547,,,,,,-0.02734375,-0.381510417,0,0,0,,0,1,1,430,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.85876,1,,,,,,343,NW,UN,33,scrily,AIMOSY,z,0.85876,,,,,,-0.02734375,-0.381510417,0,0,0,,0,2,2,402,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.65602,1,,,,,,109,WORD,UN,33,polite,WONDER,m,0.65602,,,,,,-0.02734375,-0.381510417,0,0,0,,0,3,3,168,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.86141,1,,,,,,426,NW,"ID",33,urivel,URIVEL,z,0.86141,,,,,,-0.02734375,-0.381510417,0,0,0,,0,4,4,245,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.743515,1,,,,,,417,NW,UN,16,suidle,EAROUD,z,0.743515,,,,,,-0.02734375,-0.381510417,0,0,0,,0,5,5,476,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.066685,1,,,,,,397,NW,UN,16,blunde,CAMBLE,z,1.066685,,,,,,-0.02734375,-0.381510417,0,0,0,,0,6,6,456,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.88331,1,,,,,,437,NW,"ID",33,snapel,SNAPEL,z,0.88331,,,,,,-0.02734375,-0.381510417,0,0,0,,0,7,7,256,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.684085,1,,,,,,230,WORD,"ID",33,fringe,FRINGE,m,0.684085,,,,,,-0.02734375,-0.381510417,0,0,0,,0,8,8,49,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.5415,1,,,,,,208,WORD,"ID",33,hockey,HOCKEY,m,0.5415,,,,,,-0.02734375,-0.381510417,0,0,0,,0,9,9,27,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.99944,0,,,,,,432,NW,"ID",33,lunker,LUNKER,z,0.99944,,,,,,-0.02734375,-0.381510417,0,0,0,,0,10,10,251,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.61899,1,,,,,,204,WORD,"ID",33,burden,BURDEN,m,0.61899,,,,,,-0.02734375,-0.381510417,0,0,0,,0,11,11,23,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.88807,1,,,,,,284,NW,"ID",16,shaple,SHAPLE,z,0.88807,,,,,,-0.02734375,-0.381510417,0,0,0,,0,12,12,343,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.750175,1,,,,,,214,WORD,"ID",33,intake,INTAKE,m,0.750175,,,,,,-0.02734375,-0.381510417,0,0,0,,0,13,13,33,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.866825,1,,,,,,154,WORD,UN,16,lizard,AUTHOR,m,0.866825,,,,,,-0.02734375,-0.381510417,0,0,0,,0,14,14,213,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.71123,1,,,,,,477,NW,"ID",33,photie,PHOTIE,z,0.71123,,,,,,-0.02734375,-0.381510417,0,0,0,,0,15,15,296,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.67021,1,,,,,,195,WORD,"ID",33,resign,RESIGN,m,0.67021,,,,,,-0.02734375,-0.381510417,0,0,0,,0,16,16,14,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.66611,1,,,,,,190,WORD,"ID",33,backup,BACKUP,m,0.66611,,,,,,-0.02734375,-0.381510417,0,0,0,,0,17,17,9,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.69908,1,,,,,,238,WORD,"ID",33,flower,FLOWER,m,0.69908,,,,,,-0.02734375,-0.381510417,0,0,0,,0,18,18,57,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.61834,1,,,,,,3,WORD,"ID",16,knight,KNIGHT,m,0.61834,,,,,,-0.02734375,-0.381510417,0,0,0,,0,19,19,62,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.69188,1,,,,,,262,NW,"ID",16,quilew,QUILEW,z,0.69188,,,,,,-0.02734375,-0.381510417,0,0,0,,0,20,20,321,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.61085,1,,,,,,84,WORD,UN,33,strand,MORTAL,m,0.61085,,,,,,-0.02734375,-0.381510417,0,0,0,,0,21,21,143,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.808615,1,,,,,,248,NW,"ID",16,strole,STROLE,z,0.808615,,,,,,-0.02734375,-0.381510417,0,0,0,,0,22,22,307,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.824955,1,,,,,,82,WORD,UN,33,result,STIGMA,m,0.824955,,,,,,-0.02734375,-0.381510417,0,0,0,,0,23,23,141,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.735445,1,,,,,,307,NW,UN,33,psetch,KIRAFE,z,0.735445,,,,,,-0.02734375,-0.381510417,0,0,0,,0,24,24,366,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.64946,0,,,,,,250,NW,"ID",16,milted,MILTED,z,0.64946,,,,,,-0.02734375,-0.381510417,0,0,0,,0,25,25,309,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.732335,1,,,,,,19,WORD,"ID",16,patron,PATRON,m,0.732335,,,,,,-0.02734375,-0.381510417,0,0,0,,0,26,26,78,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.636225,1,,,,,,241,NW,"ID",16,smenco,SMENCO,z,0.636225,,,,,,-0.02734375,-0.381510417,0,0,0,,0,27,27,300,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.86841,1,,,,,,314,NW,UN,33,laston,SPRINE,z,0.86841,,,,,,-0.02734375,-0.381510417,0,0,0,,0,28,28,373,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.70205,1,,,,,,119,WORD,UN,33,strain,SPIDER,m,0.70205,,,,,,-0.02734375,-0.381510417,0,0,0,,0,29,29,178,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.83239,1,,,,,,264,NW,"ID",16,vackel,VACKEL,z,0.83239,,,,,,-0.02734375,-0.381510417,0,0,0,,0,30,30,323,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.71628,1,,,,,,200,WORD,"ID",33,beacon,BEACON,m,0.71628,,,,,,-0.02734375,-0.381510417,0,0,0,,0,31,31,19,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.75078,1,,,,,,298,NW,"ID",16,piergy,PIERGY,z,0.75078,,,,,,-0.02734375,-0.381510417,0,0,0,,0,32,32,357,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.653395,1,,,,,,176,WORD,UN,16,advent,STRIFE,m,0.653395,,,,,,-0.02734375,-0.381510417,0,0,0,,0,33,33,235,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.749145,1,,,,,,326,NW,UN,33,plenac,IGUADE,z,0.749145,,,,,,-0.02734375,-0.381510417,0,0,0,,0,34,34,385,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.607795,1,,,,,,168,WORD,UN,16,genius,ANSWER,m,0.607795,,,,,,-0.02734375,-0.381510417,0,0,0,,0,35,35,227,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.81118,1,,,,,,268,NW,"ID",16,packes,PACKES,z,0.81118,,,,,,-0.02734375,-0.381510417,0,0,0,,0,36,36,327,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.71906,1,,,,,,378,NW,UN,16,auting,SHRILE,z,0.71906,,,,,,-0.02734375,-0.381510417,0,0,0,,0,37,37,437,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.839145,1,,,,,,349,NW,UN,33,nagurs,ASYLEN,z,0.839145,,,,,,-0.02734375,-0.381510417,0,0,0,,0,38,38,408,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.74933,1,,,,,,296,NW,"ID",16,beinch,BEINCH,z,0.74933,,,,,,-0.02734375,-0.381510417,0,0,0,,0,39,39,355,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.77462,1,,,,,,415,NW,UN,16,pathel,HIGSTA,z,0.77462,,,,,,-0.02734375,-0.381510417,0,0,0,,0,40,40,474,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.575015,1,,,,,,29,WORD,"ID",16,sketch,SKETCH,m,0.575015,,,,,,-0.02734375,-0.381510417,0,0,0,,0,41,41,88,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.57733,1,,,,,,134,WORD,UN,16,import,STAPLE,m,0.57733,,,,,,-0.02734375,-0.381510417,0,0,0,,0,42,42,193,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.701125,1,,,,,,91,WORD,UN,33,hunger,EXPAND,m,0.701125,,,,,,-0.02734375,-0.381510417,0,0,0,,0,43,43,150,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.716365,1,,,,,,464,NW,"ID",33,chaite,CHAITE,z,0.716365,,,,,,-0.02734375,-0.381510417,0,0,0,,0,44,44,283,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.632575,1,,,,,,35,WORD,"ID",16,socket,SOCKET,m,0.632575,,,,,,-0.02734375,-0.381510417,0,0,0,,0,45,45,94,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.635575,1,,,,,,279,NW,"ID",16,celond,CELOND,z,0.635575,,,,,,-0.02734375,-0.381510417,0,0,0,,0,46,46,338,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.707535,1,,,,,,243,NW,"ID",16,musied,MUSIED,z,0.707535,,,,,,-0.02734375,-0.381510417,0,0,0,,0,47,47,302,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.77452,1,,,,,,443,NW,"ID",33,dorsex,DORSEX,z,0.77452,,,,,,-0.02734375,-0.381510417,0,0,0,,0,48,48,262,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.754045,1,,,,,,313,NW,UN,33,sprine,PAURSE,z,0.754045,,,,,,-0.02734375,-0.381510417,0,0,0,,0,49,49,372,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.581905,1,,,,,,161,WORD,UN,16,candle,PASTOR,m,0.581905,,,,,,-0.02734375,-0.381510417,0,0,0,,0,50,50,220,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.705985,1,,,,,,359,NW,UN,33,desory,FONVER,z,0.705985,,,,,,-0.02734375,-0.381510417,0,0,0,,0,51,51,418,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.62066,1,,,,,,81,WORD,UN,33,stigma,FRIEND,m,0.62066,,,,,,-0.02734375,-0.381510417,0,0,0,,0,52,52,140,1,
