counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.631,,,,,,,,0.631,1,0,6,6,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.516,,,,,,,,0.516,1,0,7,7,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.522,,,,,,,,0.522,1,0,8,8,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.588,,,,,,,,0.588,1,0,9,9,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.734,,,,,,,,0.734,1,0,10,10,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.824,,,,,,,,0.824,1,0,11,11,14,1,1015,NW,UN,16,miaber,THRALE,z,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.574,,,,,,,,0.574,1,0,12,12,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.748,,,,,,,,0.748,1,0,13,13,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.781,,,,,,,,0.781,1,0,14,14,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.565,,,,,,,,0.565,1,0,15,15,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,
,space,32.99,0.542824074,-0.21412037,0,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.599,,,,,,,,0.599,1,,,,,,168,WORD,"ID",16,answer,ANSWER,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,0,0,107,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.699,,,,,,,,0.699,1,,,,,,421,NW,UN,33,alcoud,KNISMA,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,1,1,360,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.785,,,,,,,,0.785,1,,,,,,283,NW,UN,16,shaple,VERALF,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,2,2,462,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.606,,,,,,,,0.606,1,,,,,,3,WORD,UN,16,trench,KNIGHT,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,3,3,182,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.816,,,,,,,,0.816,1,,,,,,332,NW,"ID",33,vangue,VANGUE,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,4,4,271,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.614,,,,,,,,0.614,1,,,,,,245,NW,UN,16,piaton,ANOUGS,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,5,5,424,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.634,,,,,,,,0.634,1,,,,,,288,NW,UN,16,starby,YACEUP,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,6,6,467,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.998,,,,,,,,0.998,1,,,,,,425,NW,UN,33,urivel,FRUDGE,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,7,7,364,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.732,,,,,,,,0.732,1,,,,,,368,NW,"ID",16,hornal,HORNAL,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,8,8,307,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.639,,,,,,,,0.639,1,,,,,,150,WORD,"ID",16,random,RANDOM,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,9,9,89,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.633,,,,,,,,0.633,1,,,,,,457,NW,UN,33,barcet,WANIGH,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,10,10,396,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.619,,,,,,,,0.619,1,,,,,,241,NW,UN,16,unwert,SMENCO,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,11,11,420,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.534,,,,,,,,0.534,1,,,,,,48,WORD,UN,16,survey,WALNUT,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,12,12,227,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.738,,,,,,,,0.738,1,,,,,,250,NW,UN,16,lupict,MILTED,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,13,13,429,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.599,,,,,,,,0.599,1,,,,,,351,NW,"ID",33,tiesch,TIESCH,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,14,14,290,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.618,,,,,,,,0.618,0,,,,,,176,WORD,"ID",16,strife,STRIFE,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,15,15,115,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.636,,,,,,,,0.636,1,,,,,,216,WORD,UN,33,liquor,BEHALF,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,16,16,155,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.615,,,,,,,,0.615,1,,,,,,444,NW,UN,33,minkel,JAUNCE,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,17,17,383,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.489,,,,,,,,0.489,1,,,,,,31,WORD,UN,16,buckle,WEAPON,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,18,18,210,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.665,,,,,,,,0.665,1,,,,,,436,NW,UN,33,snapel,FRUTAN,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,19,19,375,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.702,,,,,,,,0.702,1,,,,,,439,NW,UN,33,saride,LIMPOR,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,20,20,378,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.582,,,,,,,,0.582,1,,,,,,263,NW,UN,16,vackel,DOLICA,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,21,21,442,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.632,,,,,,,,0.632,1,,,,,,56,WORD,UN,16,change,AMBUSH,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,22,22,235,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.636,,,,,,,,0.636,1,,,,,,84,WORD,"ID",33,mortal,MORTAL,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,23,23,23,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.771,,,,,,,,0.771,0,,,,,,345,NW,"ID",33,absend,ABSEND,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,24,24,284,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.639,,,,,,,,0.639,1,,,,,,465,NW,UN,33,bafent,WHIVEX,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,25,25,404,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.64,,,,,,,,0.64,1,,,,,,267,NW,UN,16,packes,PASINK,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,26,26,446,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.582,,,,,,,,0.582,1,,,,,,404,NW,"ID",16,cluirm,CLUIRM,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,27,27,343,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.532,,,,,,,,0.532,1,,,,,,463,NW,UN,33,chaite,KISPEL,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,28,28,402,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.648,,,,,,,,0.648,1,,,,,,52,WORD,UN,16,police,IMPOSE,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,29,29,231,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.666,,,,,,,,0.666,1,,,,,,409,NW,"ID",16,elopia,ELOPIA,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,30,30,348,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.715,,,,,,,,0.715,1,,,,,,179,WORD,"ID",16,basket,BASKET,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,31,31,118,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.689,,,,,,,,0.689,1,,,,,,142,WORD,"ID",16,spruce,SPRUCE,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,32,32,81,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.714,,,,,,,,0.714,1,,,,,,258,NW,UN,16,soudal,POLUTH,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,33,33,437,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.599,,,,,,,,0.599,1,,,,,,393,NW,"ID",16,ganous,GANOUS,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,34,34,332,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.597,,,,,,,,0.597,1,,,,,,371,NW,"ID",16,geiloy,GEILOY,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,35,35,310,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.665,,,,,,,,0.665,1,,,,,,218,WORD,UN,33,bucket,SHRINK,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,36,36,157,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.665,,,,,,,,0.665,1,,,,,,254,NW,UN,16,apight,VAROSH,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,37,37,433,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.616,,,,,,,,0.616,1,,,,,,11,WORD,UN,16,amount,CRUISE,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,38,38,190,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.722,,,,,,,,0.722,1,,,,,,282,NW,UN,16,veralf,PORLEX,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,39,39,461,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.582,,,,,,,,0.582,1,,,,,,175,WORD,"ID",16,fabric,FABRIC,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,40,40,114,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.699,,,,,,,,0.699,1,,,,,,262,NW,UN,16,dolica,QUILEW,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,41,41,441,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.648,,,,,,,,0.648,1,,,,,,222,WORD,UN,33,export,HINDER,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,42,42,161,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.617,,,,,,,,0.617,1,,,,,,202,WORD,UN,33,phrase,FACTOR,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,43,43,141,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.635,,,,,,,,0.635,1,,,,,,36,WORD,UN,16,insult,VANISH,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,44,44,215,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.549,,,,,,,,0.549,1,,,,,,110,WORD,"ID",33,polite,POLITE,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,45,45,49,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.586,,,,,,,,0.586,1,,,,,,63,WORD,"ID",33,launch,LAUNCH,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,46,46,2,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.615,,,,,,,,0.615,1,,,,,,2,WORD,UN,16,knight,BRIDGE,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,47,47,181,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.837,,,,,,,,0.837,1,,,,,,318,NW,"ID",33,reagly,REAGLY,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,48,48,257,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.832,,,,,,,,0.832,1,,,,,,301,NW,"ID",33,fainch,FAINCH,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,49,49,240,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.521,,,,,,,,0.521,1,,,,,,138,WORD,"ID",16,melody,MELODY,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,50,50,77,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.641,,,,,,,,0.641,1,,,,,,49,WORD,UN,16,snatch,SURVEY,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,51,51,228,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.689,,,,,,,,0.689,1,,,,,,427,NW,UN,33,tandly,SCHIND,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,52,52,366,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.614,,,,,,,,0.614,1,,,,,,70,WORD,"ID",33,square,SQUARE,m,,,,,,0.542824074,-0.21412037,0,0,0,,0,53,53,9,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.665,,,,,,,,0.665,1,,,,,,309,NW,"ID",33,amiloy,AMILOY,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,54,54,248,1
,,,,,,,,,,,,,,,,,,5f2e48f9498e160008a60d2d,2020-11-25_18h53.06.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.633,,,,,,,,0.633,1,,,,,,470,NW,UN,33,nobest,CRUDIO,z,,,,,,0.542824074,-0.21412037,0,0,0,,0,55,55,409,1
