counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.735085,1,0,6,6,11,1,1012,NW,"ID",50,rashet,RASHET,z,0.735085,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.68391,1,0,7,7,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,0.68391,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.504625,1,0,8,8,7,1,1008,WORD,UN,50,hurdle,VOLUME,m,0.504625,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.582885,1,0,9,9,12,1,1013,NW,UN,33,adveil,SPRINY,z,0.582885,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.59066,1,0,10,10,14,1,1015,NW,UN,50,miaber,THRALE,z,0.59066,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.53286,1,0,11,11,13,1,1014,NW,UN,33,winfer,ROUPET,z,0.53286,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.449865,1,0,12,12,4,1,1005,WORD,UN,33,abound,SQUEAK,m,0.449865,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.6559,1,0,13,13,10,1,1011,NW,"ID",50,inlade,INLADE,z,0.6559,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.55727,1,0,14,14,15,1,1016,NW,UN,50,mushed,WHAISE,z,0.55727,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.700075,1,0,15,15,8,1,1009,NW,"ID",33,aslert,ASLERT,z,0.700075,,,,,,,,,,,,,,,,,
,space,9.444795,0.140307617,-0.255439453,0,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,1.13398,1,,,,,,471,NW,"ID",33,nobest,NOBEST,z,1.13398,,,,,,0.140307617,-0.255439453,0,0,0,,0,0,0,290,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.689605,1,,,,,,173,WORD,UN,50,turkey,SHOWER,m,0.689605,,,,,,0.140307617,-0.255439453,0,0,0,,0,1,1,232,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.5381,1,,,,,,199,WORD,"ID",33,invoke,INVOKE,m,0.5381,,,,,,0.140307617,-0.255439453,0,0,0,,0,2,2,18,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.44939,1,,,,,,213,WORD,"ID",33,squeal,SQUEAL,m,0.44939,,,,,,0.140307617,-0.255439453,0,0,0,,0,3,3,32,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.56917,1,,,,,,155,WORD,UN,50,cradle,LIZARD,m,0.56917,,,,,,0.140307617,-0.255439453,0,0,0,,0,4,4,214,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.50454,1,,,,,,24,WORD,"ID",50,praise,PRAISE,m,0.50454,,,,,,0.140307617,-0.255439453,0,0,0,,0,5,5,83,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.584775,1,,,,,,33,WORD,"ID",50,butler,BUTLER,m,0.584775,,,,,,0.140307617,-0.255439453,0,0,0,,0,6,6,92,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.470295,1,,,,,,221,WORD,"ID",33,mascot,MASCOT,m,0.470295,,,,,,0.140307617,-0.255439453,0,0,0,,0,7,7,40,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.43044,1,,,,,,362,NW,UN,50,breali,TIREAU,z,0.43044,,,,,,0.140307617,-0.255439453,0,0,0,,0,8,8,421,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.619015,1,,,,,,260,NW,"ID",50,unject,UNJECT,z,0.619015,,,,,,0.140307617,-0.255439453,0,0,0,,0,9,9,319,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.5178,1,,,,,,364,NW,UN,50,guairt,IMPOTE,z,0.5178,,,,,,0.140307617,-0.255439453,0,0,0,,0,10,10,423,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.521115,1,,,,,,162,WORD,UN,50,string,CANDLE,m,0.521115,,,,,,0.140307617,-0.255439453,0,0,0,,0,11,11,221,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.50466,1,,,,,,388,NW,UN,50,witmer,CRAGIN,z,0.50466,,,,,,0.140307617,-0.255439453,0,0,0,,0,12,12,447,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.5893,1,,,,,,171,WORD,UN,50,patrol,DEPART,m,0.5893,,,,,,0.140307617,-0.255439453,0,0,0,,0,13,13,230,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.517005,1,,,,,,380,NW,UN,50,huniek,CAVORY,z,0.517005,,,,,,0.140307617,-0.255439453,0,0,0,,0,14,14,439,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.521805,1,,,,,,407,NW,UN,50,hurnia,SUIVER,z,0.521805,,,,,,0.140307617,-0.255439453,0,0,0,,0,15,15,466,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.6011,1,,,,,,86,WORD,UN,33,filter,RODENT,m,0.6011,,,,,,0.140307617,-0.255439453,0,0,0,,0,16,16,145,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.47018,1,,,,,,147,WORD,UN,50,custom,GARLIC,m,0.47018,,,,,,0.140307617,-0.255439453,0,0,0,,0,17,17,206,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.438185,1,,,,,,117,WORD,UN,33,flight,BRANCH,m,0.438185,,,,,,0.140307617,-0.255439453,0,0,0,,0,18,18,176,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.53341,1,,,,,,446,NW,"ID",33,runamo,RUNAMO,z,0.53341,,,,,,0.140307617,-0.255439453,0,0,0,,0,19,19,265,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.54991,1,,,,,,18,WORD,"ID",50,humble,HUMBLE,m,0.54991,,,,,,0.140307617,-0.255439453,0,0,0,,0,20,20,77,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.44583,1,,,,,,44,WORD,"ID",50,danger,DANGER,m,0.44583,,,,,,0.140307617,-0.255439453,0,0,0,,0,21,21,103,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,0,,,,,,,,0.5358,0,,,,,,176,WORD,UN,50,advent,STRIFE,m,0.5358,,,,,,0.140307617,-0.255439453,0,0,0,,0,22,22,235,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.553045,1,,,,,,164,WORD,UN,50,invest,MARKET,m,0.553045,,,,,,0.140307617,-0.255439453,0,0,0,,0,23,23,223,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.56802,1,,,,,,334,NW,UN,33,desion,WATMEG,z,0.56802,,,,,,0.140307617,-0.255439453,0,0,0,,0,24,24,393,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.548965,1,,,,,,351,NW,UN,33,tringe,TIESCH,z,0.548965,,,,,,0.140307617,-0.255439453,0,0,0,,0,25,25,410,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,0,,,,,,,,0.473685,0,,,,,,285,NW,"ID",50,prudge,PRUDGE,z,0.473685,,,,,,0.140307617,-0.255439453,0,0,0,,0,26,26,344,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.51563,1,,,,,,138,WORD,UN,50,debris,MELODY,m,0.51563,,,,,,0.140307617,-0.255439453,0,0,0,,0,27,27,197,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,1.018705,1,,,,,,413,NW,UN,50,serbol,EQUATS,z,1.018705,,,,,,0.140307617,-0.255439453,0,0,0,,0,28,28,472,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.60037,1,,,,,,268,NW,"ID",50,packes,PACKES,z,0.60037,,,,,,0.140307617,-0.255439453,0,0,0,,0,29,29,327,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.700365,1,,,,,,266,NW,"ID",50,varmit,VARMIT,z,0.700365,,,,,,0.140307617,-0.255439453,0,0,0,,0,30,30,325,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.50932,1,,,,,,450,NW,"ID",33,phrect,PHRECT,z,0.50932,,,,,,0.140307617,-0.255439453,0,0,0,,0,31,31,269,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.566865,1,,,,,,249,NW,"ID",50,batrol,BATROL,z,0.566865,,,,,,0.140307617,-0.255439453,0,0,0,,0,32,32,308,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.57224,1,,,,,,66,WORD,UN,33,policy,GOSPEL,m,0.57224,,,,,,0.140307617,-0.255439453,0,0,0,,0,33,33,125,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.48563,1,,,,,,70,WORD,UN,33,garden,SQUARE,m,0.48563,,,,,,0.140307617,-0.255439453,0,0,0,,0,34,34,129,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.534,1,,,,,,181,WORD,"ID",33,glance,GLANCE,m,0.534,,,,,,0.140307617,-0.255439453,0,0,0,,0,35,35,0,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.56252,1,,,,,,435,NW,"ID",33,impurb,IMPURB,z,0.56252,,,,,,0.140307617,-0.255439453,0,0,0,,0,36,36,254,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.521115,1,,,,,,242,NW,"ID",50,unwert,UNWERT,z,0.521115,,,,,,0.140307617,-0.255439453,0,0,0,,0,37,37,301,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.58234,1,,,,,,324,NW,UN,33,thruse,STEIKH,z,0.58234,,,,,,0.140307617,-0.255439453,0,0,0,,0,38,38,383,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.53578,1,,,,,,61,WORD,UN,33,region,PONDER,m,0.53578,,,,,,0.140307617,-0.255439453,0,0,0,,0,39,39,120,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.43143,1,,,,,,2,WORD,"ID",50,bridge,BRIDGE,m,0.43143,,,,,,0.140307617,-0.255439453,0,0,0,,0,40,40,61,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.80147,1,,,,,,374,NW,UN,50,yorque,SLIANT,z,0.80147,,,,,,0.140307617,-0.255439453,0,0,0,,0,41,41,433,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.499135,1,,,,,,297,NW,"ID",50,fertic,FERTIC,z,0.499135,,,,,,0.140307617,-0.255439453,0,0,0,,0,42,42,356,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.483705,1,,,,,,197,WORD,"ID",33,stream,STREAM,m,0.483705,,,,,,0.140307617,-0.255439453,0,0,0,,0,43,43,16,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.63356,1,,,,,,185,WORD,"ID",33,bother,BOTHER,m,0.63356,,,,,,0.140307617,-0.255439453,0,0,0,,0,44,44,4,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.523895,1,,,,,,241,NW,"ID",50,smenco,SMENCO,z,0.523895,,,,,,0.140307617,-0.255439453,0,0,0,,0,45,45,300,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.56515,1,,,,,,146,WORD,UN,50,garlic,COUPLE,m,0.56515,,,,,,0.140307617,-0.255439453,0,0,0,,0,46,46,205,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.650455,1,,,,,,381,NW,UN,50,sarley,HUNIEK,z,0.650455,,,,,,0.140307617,-0.255439453,0,0,0,,0,47,47,440,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.499455,1,,,,,,406,NW,UN,50,suiver,NOUPLY,z,0.499455,,,,,,0.140307617,-0.255439453,0,0,0,,0,48,48,465,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.43655,1,,,,,,393,NW,UN,50,spaqux,GANOUS,z,0.43655,,,,,,0.140307617,-0.255439453,0,0,0,,0,49,49,452,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.41542,1,,,,,,245,NW,"ID",50,anougs,ANOUGS,z,0.41542,,,,,,0.140307617,-0.255439453,0,0,0,,0,50,50,304,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.401725,1,,,,,,276,NW,"ID",50,yarmon,YARMON,z,0.401725,,,,,,0.140307617,-0.255439453,0,0,0,,0,51,51,335,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,0,,,,,,,,0.43345,0,,,,,,206,WORD,"ID",33,tailor,TAILOR,m,0.43345,,,,,,0.140307617,-0.255439453,0,0,0,,0,52,52,25,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,,,,,,,,0.550635,1,,,,,,233,WORD,"ID",33,nature,NATURE,m,0.550635,,,,,,0.140307617,-0.255439453,0,0,0,,0,53,53,52,1,
,,,,,,,,,,,,,,,,,,5d1f680b4a21e00001818cf2,2020-08-10_17h46.02.656,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,,,,,,,,0.54292,1,,,,,,269,NW,"ID",50,orchet,ORCHET,z,0.54292,,,,,,0.140307617,-0.255439453,0,0,0,,0,54,54,328,1,
