counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_keyboard.rt,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.473415,,,,,,,,0.473415,1,0,6,6,2,1,1003,WORD,"ID",50,almond,ALMOND,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,0,1.09897,,,,,,,,1.09897,0,0,7,7,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.54777,,,,,,,,0.54777,1,0,8,8,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.732495,,,,,,,,0.732495,1,0,9,9,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.848535,,,,,,,,0.848535,1,0,10,10,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.91769,,,,,,,,0.91769,1,0,11,11,11,1,1012,NW,"ID",50,rashet,RASHET,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.700045,,,,,,,,0.700045,1,0,12,12,6,1,1007,WORD,UN,50,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.948435,,,,,,,,0.948435,1,0,13,13,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.81785,,,,,,,,0.81785,1,0,14,14,14,1,1015,NW,UN,50,miaber,THRALE,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.951725,,,,,,,,0.951725,1,0,15,15,15,1,1016,NW,UN,50,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,
,space,14.56218,0.372083333,-0.346302083,0,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.73177,,,,,,,,0.73177,1,,,,,,50,WORD,UN,50,hungry,SNATCH,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,0,0,229,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.56684,,,,,,,,0.56684,1,,,,,,237,WORD,UN,33,glance,POSTER,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,1,1,176,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.520545,,,,,,,,0.520545,1,,,,,,125,WORD,"ID",50,nickel,NICKEL,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,2,2,64,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.518795,,,,,,,,0.518795,1,,,,,,112,WORD,"ID",33,breath,BREATH,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,3,3,51,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.54928,,,,,,,,0.54928,1,,,,,,224,WORD,UN,33,vulgar,PERIOD,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,4,4,163,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.487535,,,,,,,,0.487535,1,,,,,,64,WORD,"ID",33,throne,THRONE,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,5,5,3,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.4654,,,,,,,,0.4654,1,,,,,,117,WORD,"ID",33,branch,BRANCH,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,6,6,56,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.498845,,,,,,,,0.498845,1,,,,,,169,WORD,"ID",50,genius,GENIUS,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,7,7,108,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.51702,,,,,,,,0.51702,1,,,,,,207,WORD,UN,33,hockey,WREATH,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,8,8,146,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.536545,,,,,,,,0.536545,1,,,,,,32,WORD,UN,50,scream,BUCKLE,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,9,9,211,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.498625,,,,,,,,0.498625,1,,,,,,223,WORD,UN,33,period,KIDNEY,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,10,10,162,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.719925,,,,,,,,0.719925,1,,,,,,35,WORD,UN,50,vanish,SOCKET,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,11,11,214,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,0,0.4506,,,,,,,,0.4506,0,,,,,,332,NW,"ID",33,vangue,VANGUE,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,12,12,271,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.74835,,,,,,,,0.74835,1,,,,,,310,NW,"ID",33,daniet,DANIET,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,13,13,249,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.54796,,,,,,,,0.54796,1,,,,,,122,WORD,"ID",50,linger,LINGER,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,14,14,61,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.751905,,,,,,,,0.751905,1,,,,,,367,NW,"ID",50,slique,SLIQUE,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,15,15,306,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.60318,,,,,,,,0.60318,1,,,,,,403,NW,"ID",50,bruats,BRUATS,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,16,16,342,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.870885,,,,,,,,0.870885,1,,,,,,389,NW,"ID",50,witmer,WITMER,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,17,17,328,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.48785,,,,,,,,0.48785,1,,,,,,81,WORD,"ID",33,friend,FRIEND,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,18,18,20,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.70269,,,,,,,,0.70269,1,,,,,,437,NW,UN,33,baitch,SNAPEL,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,19,19,376,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.833585,,,,,,,,0.833585,1,,,,,,135,WORD,"ID",50,import,IMPORT,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,20,20,74,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.58432,,,,,,,,0.58432,1,,,,,,230,WORD,UN,33,mother,FRINGE,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,21,21,169,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,0,1.11847,,,,,,,,1.11847,0,,,,,,462,NW,UN,33,kispel,ABSULT,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,22,22,401,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.6511,,,,,,,,0.6511,1,,,,,,287,NW,UN,50,yaceup,NYMBEL,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,23,23,466,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.71752,,,,,,,,0.71752,1,,,,,,6,WORD,UN,50,anchor,BUNDLE,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,24,24,185,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.65118,,,,,,,,0.65118,1,,,,,,380,NW,"ID",50,cavory,CAVORY,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,25,25,319,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.737005,,,,,,,,0.737005,1,,,,,,195,WORD,UN,33,credit,RESIGN,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,26,26,134,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.558085,,,,,,,,0.558085,1,,,,,,42,WORD,UN,50,tongue,CHAPEL,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,27,27,221,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.684185,,,,,,,,0.684185,1,,,,,,273,NW,UN,50,fumblo,SORTEL,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,28,28,452,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.704235,,,,,,,,0.704235,1,,,,,,280,NW,UN,50,melaty,CURBOL,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,29,29,459,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.58346,,,,,,,,0.58346,1,,,,,,198,WORD,UN,33,invoke,WICKED,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,30,30,137,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.634315,,,,,,,,0.634315,1,,,,,,160,WORD,"ID",50,violet,VIOLET,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,31,31,99,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.80021,,,,,,,,0.80021,1,,,,,,255,NW,UN,50,inlors,APIGHT,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,32,32,434,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.56747,,,,,,,,0.56747,1,,,,,,269,NW,UN,50,wrimsy,ORCHET,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,33,33,448,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.66651,,,,,,,,0.66651,1,,,,,,246,NW,UN,50,blarge,PIATON,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,34,34,425,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.686685,,,,,,,,0.686685,1,,,,,,33,WORD,UN,50,jungle,BUTLER,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,35,35,212,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.65384,,,,,,,,0.65384,1,,,,,,265,NW,UN,50,varmit,DISTAR,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,36,36,444,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,0,1.098005,,,,,,,,1.098005,0,,,,,,270,NW,UN,50,aubrid,WRIMSY,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,37,37,449,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.722535,,,,,,,,0.722535,1,,,,,,142,WORD,"ID",50,spruce,SPRUCE,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,38,38,81,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.570995,,,,,,,,0.570995,1,,,,,,148,WORD,"ID",50,custom,CUSTOM,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,39,39,87,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.6038,,,,,,,,0.6038,1,,,,,,471,NW,UN,33,cigney,NOBEST,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,40,40,410,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.75118,,,,,,,,0.75118,1,,,,,,400,NW,"ID",50,wearox,WEAROX,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,41,41,339,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.65597,,,,,,,,0.65597,1,,,,,,381,NW,"ID",50,huniek,HUNIEK,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,42,42,320,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.565465,,,,,,,,0.565465,1,,,,,,205,WORD,UN,33,tailor,LOUNGE,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,43,43,144,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,0,0.75053,,,,,,,,0.75053,0,,,,,,433,NW,UN,33,pitrom,DRANCE,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,44,44,372,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,0,0.76981,,,,,,,,0.76981,0,,,,,,120,WORD,"ID",33,strain,STRAIN,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,45,45,59,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.735035,,,,,,,,0.735035,1,,,,,,449,NW,UN,33,phrect,BRUNGE,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,46,46,388,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.636335,,,,,,,,0.636335,1,,,,,,344,NW,"ID",33,scrily,SCRILY,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,47,47,283,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.83433,,,,,,,,0.83433,1,,,,,,194,WORD,UN,33,resign,ABSENT,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,48,48,133,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.567945,,,,,,,,0.567945,1,,,,,,383,NW,"ID",50,aungre,AUNGRE,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,49,49,322,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.63349,,,,,,,,0.63349,1,,,,,,317,NW,"ID",33,worbal,WORBAL,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,50,50,256,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.52274,,,,,,,,0.52274,1,,,,,,296,NW,UN,50,fertic,BEINCH,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,51,51,475,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.53238,,,,,,,,0.53238,1,,,,,,470,NW,UN,33,nobest,CRUDIO,z,,,,,,0.372083333,-0.346302083,0,0,0,,0,52,52,409,1,,
,,,,,,,,,,,,,,,,,,5ea1e178ff3ee50d69b46324,2020-08-10_16h02.15.234,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.58838,,,,,,,,0.58838,1,,,,,,92,WORD,"ID",33,strand,STRAND,m,,,,,,0.372083333,-0.346302083,0,0,0,,0,53,53,31,1,,
