counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.83645,,,,,,,,0.83645,1,0,6,6,10,1,1011,NW,"ID",50,inlade,INLADE,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,0,0.653335,,,,,,,,0.653335,0,0,7,7,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.483165,,,,,,,,0.483165,1,0,8,8,7,1,1008,WORD,UN,50,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.59532,,,,,,,,0.59532,1,0,9,9,11,1,1012,NW,"ID",50,rashet,RASHET,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.623915,,,,,,,,0.623915,1,0,10,10,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.6513,,,,,,,,0.6513,1,0,11,11,14,1,1015,NW,UN,50,miaber,THRALE,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.599565,,,,,,,,0.599565,1,0,12,12,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.620345,,,,,,,,0.620345,1,0,13,13,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.53576,,,,,,,,0.53576,1,0,14,14,3,1,1004,WORD,"ID",50,matrix,MATRIX,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.58444,,,,,,,,0.58444,1,0,15,15,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,
,space,23.21411,-0.457838542,0.003177083,0,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.5358,,,,,,,,0.5358,1,,,,,,208,WORD,UN,50,search,HOCKEY,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,0,0,207,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.564895,,,,,,,,0.564895,1,,,,,,181,WORD,UN,50,winter,GLANCE,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,1,1,180,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.486005,,,,,,,,0.486005,1,,,,,,188,WORD,UN,50,censor,SOCIAL,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,2,2,187,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.492535,,,,,,,,0.492535,1,,,,,,466,NW,UN,50,pebric,HOCITE,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,3,3,465,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.568005,,,,,,,,0.568005,1,,,,,,254,NW,"ID",33,varosh,VAROSH,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,4,4,253,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.505575,,,,,,,,0.505575,1,,,,,,20,WORD,"ID",33,breast,BREAST,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,5,5,19,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.55648,,,,,,,,0.55648,1,,,,,,477,NW,UN,50,acrise,PHOTIE,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,6,6,476,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.50636,,,,,,,,0.50636,1,,,,,,190,WORD,UN,50,stable,BACKUP,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,7,7,189,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.4716,,,,,,,,0.4716,1,,,,,,408,NW,UN,33,flumni,HURNIA,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,8,8,407,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.49436,,,,,,,,0.49436,1,,,,,,362,NW,UN,33,breali,TIREAU,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,9,9,361,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.54897,,,,,,,,0.54897,1,,,,,,276,NW,"ID",33,yarmon,YARMON,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,10,10,275,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.471495,,,,,,,,0.471495,1,,,,,,54,WORD,"ID",33,ramble,RAMBLE,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,11,11,53,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.681565,,,,,,,,0.681565,1,,,,,,197,WORD,UN,50,wicked,STREAM,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,12,12,196,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.567315,,,,,,,,0.567315,1,,,,,,7,WORD,"ID",33,anchor,ANCHOR,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,13,13,6,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.482265,,,,,,,,0.482265,1,,,,,,144,WORD,UN,33,parish,SPONGE,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,14,14,143,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.48897,,,,,,,,0.48897,1,,,,,,126,WORD,UN,33,castle,ENOUGH,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,15,15,125,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.56539,,,,,,,,0.56539,1,,,,,,21,WORD,"ID",33,simple,SIMPLE,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,16,16,20,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.59459,,,,,,,,0.59459,1,,,,,,290,NW,"ID",33,splino,SPLINO,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,17,17,289,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.583015,,,,,,,,0.583015,1,,,,,,349,NW,"ID",50,asylen,ASYLEN,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,18,18,348,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.54982,,,,,,,,0.54982,1,,,,,,154,WORD,UN,33,lizard,AUTHOR,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,19,19,153,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.53154,,,,,,,,0.53154,1,,,,,,297,NW,"ID",33,fertic,FERTIC,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,20,20,296,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.56471,,,,,,,,0.56471,1,,,,,,364,NW,UN,33,guairt,IMPOTE,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,21,21,363,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.65764,,,,,,,,0.65764,1,,,,,,398,NW,UN,33,fouret,BLUNDE,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,22,22,397,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.626675,,,,,,,,0.626675,1,,,,,,234,WORD,UN,50,lumber,CLUMSY,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,23,23,233,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.54791,,,,,,,,0.54791,1,,,,,,272,NW,"ID",33,damilt,DAMILT,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,24,24,271,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.538285,,,,,,,,0.538285,1,,,,,,441,NW,UN,50,aboune,RASTOE,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,25,25,440,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.55316,,,,,,,,0.55316,1,,,,,,201,WORD,UN,50,factor,ADMIRE,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,26,26,200,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.649015,,,,,,,,0.649015,1,,,,,,189,WORD,UN,50,backup,CENSOR,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,27,27,188,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.65162,,,,,,,,0.65162,1,,,,,,452,NW,UN,50,bolvis,SURDEN,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,28,28,451,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.50033,,,,,,,,0.50033,1,,,,,,61,WORD,"ID",50,ponder,PONDER,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,29,29,60,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.501225,,,,,,,,0.501225,1,,,,,,324,NW,"ID",50,steikh,STEIKH,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,30,30,323,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.600365,,,,,,,,0.600365,1,,,,,,288,NW,"ID",33,yaceup,YACEUP,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,31,31,287,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.49936,,,,,,,,0.49936,1,,,,,,333,NW,"ID",50,catrie,CATRIE,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,32,32,332,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.451715,,,,,,,,0.451715,1,,,,,,173,WORD,UN,33,turkey,SHOWER,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,33,33,172,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.58139,,,,,,,,0.58139,1,,,,,,18,WORD,"ID",33,humble,HUMBLE,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,34,34,17,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.53211,,,,,,,,0.53211,1,,,,,,258,NW,"ID",33,poluth,POLUTH,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,35,35,257,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.601635,,,,,,,,0.601635,1,,,,,,397,NW,UN,33,blunde,CAMBLE,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,36,36,396,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.489105,,,,,,,,0.489105,1,,,,,,224,WORD,UN,50,vulgar,PERIOD,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,37,37,223,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.540255,,,,,,,,0.540255,1,,,,,,354,NW,"ID",50,virlex,VIRLEX,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,38,38,353,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.558355,,,,,,,,0.558355,1,,,,,,165,WORD,UN,33,starch,INVEST,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,39,39,164,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.635625,,,,,,,,0.635625,1,,,,,,442,NW,UN,50,dorsex,ABOUNE,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,40,40,441,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.60067,,,,,,,,0.60067,1,,,,,,145,WORD,UN,33,couple,PARISH,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,41,41,144,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.45192,,,,,,,,0.45192,1,,,,,,148,WORD,UN,33,invade,CUSTOM,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,42,42,147,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,0,0.517855,,,,,,,,0.517855,0,,,,,,30,WORD,"ID",33,orient,ORIENT,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,43,43,29,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.56649,,,,,,,,0.56649,1,,,,,,209,WORD,UN,50,monkey,SEARCH,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,44,44,208,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.519835,,,,,,,,0.519835,1,,,,,,86,WORD,"ID",50,rodent,RODENT,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,45,45,85,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.481525,,,,,,,,0.481525,1,,,,,,167,WORD,UN,33,answer,DESIGN,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,46,46,166,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.492365,,,,,,,,0.492365,1,,,,,,458,NW,UN,50,chaite,BARCET,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,47,47,457,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.602555,,,,,,,,0.602555,1,,,,,,220,WORD,UN,50,mascot,VOYAGE,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,48,48,219,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.566235,,,,,,,,0.566235,1,,,,,,130,WORD,UN,33,quench,STUPID,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,49,49,129,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.59895,,,,,,,,0.59895,1,,,,,,214,WORD,UN,50,phobia,INTAKE,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,50,50,213,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.56629,,,,,,,,0.56629,1,,,,,,140,WORD,UN,33,reason,PRINCE,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,51,51,139,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.81525,,,,,,,,0.81525,1,,,,,,436,NW,UN,50,snapel,FRUTAN,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,52,52,435,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.658175,,,,,,,,0.658175,1,,,,,,93,WORD,"ID",50,public,PUBLIC,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,53,53,92,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.5511,,,,,,,,0.5511,1,,,,,,32,WORD,"ID",33,buckle,BUCKLE,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,54,54,31,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,1.033235,,,,,,,,1.033235,1,,,,,,470,NW,UN,50,nobest,CRUDIO,z,,,,,,-0.457838542,0.003177083,0,0,0,,0,55,55,469,1,
,,,,,,,,,,,,,,,,,,5ee561897247c02ad544c299,2020-08-10_11h47.16.290,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.62329,,,,,,,,0.62329,1,,,,,,23,WORD,"ID",33,wealth,WEALTH,m,,,,,,-0.457838542,0.003177083,0,0,0,,0,56,56,22,1,
