counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.6003,,,,,,,,0.6003,1,0,6,6,2,1,1003,WORD,"ID",50,almond,ALMOND,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.682815,,,,,,,,0.682815,1,0,7,7,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.6535,,,,,,,,0.6535,1,0,8,8,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.816475,,,,,,,,0.816475,1,0,9,9,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.63362,,,,,,,,0.63362,1,0,10,10,10,1,1011,NW,"ID",50,inlade,INLADE,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.633475,,,,,,,,0.633475,1,0,11,11,14,1,1015,NW,UN,50,miaber,THRALE,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.69046,,,,,,,,0.69046,1,0,12,12,15,1,1016,NW,UN,50,mushed,WHAISE,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.56815,,,,,,,,0.56815,1,0,13,13,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.504565,,,,,,,,0.504565,1,0,14,14,11,1,1012,NW,"ID",50,rashet,RASHET,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.7336,,,,,,,,0.7336,1,0,15,15,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,
,space,-0.168789063,-0.092041016,0,0,0,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,3.194625,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.73242,,,,,,,,0.73242,1,,,,,,297,NW,UN,50,piergy,FERTIC,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,0,0,476,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.69999,,,,,,,,0.69999,1,,,,,,1,WORD,UN,50,ethnic,FRIGHT,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,1,1,180,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,0,0.5732,,,,,,,,0.5732,0,,,,,,396,NW,"ID",50,flengy,FLENGY,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,2,2,335,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.61701,,,,,,,,0.61701,1,,,,,,108,WORD,"ID",33,reckon,RECKON,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,3,3,47,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.60056,,,,,,,,0.60056,1,,,,,,231,WORD,UN,33,inject,EXPORT,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,4,4,170,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.55397,,,,,,,,0.55397,1,,,,,,394,NW,"ID",50,spaqux,SPAQUX,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,5,5,333,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.55236,,,,,,,,0.55236,1,,,,,,267,NW,UN,50,packes,PASINK,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,6,6,446,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.54965,,,,,,,,0.54965,1,,,,,,400,NW,"ID",50,wearox,WEAROX,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,7,7,339,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.533395,,,,,,,,0.533395,1,,,,,,339,NW,"ID",33,fachow,FACHOW,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,8,8,278,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.95454,,,,,,,,0.95454,1,,,,,,364,NW,"ID",50,impote,IMPOTE,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,9,9,303,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.69671,,,,,,,,0.69671,1,,,,,,163,WORD,"ID",50,string,STRING,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,10,10,102,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.566045,,,,,,,,0.566045,1,,,,,,118,WORD,"ID",33,flight,FLIGHT,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,11,11,57,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.651145,,,,,,,,0.651145,1,,,,,,216,WORD,UN,33,liquor,BEHALF,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,12,12,155,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.700095,,,,,,,,0.700095,1,,,,,,56,WORD,UN,50,change,AMBUSH,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,13,13,235,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.550785,,,,,,,,0.550785,1,,,,,,212,WORD,UN,33,squeal,VERIFY,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,14,14,151,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,0,0.60094,,,,,,,,0.60094,0,,,,,,58,WORD,UN,50,splint,FOSTER,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,15,15,237,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.668145,,,,,,,,0.668145,1,,,,,,124,WORD,"ID",50,blouse,BLOUSE,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,16,16,63,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.70023,,,,,,,,0.70023,1,,,,,,273,NW,UN,50,fumblo,SORTEL,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,17,17,452,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.720235,,,,,,,,0.720235,1,,,,,,103,WORD,"ID",33,bounce,BOUNCE,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,18,18,42,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,1.334,,,,,,,,1.334,1,,,,,,282,NW,UN,50,veralf,PORLEX,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,19,19,461,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.851775,,,,,,,,0.851775,1,,,,,,25,WORD,UN,50,sprint,DOMAIN,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,20,20,204,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.700315,,,,,,,,0.700315,1,,,,,,434,NW,UN,33,impurb,PITROM,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,21,21,373,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,1.019425,,,,,,,,1.019425,1,,,,,,392,NW,"ID",50,rouncy,ROUNCY,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,22,22,331,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.632855,,,,,,,,0.632855,1,,,,,,175,WORD,"ID",50,fabric,FABRIC,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,23,23,114,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.58923,,,,,,,,0.58923,1,,,,,,12,WORD,UN,50,strive,ORANGE,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,24,24,191,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.86723,,,,,,,,0.86723,1,,,,,,373,NW,"ID",50,bigent,BIGENT,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,25,25,312,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.58544,,,,,,,,0.58544,1,,,,,,431,NW,UN,33,lunker,CHRUMS,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,26,26,370,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.597935,,,,,,,,0.597935,1,,,,,,127,WORD,"ID",50,castle,CASTLE,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,27,27,66,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.618645,,,,,,,,0.618645,1,,,,,,279,NW,UN,50,curbol,CELOND,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,28,28,458,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.785315,,,,,,,,0.785315,1,,,,,,213,WORD,UN,33,intake,SQUEAL,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,29,29,152,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,0,0.734445,,,,,,,,0.734445,0,,,,,,377,NW,"ID",50,injore,INJORE,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,30,30,316,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.64783,,,,,,,,0.64783,1,,,,,,283,NW,UN,50,shaple,VERALF,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,31,31,462,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.70212,,,,,,,,0.70212,1,,,,,,107,WORD,"ID",33,slogan,SLOGAN,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,32,32,46,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.520395,,,,,,,,0.520395,1,,,,,,446,NW,UN,33,gircue,RUNAMO,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,33,33,385,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.669255,,,,,,,,0.669255,1,,,,,,104,WORD,"ID",33,studio,STUDIO,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,34,34,43,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.648695,,,,,,,,0.648695,1,,,,,,422,NW,UN,33,streld,ALCOUD,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,35,35,361,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.75068,,,,,,,,0.75068,1,,,,,,391,NW,"ID",50,theldy,THELDY,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,36,36,330,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.65014,,,,,,,,0.65014,1,,,,,,230,WORD,UN,33,mother,FRINGE,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,37,37,169,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.58345,,,,,,,,0.58345,1,,,,,,147,WORD,"ID",50,garlic,GARLIC,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,38,38,86,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.833585,,,,,,,,0.833585,1,,,,,,32,WORD,UN,50,scream,BUCKLE,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,39,39,211,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.850205,,,,,,,,0.850205,1,,,,,,328,NW,"ID",33,broake,BROAKE,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,40,40,267,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.65239,,,,,,,,0.65239,1,,,,,,126,WORD,"ID",50,enough,ENOUGH,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,41,41,65,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.66745,,,,,,,,0.66745,1,,,,,,306,NW,"ID",33,sounge,SOUNGE,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,42,42,245,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.86744,,,,,,,,0.86744,1,,,,,,106,WORD,"ID",33,ransom,RANSOM,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,43,43,45,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.59279,,,,,,,,0.59279,1,,,,,,150,WORD,"ID",50,random,RANDOM,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,44,44,89,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.88462,,,,,,,,0.88462,1,,,,,,344,NW,"ID",33,scrily,SCRILY,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,45,45,283,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.633135,,,,,,,,0.633135,1,,,,,,241,NW,UN,50,unwert,SMENCO,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,46,46,420,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.814665,,,,,,,,0.814665,1,,,,,,114,WORD,"ID",33,placid,PLACID,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,47,47,53,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.633905,,,,,,,,0.633905,1,,,,,,447,NW,UN,33,sadent,GIRCUE,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,48,48,386,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.935,,,,,,,,0.935,1,,,,,,242,NW,UN,50,musied,UNWERT,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,49,49,421,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,1.248885,,,,,,,,1.248885,1,,,,,,16,WORD,UN,50,charge,FAUCET,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,50,50,195,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,1.264985,,,,,,,,1.264985,1,,,,,,115,WORD,"ID",33,guitar,GUITAR,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,51,51,54,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.88778,,,,,,,,0.88778,1,,,,,,200,WORD,UN,33,admire,BEACON,m,,,,,,-0.168789063,-0.092041016,0,0,0,,0,52,52,139,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.63812,,,,,,,,0.63812,1,,,,,,367,NW,"ID",50,slique,SLIQUE,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,53,53,306,1,
,,,,,,,,,,,,,,,,,,5d7a098214f08f00164031a0,2020-08-10_16h24.05.732,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.55569,,,,,,,,0.55569,1,,,,,,477,NW,UN,33,lobush,PHOTIE,z,,,,,,-0.168789063,-0.092041016,0,0,0,,0,54,54,416,1,
