counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_touch.clicked_name,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.114,1,0,6,6,3,1,1004,WORD,"ID",50,matrix,MATRIX,m,1.114,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.429,1,0,7,7,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,1.429,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.252,1,0,8,8,9,1,1010,NW,"ID",33,fariny,FARINY,z,1.252,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.065,1,0,9,9,15,1,1016,NW,UN,50,mushed,WHAISE,z,1.065,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.881,1,0,10,10,14,1,1015,NW,UN,50,miaber,THRALE,z,0.881,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.914,1,0,11,11,10,1,1011,NW,"ID",50,inlade,INLADE,z,0.914,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.149,1,0,12,12,6,1,1007,WORD,UN,50,tropic,ZOMBIE,m,1.149,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,1.479,0,0,13,13,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,1.479,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,1.314,0,0,14,14,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,1.314,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.948,1,0,15,15,8,1,1009,NW,"ID",33,aslert,ASLERT,z,0.948,,,,,,,,,,,,,,,,,,
,,0.009823183,-0.389980354,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,1.602,0,,,,,,56,WORD,UN,50,change,AMBUSH,m,1.602,,,,,,-0.001964637,-0.386051081,0,0,0,,0,0,0,235,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.98,0,,,,,,8,WORD,UN,50,hustle,ABRUPT,m,0.98,,,,,,-0.001964637,-0.386051081,0,0,0,,0,1,1,187,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.262,1,,,,,,110,WORD,"ID",33,polite,POLITE,m,1.262,,,,,,-0.001964637,-0.386051081,0,0,0,,0,2,2,49,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.035,1,,,,,,75,WORD,"ID",33,trophy,TROPHY,m,1.035,,,,,,-0.001964637,-0.386051081,0,0,0,,0,3,3,14,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.98,1,,,,,,119,WORD,"ID",33,spider,SPIDER,m,0.98,,,,,,-0.001964637,-0.386051081,0,0,0,,0,4,4,58,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.115,1,,,,,,334,NW,"ID",33,watmeg,WATMEG,z,1.115,,,,,,-0.001964637,-0.386051081,0,0,0,,0,5,5,273,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.347,1,,,,,,288,NW,UN,50,starby,YACEUP,z,1.347,,,,,,-0.001964637,-0.386051081,0,0,0,,0,6,6,467,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.798,1,,,,,,49,WORD,UN,50,snatch,SURVEY,m,0.798,,,,,,-0.001964637,-0.386051081,0,0,0,,0,7,7,228,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.946,1,,,,,,457,NW,UN,33,barcet,WANIGH,z,0.946,,,,,,-0.001964637,-0.386051081,0,0,0,,0,8,8,396,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.186,1,,,,,,319,NW,"ID",33,zomber,ZOMBER,z,1.186,,,,,,-0.001964637,-0.386051081,0,0,0,,0,9,9,258,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.229,1,,,,,,88,WORD,"ID",33,hunger,HUNGER,m,1.229,,,,,,-0.001964637,-0.386051081,0,0,0,,0,10,10,27,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.198,1,,,,,,420,NW,"ID",50,gushop,GUSHOP,z,1.198,,,,,,-0.001964637,-0.386051081,0,0,0,,0,11,11,359,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.744,0,,,,,,400,NW,"ID",50,wearox,WEAROX,z,0.744,,,,,,-0.001964637,-0.386051081,0,0,0,,0,12,12,339,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.584,1,,,,,,258,NW,UN,50,soudal,POLUTH,z,0.584,,,,,,-0.001964637,-0.386051081,0,0,0,,0,13,13,437,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.464,0,,,,,,151,WORD,"ID",50,mystic,MYSTIC,m,0.464,,,,,,-0.001964637,-0.386051081,0,0,0,,0,14,14,90,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,1.033,0,,,,,,216,WORD,UN,33,liquor,BEHALF,m,1.033,,,,,,-0.001964637,-0.386051081,0,0,0,,0,15,15,155,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,1.033,-1,,,,,,264,NW,UN,50,distar,VACKEL,z,,,,,,,0.131630648,-0.199410609,0,0,0,,0,16,16,443,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,1.033,-1,,,,,,40,WORD,UN,50,spring,CONVEY,m,,,,,,,0.131630648,-0.201375246,0,0,0,,0,17,17,219,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.438,1,,,,,,242,NW,UN,50,musied,UNWERT,z,0.438,,,,,,0.131630648,-0.201375246,0,0,0,,0,18,18,421,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.434,1,,,,,,438,NW,UN,33,limpor,BAITCH,z,0.434,,,,,,0.131630648,-0.201375246,0,0,0,,0,19,19,377,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.343,1,,,,,,7,WORD,UN,50,abrupt,ANCHOR,m,0.343,,,,,,0.131630648,-0.201375246,0,0,0,,0,20,20,186,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.483,1,,,,,,306,NW,"ID",33,sounge,SOUNGE,z,0.483,,,,,,0.131630648,-0.201375246,0,0,0,,0,21,21,245,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.301,1,,,,,,179,WORD,"ID",50,basket,BASKET,m,0.301,,,,,,0.131630648,-0.201375246,0,0,0,,0,22,22,118,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.416,1,,,,,,252,NW,UN,50,resait,STAPOD,z,0.416,,,,,,0.131630648,-0.201375246,0,0,0,,0,23,23,431,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,278,NW,UN,50,celond,UNIGHS,z,,,,,,,0.115913556,-0.496070727,0,0,0,,0,24,24,457,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,417,NW,"ID",50,earoud,EAROUD,z,,,,,,,0.821218075,-0.484282908,0,0,0,,0,25,25,356,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,425,NW,UN,33,urivel,FRUDGE,z,,,,,,,0.75862069,-0.421960073,0,0,0,,0,26,26,364,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,150,WORD,"ID",50,random,RANDOM,m,,,,,,,0.736842105,-0.176950998,0,0,0,,0,27,27,89,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,386,NW,"ID",50,ancust,ANCUST,z,,,,,,,0.736842105,-0.176950998,0,0,0,,0,28,28,325,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,160,WORD,"ID",50,violet,VIOLET,m,,,,,,,0.736842105,-0.176950998,0,0,0,,0,29,29,99,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,377,NW,"ID",50,injore,INJORE,z,,,,,,,0.736842105,-0.176950998,0,0,0,,0,30,30,316,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,376,NW,"ID",50,iguare,IGUARE,z,,,,,,,0.736842105,-0.176950998,0,0,0,,0,31,31,315,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,175,WORD,"ID",50,fabric,FABRIC,m,,,,,,,0.736842105,-0.176950998,0,0,0,,0,32,32,114,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,117,WORD,"ID",33,branch,BRANCH,m,,,,,,,0.736842105,-0.176950998,0,0,0,,0,33,33,56,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,274,NW,UN,50,sleirt,FUMBLO,z,,,,,,,0.736842105,-0.176950998,0,0,0,,0,34,34,453,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,297,NW,UN,50,piergy,FERTIC,z,,,,,,,0.736842105,-0.176950998,0,0,0,,0,35,35,476,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,235,WORD,UN,33,pirate,GRUMPY,m,,,,,,,0.736842105,-0.176950998,0,0,0,,0,36,36,174,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,374,NW,"ID",50,sliant,SLIANT,z,,,,,,,0.736842105,-0.176950998,0,0,0,,0,37,37,313,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,476,NW,UN,33,photie,JOSTED,z,,,,,,,0.736842105,-0.176950998,0,0,0,,0,38,38,415,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,313,NW,"ID",33,paurse,PAURSE,z,,,,,,,0.736842105,-0.176950998,0,0,0,,0,39,39,252,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,153,WORD,"ID",50,behold,BEHOLD,m,,,,,,,0.736842105,-0.176950998,0,0,0,,0,40,40,92,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,401,NW,"ID",50,mustil,MUSTIL,z,,,,,,,0.353901996,-0.496370236,0,0,0,,0,41,41,340,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,225,WORD,UN,33,casino,VULGAR,m,,,,,,,0.893909627,-0.240667976,0,0,0,,0,42,42,164,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,344,NW,"ID",33,scrily,SCRILY,z,,,,,,,0.893909627,-0.240667976,0,0,0,,0,43,43,283,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,302,NW,"ID",33,miluer,MILUER,z,,,,,,,0.893909627,-0.240667976,0,0,0,,0,44,44,241,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,265,NW,UN,50,varmit,DISTAR,z,,,,,,,0.893909627,-0.240667976,0,0,0,,0,45,45,444,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,427,NW,UN,33,tandly,SCHIND,z,,,,,,,0.893909627,-0.240667976,0,0,0,,0,46,46,366,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,403,NW,"ID",50,bruats,BRUATS,z,,,,,,,0.893909627,-0.240667976,0,0,0,,0,47,47,342,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,275,NW,UN,50,yarmon,SLEIRT,z,,,,,,,0.893909627,-0.240667976,0,0,0,,0,48,48,454,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,418,NW,"ID",50,suidle,SUIDLE,z,,,,,,,0.893909627,-0.240667976,0,0,0,,0,49,49,357,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,176,WORD,"ID",50,strife,STRIFE,m,,,,,,,0.893909627,-0.240667976,0,0,0,,0,50,50,115,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,32,WORD,UN,50,scream,BUCKLE,m,,,,,,,0.893909627,-0.240667976,0,0,0,,0,51,51,211,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,460,NW,UN,33,justre,MINGAR,z,,,,,,,0.893909627,-0.240667976,0,0,0,,0,52,52,399,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,257,NW,UN,50,poluth,VENIOD,z,,,,,,,0.893909627,-0.240667976,0,0,0,,0,53,53,436,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,46,WORD,UN,50,income,SINGLE,m,,,,,,,0.893909627,-0.240667976,0,0,0,,0,54,54,225,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,471,NW,UN,33,cigney,NOBEST,z,,,,,,,0.893909627,-0.240667976,0,0,0,,0,55,55,410,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,299,NW,UN,50,yarion,STURCH,z,,,,,,,0.893909627,-0.240667976,0,0,0,,0,56,56,478,1,,
,,,,,,,,,,,,,,,,,,5f28854b5672311974ef3f3a,2020-08-10_10h17.04.291,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.416,-1,,,,,,308,NW,"ID",33,psetch,PSETCH,z,,,,,,,0.893909627,-0.240667976,0,0,0,,0,57,57,247,1,,
