counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.048,1,0,6,6,2,1,1003,WORD,"ID",50,almond,ALMOND,m,1.048,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.851,1,0,7,7,3,1,1004,WORD,"ID",50,matrix,MATRIX,m,0.851,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.018,1,0,8,8,13,1,1014,NW,UN,33,winfer,ROUPET,z,1.018,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.892,1,0,9,9,15,1,1016,NW,UN,50,mushed,WHAISE,z,0.892,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,1.017,0,0,10,10,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,1.017,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.926,1,0,11,11,9,1,1010,NW,"ID",33,fariny,FARINY,z,0.926,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,1.142,0,0,12,12,11,1,1012,NW,"ID",50,rashet,RASHET,z,1.142,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.535,1,0,13,13,10,1,1011,NW,"ID",50,inlade,INLADE,z,1.535,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.154,1,0,14,14,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,1.154,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.062,1,0,15,15,4,1,1005,WORD,UN,33,abound,SQUEAK,m,1.062,,,,,,,,,,,,,,,,,
,space,6.373,0.480555556,-0.127777778,0,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.524,1,,,,,,372,NW,"ID",50,ramily,RAMILY,z,1.524,,,,,,0.480555556,-0.127777778,0,0,0,,0,0,0,311,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.885,1,,,,,,19,WORD,UN,50,breast,PATRON,m,0.885,,,,,,0.480555556,-0.127777778,0,0,0,,0,1,1,198,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.218,1,,,,,,431,NW,UN,33,lunker,CHRUMS,z,1.218,,,,,,0.480555556,-0.127777778,0,0,0,,0,2,2,370,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.934,1,,,,,,257,NW,UN,50,poluth,VENIOD,z,0.934,,,,,,0.480555556,-0.127777778,0,0,0,,0,3,3,436,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.901,1,,,,,,177,WORD,"ID",50,advent,ADVENT,m,0.901,,,,,,0.480555556,-0.127777778,0,0,0,,0,4,4,116,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.783,1,,,,,,67,WORD,"ID",33,policy,POLICY,m,0.783,,,,,,0.480555556,-0.127777778,0,0,0,,0,5,5,6,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.987,1,,,,,,443,NW,UN,33,jaunce,DORSEX,z,0.987,,,,,,0.480555556,-0.127777778,0,0,0,,0,6,6,382,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.029,1,,,,,,9,WORD,UN,50,bridge,HUSTLE,m,1.029,,,,,,0.480555556,-0.127777778,0,0,0,,0,7,7,188,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.852,1,,,,,,442,NW,UN,33,dorsex,ABOUNE,z,0.852,,,,,,0.480555556,-0.127777778,0,0,0,,0,8,8,381,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.924,1,,,,,,228,WORD,UN,33,kidney,MASTER,m,0.924,,,,,,0.480555556,-0.127777778,0,0,0,,0,9,9,167,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.82,1,,,,,,362,NW,"ID",50,tireau,TIREAU,z,0.82,,,,,,0.480555556,-0.127777778,0,0,0,,0,10,10,301,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.747,1,,,,,,352,NW,"ID",33,tringe,TRINGE,z,0.747,,,,,,0.480555556,-0.127777778,0,0,0,,0,11,11,291,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.769,1,,,,,,351,NW,"ID",33,tiesch,TIESCH,z,0.769,,,,,,0.480555556,-0.127777778,0,0,0,,0,12,12,290,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.792,1,,,,,,142,WORD,"ID",50,spruce,SPRUCE,m,0.792,,,,,,0.480555556,-0.127777778,0,0,0,,0,13,13,81,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.818,1,,,,,,451,NW,UN,33,surden,CAINKY,z,0.818,,,,,,0.480555556,-0.127777778,0,0,0,,0,14,14,390,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.812,1,,,,,,27,WORD,UN,50,comedy,SCREAM,m,0.812,,,,,,0.480555556,-0.127777778,0,0,0,,0,15,15,206,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.776,1,,,,,,378,NW,"ID",50,shrile,SHRILE,z,0.776,,,,,,0.480555556,-0.127777778,0,0,0,,0,16,16,317,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.869,1,,,,,,152,WORD,"ID",50,rocket,ROCKET,m,0.869,,,,,,0.480555556,-0.127777778,0,0,0,,0,17,17,91,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.868,1,,,,,,308,NW,"ID",33,psetch,PSETCH,z,0.868,,,,,,0.480555556,-0.127777778,0,0,0,,0,18,18,247,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.869,1,,,,,,65,WORD,"ID",33,symbol,SYMBOL,m,0.869,,,,,,0.480555556,-0.127777778,0,0,0,,0,19,19,4,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.003,1,,,,,,82,WORD,"ID",33,stigma,STIGMA,m,1.003,,,,,,0.480555556,-0.127777778,0,0,0,,0,20,20,21,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.748,1,,,,,,294,NW,UN,50,gleath,INHORT,z,0.748,,,,,,0.480555556,-0.127777778,0,0,0,,0,21,21,473,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.885,1,,,,,,448,NW,UN,33,brunge,SADENT,z,0.885,,,,,,0.480555556,-0.127777778,0,0,0,,0,22,22,387,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.777,0,,,,,,319,NW,"ID",33,zomber,ZOMBER,z,0.777,,,,,,0.480555556,-0.127777778,0,0,0,,0,23,23,258,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.35,1,,,,,,237,WORD,UN,33,glance,POSTER,m,1.35,,,,,,0.480555556,-0.127777778,0,0,0,,0,24,24,176,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.958,1,,,,,,84,WORD,"ID",33,mortal,MORTAL,m,0.958,,,,,,0.480555556,-0.127777778,0,0,0,,0,25,25,23,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.752,1,,,,,,379,NW,"ID",50,auting,AUTING,z,0.752,,,,,,0.480555556,-0.127777778,0,0,0,,0,26,26,318,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.787,1,,,,,,295,NW,UN,50,beinch,GLEATH,z,0.787,,,,,,0.480555556,-0.127777778,0,0,0,,0,27,27,474,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.792,1,,,,,,282,NW,UN,50,veralf,PORLEX,z,0.792,,,,,,0.480555556,-0.127777778,0,0,0,,0,28,28,461,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.825,0,,,,,,66,WORD,"ID",33,gospel,GOSPEL,m,0.825,,,,,,0.480555556,-0.127777778,0,0,0,,0,29,29,5,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.74,1,,,,,,247,NW,UN,50,strole,BLARGE,z,0.74,,,,,,0.480555556,-0.127777778,0,0,0,,0,30,30,426,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.764,1,,,,,,105,WORD,"ID",33,number,NUMBER,m,0.764,,,,,,0.480555556,-0.127777778,0,0,0,,0,31,31,44,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.759,1,,,,,,380,NW,"ID",50,cavory,CAVORY,z,0.759,,,,,,0.480555556,-0.127777778,0,0,0,,0,32,32,319,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.789,1,,,,,,140,WORD,"ID",50,prince,PRINCE,m,0.789,,,,,,0.480555556,-0.127777778,0,0,0,,0,33,33,79,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.961,1,,,,,,240,WORD,UN,33,seldom,FOREST,m,0.961,,,,,,0.480555556,-0.127777778,0,0,0,,0,34,34,179,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.749,1,,,,,,56,WORD,UN,50,change,AMBUSH,m,0.749,,,,,,0.480555556,-0.127777778,0,0,0,,0,35,35,235,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.805,1,,,,,,452,NW,UN,33,bolvis,SURDEN,z,0.805,,,,,,0.480555556,-0.127777778,0,0,0,,0,36,36,391,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.819,0,,,,,,409,NW,"ID",50,elopia,ELOPIA,z,0.819,,,,,,0.480555556,-0.127777778,0,0,0,,0,37,37,348,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.32,1,,,,,,293,NW,UN,50,inhort,SWANCE,z,1.32,,,,,,0.480555556,-0.127777778,0,0,0,,0,38,38,472,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.784,1,,,,,,78,WORD,"ID",33,column,COLUMN,m,0.784,,,,,,0.480555556,-0.127777778,0,0,0,,0,39,39,17,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.812,1,,,,,,349,NW,"ID",33,asylen,ASYLEN,z,0.812,,,,,,0.480555556,-0.127777778,0,0,0,,0,40,40,288,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.852,1,,,,,,366,NW,"ID",50,toshel,TOSHEL,z,0.852,,,,,,0.480555556,-0.127777778,0,0,0,,0,41,41,305,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.885,1,,,,,,274,NW,UN,50,sleirt,FUMBLO,z,0.885,,,,,,0.480555556,-0.127777778,0,0,0,,0,42,42,453,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.768,1,,,,,,286,NW,UN,50,nymbel,RELDON,z,0.768,,,,,,0.480555556,-0.127777778,0,0,0,,0,43,43,465,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.742,1,,,,,,302,NW,"ID",33,miluer,MILUER,z,0.742,,,,,,0.480555556,-0.127777778,0,0,0,,0,44,44,241,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.722,1,,,,,,383,NW,"ID",50,aungre,AUNGRE,z,0.722,,,,,,0.480555556,-0.127777778,0,0,0,,0,45,45,322,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.914,1,,,,,,17,WORD,UN,50,humble,CHARGE,m,0.914,,,,,,0.480555556,-0.127777778,0,0,0,,0,46,46,196,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.702,1,,,,,,480,NW,UN,33,knisma,ROBULY,z,0.702,,,,,,0.480555556,-0.127777778,0,0,0,,0,47,47,419,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.79,1,,,,,,135,WORD,"ID",50,import,IMPORT,m,0.79,,,,,,0.480555556,-0.127777778,0,0,0,,0,48,48,74,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.702,1,,,,,,354,NW,"ID",33,virlex,VIRLEX,z,0.702,,,,,,0.480555556,-0.127777778,0,0,0,,0,49,49,293,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.848,1,,,,,,350,NW,"ID",33,nagurs,NAGURS,z,0.848,,,,,,0.480555556,-0.127777778,0,0,0,,0,50,50,289,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.753,1,,,,,,330,NW,"ID",33,kensom,KENSOM,z,0.753,,,,,,0.480555556,-0.127777778,0,0,0,,0,51,51,269,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.728,1,,,,,,256,NW,UN,50,veniod,INLORS,z,0.728,,,,,,0.480555556,-0.127777778,0,0,0,,0,52,52,435,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.746,1,,,,,,248,NW,UN,50,batrol,STROLE,z,0.746,,,,,,0.480555556,-0.127777778,0,0,0,,0,53,53,427,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.675,1,,,,,,53,WORD,UN,50,ramble,POLICE,m,0.675,,,,,,0.480555556,-0.127777778,0,0,0,,0,54,54,232,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.735,1,,,,,,468,NW,UN,33,padifs,WICTOR,z,0.735,,,,,,0.480555556,-0.127777778,0,0,0,,0,55,55,407,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.681,1,,,,,,127,WORD,"ID",50,castle,CASTLE,m,0.681,,,,,,0.480555556,-0.127777778,0,0,0,,0,56,56,66,1,
,,,,,,,,,,,,,,,,,,5dcf0e94fce60605794da411,2020-08-10_13h09.28.793,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.793,1,,,,,,23,WORD,UN,50,praise,WEALTH,m,0.793,,,,,,0.480555556,-0.127777778,0,0,0,,0,57,57,202,1,
