counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.33643,0,0,8,8,13,1,1014,NW,UN,33,winfer,ROUPET,z,0.33643,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.697015,0,0,9,9,14,1,1015,NW,UN,50,miaber,THRALE,z,0.697015,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.3871,0,0,10,10,2,1,1003,WORD,"ID",50,almond,ALMOND,m,0.3871,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.64594,1,0,11,11,8,1,1009,NW,"ID",33,aslert,ASLERT,z,0.64594,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.679645,1,0,12,12,12,1,1013,NW,UN,33,adveil,SPRINY,z,0.679645,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.567105,1,0,13,13,3,1,1004,WORD,"ID",50,matrix,MATRIX,m,0.567105,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.528655,1,0,14,14,4,1,1005,WORD,UN,33,abound,SQUEAK,m,0.528655,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.47984,1,0,15,15,15,1,1016,NW,UN,50,mushed,WHAISE,z,0.47984,,,,,,,,,,,,,,,,,
,,0.055163742,-0.350881686,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.47984,-1,,,,,,476,NW,"ID",33,josted,JOSTED,z,,,,,,,0.066246927,-0.341813615,0,0,0,,0,0,0,295,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.3568,0,,,,,,212,WORD,"ID",33,verify,VERIFY,m,0.3568,,,,,,0.066246927,-0.341813615,0,0,0,,0,1,1,31,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.68009,1,,,,,,443,NW,"ID",33,dorsex,DORSEX,z,0.68009,,,,,,0.065239309,-0.341813615,0,0,0,,0,2,2,262,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.21445,1,,,,,,450,NW,"ID",33,phrect,PHRECT,z,1.21445,,,,,,0.061209144,-0.349874068,0,0,0,,0,3,3,269,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,1.21445,-1,,,,,,85,WORD,UN,33,rodent,SPRAWL,m,,,,,,,0.061209144,-0.349874068,0,0,0,,0,4,4,144,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.650045,1,,,,,,258,NW,"ID",50,poluth,POLUTH,z,0.650045,,,,,,0.061209144,-0.349874068,0,0,0,,0,5,5,317,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.9134,1,,,,,,395,NW,UN,50,flengy,COLURY,z,0.9134,,,,,,0.061209144,-0.349874068,0,0,0,,0,6,6,454,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.8501,1,,,,,,288,NW,"ID",50,yaceup,YACEUP,z,0.8501,,,,,,0.061209144,-0.349874068,0,0,0,,0,7,7,347,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.8501,-1,,,,,,37,WORD,"ID",50,insult,INSULT,m,,,,,,,0.061209144,-0.349874068,0,0,0,,0,8,8,96,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.061209144,-0.351889181,1,0,0,0.447665,,0.8366,1,,,,,,306,NW,UN,33,kirafe,SOUNGE,z,0.8366,,,,,,0.061209144,-0.351889181,0,0,0,,0,9,9,365,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.000045,1,,,,,,479,NW,"ID",33,lobush,LOBUSH,z,1.000045,,,,,,0.061209144,-0.351889181,0,0,0,,0,10,10,298,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.58332,1,,,,,,414,NW,UN,50,higsta,SERBOL,z,0.58332,,,,,,0.061209144,-0.351889181,0,0,0,,0,11,11,473,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.58332,-1,,,,,,74,WORD,UN,33,trophy,PLAQUE,m,,,,,,,0.061209144,-0.351889181,0,0,0,,0,12,12,133,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.899135,1,,,,,,376,NW,UN,50,veigma,IGUARE,z,0.899135,,,,,,0.061209144,-0.351889181,0,0,0,,0,13,13,435,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.68763,1,,,,,,18,WORD,"ID",50,humble,HUMBLE,m,0.68763,,,,,,0.061209144,-0.351889181,0,0,0,,0,14,14,77,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.06865,1,,,,,,410,NW,UN,50,orchin,TUNORY,z,1.06865,,,,,,0.061209144,-0.351889181,0,0,0,,0,15,15,469,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.502685,1,,,,,,234,WORD,"ID",33,clumsy,CLUMSY,m,0.502685,,,,,,0.061209144,-0.351889181,0,0,0,,0,16,16,53,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.061209144,-0.351889181,1,0,0,0.548195,,0.582905,0,,,,,,409,NW,UN,50,tunory,ELOPIA,z,0.582905,,,,,,0.061209144,-0.351889181,1,0,0,,0,17,17,468,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.4869,1,,,,,,245,NW,"ID",50,anougs,ANOUGS,z,0.4869,,,,,,0.061209144,-0.351889181,0,0,0,,0,18,18,304,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.659635,1,,,,,,89,WORD,UN,33,relish,PERMIT,m,0.659635,,,,,,0.061209144,-0.351889181,0,0,0,,0,19,19,148,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.454805,1,,,,,,309,NW,UN,33,daniet,AMILOY,z,0.454805,,,,,,0.061209144,-0.351889181,0,0,0,,0,20,20,368,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.40423,1,,,,,,100,WORD,UN,33,wrench,CARBON,m,0.40423,,,,,,0.061209144,-0.351889181,0,0,0,,0,21,21,159,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.600945,1,,,,,,169,WORD,UN,50,pounce,GENIUS,m,0.600945,,,,,,0.061209144,-0.351889181,0,0,0,,0,22,22,228,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.552095,1,,,,,,232,WORD,"ID",33,inject,INJECT,m,0.552095,,,,,,0.061209144,-0.351889181,0,0,0,,0,23,23,51,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.548235,1,,,,,,135,WORD,UN,50,bleach,IMPORT,m,0.548235,,,,,,0.060201526,-0.352896738,0,0,0,,0,24,24,194,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.681005,1,,,,,,262,NW,"ID",50,quilew,QUILEW,z,0.681005,,,,,,0.060201526,-0.352896738,0,0,0,,0,25,25,321,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.65541,1,,,,,,300,NW,"ID",50,yarion,YARION,z,0.65541,,,,,,0.060201526,-0.352896738,0,0,0,,0,26,26,359,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.581495,1,,,,,,386,NW,UN,50,gronce,ANCUST,z,0.581495,,,,,,0.060201526,-0.352896738,0,0,0,,0,27,27,445,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.53605,1,,,,,,435,NW,"ID",33,impurb,IMPURB,z,0.53605,,,,,,0.060201526,-0.352896738,0,0,0,,0,28,28,254,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.523205,1,,,,,,339,NW,UN,33,fiatch,FACHOW,z,0.523205,,,,,,0.060201526,-0.352896738,0,0,0,,0,29,29,398,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.558275,1,,,,,,188,WORD,"ID",33,social,SOCIAL,m,0.558275,,,,,,0.060201526,-0.352896738,0,0,0,,0,30,30,7,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.712745,1,,,,,,253,NW,"ID",50,resait,RESAIT,z,0.712745,,,,,,0.060201526,-0.352896738,0,0,0,,0,31,31,312,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.59207,1,,,,,,388,NW,UN,50,witmer,CRAGIN,z,0.59207,,,,,,0.060201526,-0.352896738,0,0,0,,0,32,32,447,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.52214,1,,,,,,50,WORD,"ID",50,snatch,SNATCH,m,0.52214,,,,,,0.060201526,-0.352896738,0,0,0,,0,33,33,109,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.567145,0,,,,,,54,WORD,"ID",50,ramble,RAMBLE,m,0.567145,,,,,,0.060201526,-0.352896738,0,0,0,,0,34,34,113,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.51683,0,,,,,,425,NW,"ID",33,frudge,FRUDGE,z,0.51683,,,,,,0.060201526,-0.352896738,0,0,0,,0,35,35,244,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.0349,0,,,,,,81,WORD,UN,33,stigma,FRIEND,m,0.0349,,,,,,0.060201526,-0.352896738,0,0,0,,0,36,36,140,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.652805,1,,,,,,404,NW,UN,50,flumni,CLUIRM,z,0.652805,,,,,,0.060201526,-0.352896738,0,0,0,,0,37,37,463,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.46825,1,,,,,,199,WORD,"ID",33,invoke,INVOKE,m,0.46825,,,,,,0.060201526,-0.352896738,0,0,0,,0,38,38,18,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.599935,1,,,,,,40,WORD,"ID",50,convey,CONVEY,m,0.599935,,,,,,0.060201526,-0.352896738,0,0,0,,0,39,39,99,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.573875,1,,,,,,393,NW,UN,50,spaqux,GANOUS,z,0.573875,,,,,,0.060201526,-0.352896738,0,0,0,,0,40,40,452,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.71512,1,,,,,,407,NW,UN,50,hurnia,SUIVER,z,0.71512,,,,,,0.060201526,-0.352896738,0,0,0,,0,41,41,466,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.66633,1,,,,,,381,NW,UN,50,sarley,HUNIEK,z,0.66633,,,,,,0.060201526,-0.352896738,0,0,0,,0,42,42,440,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.5733,1,,,,,,268,NW,"ID",50,packes,PACKES,z,0.5733,,,,,,0.060201526,-0.352896738,0,0,0,,0,43,43,327,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.654715,0,,,,,,222,WORD,"ID",33,hinder,HINDER,m,0.654715,,,,,,0.060201526,-0.352896738,0,0,0,,0,44,44,41,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.66943,1,,,,,,340,NW,UN,33,myrtie,FIATCH,z,0.66943,,,,,,0.060201526,-0.352896738,0,0,0,,0,45,45,399,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.899605,0,,,,,,345,NW,UN,33,saudic,ABSEND,z,0.899605,,,,,,0.060201526,-0.352896738,0,0,0,,0,46,46,404,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.54734,1,,,,,,417,NW,UN,50,suidle,EAROUD,z,0.54734,,,,,,0.060201526,-0.352896738,0,0,0,,0,47,47,476,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.63839,1,,,,,,295,NW,"ID",50,gleath,GLEATH,z,0.63839,,,,,,0.060201526,-0.352896738,0,0,0,,0,48,48,354,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.553475,1,,,,,,126,WORD,UN,50,castle,ENOUGH,m,0.553475,,,,,,0.060201526,-0.352896738,0,0,0,,0,49,49,185,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.554115,1,,,,,,67,WORD,UN,33,fumble,POLICY,m,0.554115,,,,,,0.060201526,-0.352896738,0,0,0,,0,50,50,126,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.493,1,,,,,,191,WORD,"ID",33,stable,STABLE,m,0.493,,,,,,0.060201526,-0.352896738,0,0,0,,0,51,51,10,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.54902,1,,,,,,138,WORD,UN,50,debris,MELODY,m,0.54902,,,,,,0.060201526,-0.352896738,0,0,0,,0,52,52,197,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.532195,0,,,,,,319,NW,UN,33,jockal,ZOMBER,z,0.532195,,,,,,0.060201526,-0.352896738,0,0,0,,0,53,53,378,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.64949,1,,,,,,322,NW,UN,33,rosail,SLANCH,z,0.64949,,,,,,0.060201526,-0.352896738,0,0,0,,0,54,54,381,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.698525,1,,,,,,45,WORD,"ID",50,clergy,CLERGY,m,0.698525,,,,,,0.060201526,-0.352896738,0,0,0,,0,55,55,104,1,
,,,,,,,,,,,,,,,,,,5ca8f085685e370018b704b2,2020-08-10_18h12.28.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.701295,0,,,,,,111,WORD,UN,33,breath,INDUCE,m,0.701295,,,,,,0.060201526,-0.352896738,0,0,0,,0,56,56,170,1,
