counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.74959,1,0,6,6,12,1,1013,NW,UN,33,adveil,SPRINY,z,0.74959,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.79387,1,0,7,7,15,1,1016,NW,UN,50,mushed,WHAISE,z,0.79387,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.532735,1,0,8,8,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,0.532735,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.506835,1,0,9,9,7,1,1008,WORD,UN,50,hurdle,VOLUME,m,0.506835,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.62831,1,0,10,10,13,1,1014,NW,UN,33,winfer,ROUPET,z,0.62831,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.307305,1,0,11,11,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,1.307305,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.73651,1,0,12,12,2,1,1003,WORD,"ID",50,almond,ALMOND,m,0.73651,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.70385,1,0,13,13,14,1,1015,NW,UN,50,miaber,THRALE,z,0.70385,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.61757,1,0,14,14,3,1,1004,WORD,"ID",50,matrix,MATRIX,m,0.61757,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.838585,0,0,15,15,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,0.838585,,,,,,,,,,,,,,,,,,
,,,0.061197917,-0.4140625,1,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,instr_done_button,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.262945,1,,,,,,137,WORD,UN,33,melody,FINGER,m,1.262945,,,,,,,0.061197917,-0.4140625,0,0,0,,0,0,0,136,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.999775,1,,,,,,467,NW,UN,50,wictor,GORBIE,z,0.999775,,,,,,,0.061197917,-0.4140625,0,0,0,,0,1,1,466,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.747845,1,,,,,,302,NW,"ID",50,miluer,MILUER,z,0.747845,,,,,,,0.061197917,-0.4140625,0,0,0,,0,2,2,301,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.79241,1,,,,,,278,NW,"ID",33,unighs,UNIGHS,z,0.79241,,,,,,,0.061197917,-0.4140625,0,0,0,,0,3,3,277,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.743855,1,,,,,,376,NW,UN,33,sliant,IGUARE,z,0.743855,,,,,,,0.061197917,-0.4140625,0,0,0,,0,4,4,375,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.466145,1,,,,,,245,NW,"ID",33,anougs,ANOUGS,z,1.466145,,,,,,,0.061197917,-0.4140625,0,0,0,,0,5,5,244,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.492505,1,,,,,,110,WORD,"ID",50,polite,POLITE,m,0.492505,,,,,,,0.061197917,-0.4140625,0,0,0,,0,6,6,109,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.41347,1,,,,,,63,WORD,"ID",50,launch,LAUNCH,m,0.41347,,,,,,,0.061197917,-0.4140625,0,0,0,,0,7,7,62,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.57705,1,,,,,,464,NW,UN,50,whivex,CHAITE,z,0.57705,,,,,,,0.061197917,-0.4140625,0,0,0,,0,8,8,463,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.95554,1,,,,,,260,NW,"ID",33,unject,UNJECT,z,0.95554,,,,,,,0.061197917,-0.4140625,0,0,0,,0,9,9,259,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.769565,1,,,,,,3,WORD,"ID",33,knight,KNIGHT,m,0.769565,,,,,,,0.061197917,-0.4140625,0,0,0,,0,10,10,2,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.53021,1,,,,,,203,WORD,UN,50,burden,PHRASE,m,0.53021,,,,,,,0.061197917,-0.4140625,0,0,0,,0,11,11,202,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.48289,1,,,,,,68,WORD,"ID",50,fumble,FUMBLE,m,0.48289,,,,,,,0.061197917,-0.4140625,0,0,0,,0,12,12,67,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.46569,1,,,,,,202,WORD,UN,50,phrase,FACTOR,m,0.46569,,,,,,,0.061197917,-0.4140625,0,0,0,,0,13,13,201,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.643235,1,,,,,,398,NW,UN,33,fouret,BLUNDE,z,0.643235,,,,,,,0.061197917,-0.4140625,0,0,0,,0,14,14,397,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.62697,1,,,,,,434,NW,UN,50,impurb,PITROM,z,0.62697,,,,,,,0.061197917,-0.4140625,0,0,0,,0,15,15,433,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.63187,1,,,,,,329,NW,"ID",50,yarike,YARIKE,z,0.63187,,,,,,,0.061197917,-0.4140625,0,0,0,,0,16,16,328,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.901075,1,,,,,,378,NW,UN,33,auting,SHRILE,z,0.901075,,,,,,,0.061197917,-0.4140625,0,0,0,,0,17,17,377,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.9182,1,,,,,,427,NW,UN,50,tandly,SCHIND,z,0.9182,,,,,,,0.061197917,-0.4140625,0,0,0,,0,18,18,426,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.46316,1,,,,,,28,WORD,"ID",33,comedy,COMEDY,m,1.46316,,,,,,,0.061197917,-0.4140625,0,0,0,,0,19,19,27,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.55922,1,,,,,,150,WORD,UN,33,mystic,RANDOM,m,0.55922,,,,,,,0.061197917,-0.4140625,0,0,0,,0,20,20,149,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.676705,1,,,,,,364,NW,UN,33,guairt,IMPOTE,z,0.676705,,,,,,,0.061197917,-0.4140625,0,0,0,,0,21,21,363,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.699515,0,,,,,,300,NW,"ID",33,yarion,YARION,z,0.699515,,,,,,,0.061197917,-0.4140625,0,0,0,,0,22,22,299,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.4921,1,,,,,,445,NW,UN,50,runamo,MINKEL,z,1.4921,,,,,,,0.061197917,-0.4140625,0,0,0,,0,23,23,444,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.63934,1,,,,,,439,NW,UN,50,saride,LIMPOR,z,0.63934,,,,,,,0.061197917,-0.4140625,0,0,0,,0,24,24,438,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.67057,1,,,,,,210,WORD,UN,50,infect,MONKEY,m,0.67057,,,,,,,0.061197917,-0.4140625,0,0,0,,0,25,25,209,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.56372,1,,,,,,400,NW,UN,33,mustil,WEAROX,z,0.56372,,,,,,,0.061197917,-0.4140625,0,0,0,,0,26,26,399,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.55046,1,,,,,,358,NW,"ID",50,fleack,FLEACK,z,0.55046,,,,,,,0.061197917,-0.4140625,0,0,0,,0,27,27,357,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.58474,1,,,,,,82,WORD,"ID",50,stigma,STIGMA,m,0.58474,,,,,,,0.061197917,-0.4140625,0,0,0,,0,28,28,81,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.554775,1,,,,,,261,NW,"ID",33,stunch,STUNCH,z,0.554775,,,,,,,0.061197917,-0.4140625,0,0,0,,0,29,29,260,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.601025,1,,,,,,283,NW,"ID",33,veralf,VERALF,z,0.601025,,,,,,,0.061197917,-0.4140625,0,0,0,,0,30,30,282,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.683105,1,,,,,,274,NW,"ID",33,fumblo,FUMBLO,z,0.683105,,,,,,,0.061197917,-0.4140625,0,0,0,,0,31,31,273,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.72934,1,,,,,,114,WORD,"ID",50,placid,PLACID,m,0.72934,,,,,,,0.061197917,-0.4140625,0,0,0,,0,32,32,113,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.59811,1,,,,,,61,WORD,"ID",50,ponder,PONDER,m,0.59811,,,,,,,0.061197917,-0.4140625,0,0,0,,0,33,33,60,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.502765,1,,,,,,356,NW,"ID",50,othnis,OTHNIS,z,0.502765,,,,,,,0.061197917,-0.4140625,0,0,0,,0,34,34,355,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.41529,1,,,,,,382,NW,UN,33,aungre,SARLEY,z,1.41529,,,,,,,0.061197917,-0.4140625,0,0,0,,0,35,35,381,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.242645,1,,,,,,394,NW,UN,33,colury,SPAQUX,z,1.242645,,,,,,,0.061197917,-0.4140625,0,0,0,,0,36,36,393,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.59202,1,,,,,,159,WORD,UN,33,violet,DETAIL,m,0.59202,,,,,,,0.061197917,-0.4140625,0,0,0,,0,37,37,158,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.632355,1,,,,,,174,WORD,UN,33,fabric,TURKEY,m,0.632355,,,,,,,0.061197917,-0.4140625,0,0,0,,0,38,38,173,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.59727,1,,,,,,10,WORD,"ID",33,ethnic,ETHNIC,m,0.59727,,,,,,,0.061197917,-0.4140625,0,0,0,,0,39,39,9,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.41096,1,,,,,,397,NW,UN,33,blunde,CAMBLE,z,1.41096,,,,,,,0.061197917,-0.4140625,0,0,0,,0,40,40,396,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.93767,1,,,,,,254,NW,"ID",33,varosh,VAROSH,z,0.93767,,,,,,,0.061197917,-0.4140625,0,0,0,,0,41,41,253,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.789505,1,,,,,,164,WORD,UN,33,invest,MARKET,m,0.789505,,,,,,,0.061197917,-0.4140625,0,0,0,,0,42,42,163,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.789505,-1,,,,,,218,WORD,UN,50,bucket,SHRINK,m,,,,,,,,0.061197917,-0.4140625,0,0,0,,0,43,43,217,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.636145,1,,,,,,341,NW,"ID",50,myrtie,MYRTIE,z,0.636145,,,,,,,0.061197917,-0.4140625,0,0,0,,0,44,44,340,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.598355,1,,,,,,436,NW,UN,50,snapel,FRUTAN,z,0.598355,,,,,,,0.061197917,-0.4140625,0,0,0,,0,45,45,435,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.65078,0,,,,,,183,WORD,UN,50,sleazy,MILDEW,m,0.65078,,,,,,,0.061197917,-0.4140625,0,0,0,,0,46,46,182,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.583285,1,,,,,,375,NW,UN,33,iguare,YORQUE,z,0.583285,,,,,,,0.061197917,-0.4140625,0,0,0,,0,47,47,374,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.608125,0,,,,,,285,NW,"ID",33,prudge,PRUDGE,z,0.608125,,,,,,,0.061197917,-0.4140625,0,0,0,,0,48,48,284,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.555925,0,,,,,,433,NW,UN,50,pitrom,DRANCE,z,0.555925,,,,,,,0.061197917,-0.4140625,0,0,0,,0,49,49,432,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.730585,1,,,,,,476,NW,UN,50,photie,JOSTED,z,0.730585,,,,,,,0.061197917,-0.4140625,0,0,0,,0,50,50,475,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.74118,1,,,,,,276,NW,"ID",33,yarmon,YARMON,z,0.74118,,,,,,,0.061197917,-0.4140625,0,0,0,,0,51,51,275,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.41813,1,,,,,,143,WORD,UN,33,sponge,REASON,m,0.41813,,,,,,,0.061197917,-0.4140625,0,0,0,,0,52,52,142,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.56814,1,,,,,,117,WORD,"ID",50,branch,BRANCH,m,0.56814,,,,,,,0.061197917,-0.4140625,0,0,0,,0,53,53,116,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.57236,1,,,,,,428,NW,UN,50,chrums,TANDLY,z,0.57236,,,,,,,0.061197917,-0.4140625,0,0,0,,0,54,54,427,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.7682,1,,,,,,227,WORD,UN,50,master,SELDOM,m,0.7682,,,,,,,0.061197917,-0.4140625,0,0,0,,0,55,55,226,1,
