counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.685435,,,,,,,,0.685435,1,0,6,6,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.6358,,,,,,,,0.6358,1,0,7,7,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,1.23468,,,,,,,,1.23468,1,0,8,8,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.686825,,,,,,,,0.686825,1,0,9,9,10,1,1011,NW,"ID",50,inlade,INLADE,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.63347,,,,,,,,0.63347,1,0,10,10,14,1,1015,NW,UN,50,miaber,THRALE,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.542565,,,,,,,,0.542565,1,0,11,11,7,1,1008,WORD,UN,50,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.69878,,,,,,,,0.69878,1,0,12,12,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,1.324595,,,,,,,,1.324595,1,0,13,13,2,1,1003,WORD,"ID",50,almond,ALMOND,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.800685,,,,,,,,0.800685,1,0,14,14,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.58555,,,,,,,,0.58555,1,0,15,15,11,1,1012,NW,"ID",50,rashet,RASHET,z,,,,,,,,,,,,,,,,,
,,0.008333333,-0.410185185,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,1.175335,,,,,,,,1.175335,1,,,,,,187,WORD,UN,50,social,COURSE,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,0,0,186,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,1.917835,,,,,,,,1.917835,1,,,,,,311,NW,"ID",50,sproly,SPROLY,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,1,1,310,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.662925,,,,,,,,0.662925,1,,,,,,149,WORD,UN,33,random,INVADE,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,2,2,148,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.592715,,,,,,,,0.592715,1,,,,,,350,NW,"ID",50,nagurs,NAGURS,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,3,3,349,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.553875,,,,,,,,0.553875,1,,,,,,238,WORD,UN,50,grumpy,FLOWER,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,4,4,237,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.55342,,,,,,,,0.55342,1,,,,,,399,NW,UN,33,wearox,FOURET,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,5,5,398,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.68036,,,,,,,,0.68036,1,,,,,,22,WORD,"ID",33,jockey,JOCKEY,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,6,6,21,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.66941,,,,,,,,0.66941,1,,,,,,442,NW,UN,50,dorsex,ABOUNE,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,7,7,441,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.6494,,,,,,,,0.6494,1,,,,,,359,NW,"ID",50,fonver,FONVER,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,8,8,358,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.548995,,,,,,,,0.548995,1,,,,,,254,NW,"ID",33,varosh,VAROSH,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,9,9,253,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.684435,,,,,,,,0.684435,1,,,,,,338,NW,"ID",50,wreash,WREASH,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,10,10,337,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.585145,,,,,,,,0.585145,1,,,,,,26,WORD,"ID",33,sprint,SPRINT,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,11,11,25,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.58317,,,,,,,,0.58317,1,,,,,,188,WORD,UN,50,censor,SOCIAL,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,12,12,187,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.507215,,,,,,,,0.507215,1,,,,,,436,NW,UN,50,snapel,FRUTAN,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,13,13,435,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.59584,,,,,,,,0.59584,1,,,,,,232,WORD,UN,50,nature,INJECT,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,14,14,231,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.53028,,,,,,,,0.53028,1,,,,,,397,NW,UN,33,blunde,CAMBLE,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,15,15,396,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.58201,,,,,,,,0.58201,1,,,,,,441,NW,UN,50,aboune,RASTOE,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,16,16,440,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.55544,,,,,,,,0.55544,1,,,,,,255,NW,"ID",33,apight,APIGHT,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,17,17,254,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.532015,,,,,,,,0.532015,1,,,,,,76,WORD,"ID",50,exotic,EXOTIC,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,18,18,75,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.70384,,,,,,,,0.70384,1,,,,,,54,WORD,"ID",33,ramble,RAMBLE,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,19,19,53,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.539675,,,,,,,,0.539675,1,,,,,,89,WORD,"ID",50,permit,PERMIT,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,20,20,88,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.56166,,,,,,,,0.56166,1,,,,,,280,NW,"ID",33,curbol,CURBOL,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,21,21,279,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.56642,,,,,,,,0.56642,1,,,,,,49,WORD,"ID",33,survey,SURVEY,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,22,22,48,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.541125,,,,,,,,0.541125,1,,,,,,265,NW,"ID",33,distar,DISTAR,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,23,23,264,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.49164,,,,,,,,0.49164,1,,,,,,97,WORD,"ID",50,client,CLIENT,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,24,24,96,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.54293,,,,,,,,0.54293,1,,,,,,200,WORD,UN,50,admire,BEACON,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,25,25,199,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.78867,,,,,,,,0.78867,1,,,,,,402,NW,UN,33,bruats,SYNTIC,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,26,26,401,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.662305,,,,,,,,0.662305,1,,,,,,288,NW,"ID",33,yaceup,YACEUP,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,27,27,287,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.610795,,,,,,,,0.610795,1,,,,,,379,NW,UN,33,cavory,AUTING,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,28,28,378,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.609505,,,,,,,,0.609505,1,,,,,,186,WORD,UN,50,course,PORTAL,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,29,29,185,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.58543,,,,,,,,0.58543,1,,,,,,464,NW,UN,50,whivex,CHAITE,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,30,30,463,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.566525,,,,,,,,0.566525,1,,,,,,471,NW,UN,50,cigney,NOBEST,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,31,31,470,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.6668,,,,,,,,0.6668,1,,,,,,201,WORD,UN,50,factor,ADMIRE,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,32,32,200,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.62678,,,,,,,,0.62678,1,,,,,,380,NW,UN,33,huniek,CAVORY,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,33,33,379,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.545695,,,,,,,,0.545695,1,,,,,,79,WORD,"ID",50,theory,THEORY,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,34,34,78,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,0,0.4895,,,,,,,,0.4895,0,,,,,,226,WORD,UN,50,flower,CASINO,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,35,35,225,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.530365,,,,,,,,0.530365,1,,,,,,153,WORD,UN,33,author,BEHOLD,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,36,36,152,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.448085,,,,,,,,0.448085,1,,,,,,428,NW,UN,50,chrums,TANDLY,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,37,37,427,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.62904,,,,,,,,0.62904,1,,,,,,432,NW,UN,50,drance,LUNKER,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,38,38,431,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.563895,,,,,,,,0.563895,1,,,,,,144,WORD,UN,33,parish,SPONGE,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,39,39,143,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.65576,,,,,,,,0.65576,1,,,,,,110,WORD,"ID",50,polite,POLITE,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,40,40,109,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.573925,,,,,,,,0.573925,1,,,,,,119,WORD,"ID",50,spider,SPIDER,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,41,41,118,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.5705,,,,,,,,0.5705,1,,,,,,24,WORD,"ID",33,praise,PRAISE,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,42,42,23,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.585155,,,,,,,,0.585155,1,,,,,,353,NW,"ID",50,clurey,CLUREY,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,43,43,352,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.58953,,,,,,,,0.58953,1,,,,,,308,NW,"ID",50,psetch,PSETCH,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,44,44,307,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.588435,,,,,,,,0.588435,1,,,,,,223,WORD,UN,50,period,KIDNEY,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,45,45,222,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.56781,,,,,,,,0.56781,1,,,,,,75,WORD,"ID",50,trophy,TROPHY,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,46,46,74,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.702035,,,,,,,,0.702035,1,,,,,,262,NW,"ID",33,quilew,QUILEW,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,47,47,261,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.80413,,,,,,,,0.80413,1,,,,,,376,NW,UN,33,sliant,IGUARE,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,48,48,375,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.64557,,,,,,,,0.64557,1,,,,,,154,WORD,UN,33,lizard,AUTHOR,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,49,49,153,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.67733,,,,,,,,0.67733,1,,,,,,50,WORD,"ID",33,snatch,SNATCH,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,50,50,49,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.709225,,,,,,,,0.709225,1,,,,,,212,WORD,UN,50,squeal,VERIFY,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,51,51,211,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.76691,,,,,,,,0.76691,1,,,,,,374,NW,UN,33,yorque,SLIANT,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,52,52,373,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.60831,,,,,,,,0.60831,1,,,,,,204,WORD,UN,50,lounge,BURDEN,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,53,53,203,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.576455,,,,,,,,0.576455,1,,,,,,65,WORD,"ID",50,symbol,SYMBOL,m,,,,,,0.008333333,-0.402777778,0,0,0,,0,54,54,64,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.57211,,,,,,,,0.57211,1,,,,,,302,NW,"ID",50,miluer,MILUER,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,55,55,301,1,
,,,,,,,,,,,,,,,,,,5e94627fbd18cc000995584c,2020-08-10_11h24.23.384,lexical_decision_task_MP,2020.1.3,Win32,60,,m,0,0.653795,,,,,,,,0.653795,0,,,,,,383,NW,UN,33,guesco,AUNGRE,z,,,,,,0.008333333,-0.402777778,0,0,0,,0,56,56,382,1,
