counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_keyboard.rt,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.56641,,,,,,,,0.56641,1,0,6,6,10,1,1011,NW,"ID",50,inlade,INLADE,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.653885,,,,,,,,0.653885,1,0,7,7,6,1,1007,WORD,UN,50,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.6219,,,,,,,,0.6219,1,0,8,8,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.5528,,,,,,,,0.5528,1,0,9,9,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.641995,,,,,,,,0.641995,1,0,10,10,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.720515,,,,,,,,0.720515,1,0,11,11,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.55487,,,,,,,,0.55487,1,0,12,12,14,1,1015,NW,UN,50,miaber,THRALE,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.50532,,,,,,,,0.50532,1,0,13,13,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.588775,,,,,,,,0.588775,1,0,14,14,15,1,1016,NW,UN,50,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.760685,,,,,,,,0.760685,1,0,15,15,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,
,space,7.092635,0.107958984,-0.298310547,0,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.71665,,,,,,,,0.71665,1,,,,,,385,NW,UN,33,ancust,VEIGMA,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,0,0,384,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.636195,,,,,,,,0.636195,1,,,,,,276,NW,"ID",33,yarmon,YARMON,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,1,1,275,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.489795,,,,,,,,0.489795,1,,,,,,22,WORD,"ID",33,jockey,JOCKEY,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,2,2,21,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.600615,,,,,,,,0.600615,1,,,,,,171,WORD,UN,33,patrol,DEPART,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,3,3,170,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.58257,,,,,,,,0.58257,1,,,,,,237,WORD,UN,50,seldom,POSTER,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,4,4,236,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.616945,,,,,,,,0.616945,1,,,,,,268,NW,"ID",33,packes,PACKES,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,5,5,267,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.56679,,,,,,,,0.56679,1,,,,,,224,WORD,UN,50,vulgar,PERIOD,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,6,6,223,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.502575,,,,,,,,0.502575,1,,,,,,25,WORD,"ID",33,domain,DOMAIN,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,7,7,24,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,0,0.51105,,,,,,,,0.51105,0,,,,,,85,WORD,"ID",50,sprawl,SPRAWL,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,8,8,84,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.552775,,,,,,,,0.552775,1,,,,,,216,WORD,UN,50,liquor,BEHALF,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,9,9,215,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,0,0.533875,,,,,,,,0.533875,0,,,,,,409,NW,UN,33,tunory,ELOPIA,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,10,10,408,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,0,0.545485,,,,,,,,0.545485,0,,,,,,350,NW,"ID",50,nagurs,NAGURS,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,11,11,349,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.60833,,,,,,,,0.60833,1,,,,,,15,WORD,"ID",33,amount,AMOUNT,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,12,12,14,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.831,,,,,,,,0.831,1,,,,,,104,WORD,"ID",50,studio,STUDIO,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,13,13,103,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.73098,,,,,,,,0.73098,1,,,,,,303,NW,"ID",50,fiream,FIREAM,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,14,14,302,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.56855,,,,,,,,0.56855,1,,,,,,173,WORD,UN,33,turkey,SHOWER,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,15,15,172,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.632595,,,,,,,,0.632595,1,,,,,,253,NW,"ID",33,resait,RESAIT,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,16,16,252,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.683905,,,,,,,,0.683905,1,,,,,,297,NW,"ID",33,fertic,FERTIC,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,17,17,296,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.58361,,,,,,,,0.58361,1,,,,,,96,WORD,"ID",50,ignore,IGNORE,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,18,18,95,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.65479,,,,,,,,0.65479,1,,,,,,358,NW,"ID",50,fleack,FLEACK,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,19,19,357,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.602935,,,,,,,,0.602935,1,,,,,,242,NW,"ID",33,unwert,UNWERT,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,20,20,241,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.58735,,,,,,,,0.58735,1,,,,,,327,NW,"ID",50,plenac,PLENAC,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,21,21,326,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.60991,,,,,,,,0.60991,1,,,,,,344,NW,"ID",50,scrily,SCRILY,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,22,22,343,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.66523,,,,,,,,0.66523,1,,,,,,364,NW,UN,33,guairt,IMPOTE,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,23,23,363,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.628925,,,,,,,,0.628925,1,,,,,,244,NW,"ID",33,eatric,EATRIC,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,24,24,243,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.60573,,,,,,,,0.60573,1,,,,,,477,NW,UN,50,acrise,PHOTIE,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,25,25,476,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.592205,,,,,,,,0.592205,1,,,,,,424,NW,UN,50,urivel,PRAILE,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,26,26,423,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.56138,,,,,,,,0.56138,1,,,,,,316,NW,"ID",50,scregm,SCREGM,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,27,27,315,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.556225,,,,,,,,0.556225,1,,,,,,14,WORD,"ID",33,almost,ALMOST,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,28,28,13,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.4986,,,,,,,,0.4986,1,,,,,,210,WORD,UN,50,infect,MONKEY,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,29,29,209,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.65257,,,,,,,,0.65257,1,,,,,,332,NW,"ID",50,vangue,VANGUE,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,30,30,331,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.603585,,,,,,,,0.603585,1,,,,,,222,WORD,UN,50,casino,HINDER,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,31,31,221,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.81756,,,,,,,,0.81756,1,,,,,,425,NW,UN,50,schind,FRUDGE,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,32,32,424,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.837795,,,,,,,,0.837795,1,,,,,,321,NW,"ID",50,miator,MIATOR,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,33,33,320,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.853815,,,,,,,,0.853815,1,,,,,,213,WORD,UN,50,intake,SQUEAL,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,34,34,212,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.72141,,,,,,,,0.72141,1,,,,,,463,NW,UN,50,bafent,KISPEL,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,35,35,462,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.95319,,,,,,,,0.95319,1,,,,,,42,WORD,"ID",33,chapel,CHAPEL,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,36,36,41,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.75078,,,,,,,,0.75078,1,,,,,,257,NW,"ID",33,veniod,VENIOD,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,37,37,256,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.70255,,,,,,,,0.70255,1,,,,,,329,NW,"ID",50,yarike,YARIKE,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,38,38,328,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.696715,,,,,,,,0.696715,1,,,,,,279,NW,"ID",33,celond,CELOND,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,39,39,278,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,0,0.67418,,,,,,,,0.67418,0,,,,,,176,WORD,UN,33,advent,STRIFE,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,40,40,175,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.92298,,,,,,,,0.92298,1,,,,,,320,NW,"ID",50,jockal,JOCKAL,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,41,41,319,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.85812,,,,,,,,0.85812,1,,,,,,403,NW,UN,33,cluirm,BRUATS,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,42,42,402,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,1.232015,,,,,,,,1.232015,1,,,,,,411,NW,UN,33,jiluer,ORCHIN,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,43,43,410,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.737845,,,,,,,,0.737845,1,,,,,,200,WORD,UN,50,admire,BEACON,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,44,44,199,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.878635,,,,,,,,0.878635,1,,,,,,447,NW,UN,50,sadent,GIRCUE,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,45,45,446,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.7202,,,,,,,,0.7202,1,,,,,,343,NW,"ID",50,aimosy,AIMOSY,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,46,46,342,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.89922,,,,,,,,0.89922,1,,,,,,376,NW,UN,33,sliant,IGUARE,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,47,47,375,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.893395,,,,,,,,0.893395,1,,,,,,429,NW,UN,50,caroey,FUNTLE,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,48,48,428,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.90125,,,,,,,,0.90125,1,,,,,,393,NW,UN,33,spaqux,GANOUS,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,49,49,392,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,z,1,0.853015,,,,,,,,0.853015,1,,,,,,380,NW,UN,33,huniek,CAVORY,z,,,,,,0.107958984,-0.298310547,0,0,0,,0,50,50,379,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.827915,,,,,,,,0.827915,1,,,,,,196,WORD,UN,50,stream,CREDIT,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,51,51,195,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.69664,,,,,,,,0.69664,1,,,,,,129,WORD,UN,33,stupid,MARVEL,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,52,52,128,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,0.699205,,,,,,,,0.699205,1,,,,,,46,WORD,"ID",33,single,SINGLE,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,53,53,45,1,,
,,,,,,,,,,,,,,,,,,5d544ce3be713b0001841f1e,2020-08-10_19h02.50.559,lexical_decision_task_MP,2020.1.3,MacIntel,60,m,1,1.39197,,,,,,,,1.39197,1,,,,,,139,WORD,UN,33,prince,DEBRIS,m,,,,,,0.107958984,-0.298310547,0,0,0,,0,54,54,138,1,,
