counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_keyboard.rt,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.918,,,,,,,,0.918,1,0,6,6,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.771,,,,,,,,0.771,1,0,7,7,10,1,1011,NW,"ID",50,inlade,INLADE,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.721,,,,,,,,0.721,1,0,8,8,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.844,,,,,,,,0.844,1,0,9,9,15,1,1016,NW,UN,50,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.762,,,,,,,,0.762,1,0,10,10,3,1,1004,WORD,"ID",50,matrix,MATRIX,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.628,,,,,,,,0.628,1,0,11,11,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.666,,,,,,,,0.666,1,0,12,12,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.559,,,,,,,,0.559,1,0,13,13,2,1,1003,WORD,"ID",50,almond,ALMOND,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.522,,,,,,,,0.522,1,0,14,14,6,1,1007,WORD,UN,50,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.826,,,,,,,,0.826,0,0,15,15,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,
,space,13.141,0.579427083,-0.046875,0,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.587,,,,,,,,0.587,1,,,,,,175,WORD,"ID",50,fabric,FABRIC,m,,,,,,0.509114583,0.029947917,0,0,0,,0,0,0,114,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.547,,,,,,,,0.547,1,,,,,,90,WORD,"ID",33,relish,RELISH,m,,,,,,0.509114583,0.029947917,0,0,0,,0,1,1,29,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.585,,,,,,,,0.585,1,,,,,,88,WORD,"ID",33,hunger,HUNGER,m,,,,,,0.509114583,0.029947917,0,0,0,,0,2,2,27,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.6,,,,,,,,0.6,1,,,,,,272,NW,UN,50,sortel,DAMILT,z,,,,,,0.509114583,0.029947917,0,0,0,,0,3,3,451,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.663,,,,,,,,0.663,1,,,,,,294,NW,UN,50,gleath,INHORT,z,,,,,,0.509114583,0.029947917,0,0,0,,0,4,4,473,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.623,,,,,,,,0.623,1,,,,,,254,NW,UN,50,apight,VAROSH,z,,,,,,0.509114583,0.029947917,0,0,0,,0,5,5,433,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.679,,,,,,,,0.679,1,,,,,,420,NW,"ID",50,gushop,GUSHOP,z,,,,,,0.509114583,0.029947917,0,0,0,,0,6,6,359,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.642,,,,,,,,0.642,1,,,,,,267,NW,UN,50,packes,PASINK,z,,,,,,0.509114583,0.029947917,0,0,0,,0,7,7,446,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.554,,,,,,,,0.554,1,,,,,,68,WORD,"ID",33,fumble,FUMBLE,m,,,,,,0.509114583,0.029947917,0,0,0,,0,8,8,7,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.593,,,,,,,,0.593,1,,,,,,474,NW,UN,33,acrise,HABLIN,z,,,,,,0.509114583,0.029947917,0,0,0,,0,9,9,413,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.618,,,,,,,,0.618,0,,,,,,455,NW,UN,33,broget,TONDLE,z,,,,,,0.509114583,0.029947917,0,0,0,,0,10,10,394,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.545,,,,,,,,0.545,1,,,,,,110,WORD,"ID",33,polite,POLITE,m,,,,,,0.509114583,0.029947917,0,0,0,,0,11,11,49,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.603,,,,,,,,0.603,1,,,,,,203,WORD,UN,33,burden,PHRASE,m,,,,,,0.509114583,0.029947917,0,0,0,,0,12,12,142,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.477,,,,,,,,0.477,1,,,,,,411,NW,"ID",50,orchin,ORCHIN,z,,,,,,0.509114583,0.029947917,0,0,0,,0,13,13,350,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.571,,,,,,,,0.571,1,,,,,,201,WORD,UN,33,factor,ADMIRE,m,,,,,,0.509114583,0.029947917,0,0,0,,0,14,14,140,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.574,,,,,,,,0.574,1,,,,,,56,WORD,UN,50,change,AMBUSH,m,,,,,,0.509114583,0.029947917,0,0,0,,0,15,15,235,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.569,,,,,,,,0.569,1,,,,,,185,WORD,UN,33,portal,BOTHER,m,,,,,,0.509114583,0.029947917,0,0,0,,0,16,16,124,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.555,,,,,,,,0.555,1,,,,,,65,WORD,"ID",33,symbol,SYMBOL,m,,,,,,0.509114583,0.029947917,0,0,0,,0,17,17,4,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.541,,,,,,,,0.541,1,,,,,,134,WORD,"ID",50,staple,STAPLE,m,,,,,,0.509114583,0.029947917,0,0,0,,0,18,18,73,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.475,,,,,,,,0.475,1,,,,,,229,WORD,UN,33,fringe,MOTHER,m,,,,,,0.509114583,0.029947917,0,0,0,,0,19,19,168,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.604,,,,,,,,0.604,1,,,,,,258,NW,UN,50,soudal,POLUTH,z,,,,,,0.509114583,0.029947917,0,0,0,,0,20,20,437,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.572,,,,,,,,0.572,1,,,,,,100,WORD,"ID",33,carbon,CARBON,m,,,,,,0.509114583,0.029947917,0,0,0,,0,21,21,39,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.57,,,,,,,,0.57,1,,,,,,371,NW,"ID",50,geiloy,GEILOY,z,,,,,,0.509114583,0.029947917,0,0,0,,0,22,22,310,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.574,,,,,,,,0.574,1,,,,,,120,WORD,"ID",33,strain,STRAIN,m,,,,,,0.509114583,0.029947917,0,0,0,,0,23,23,59,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.513,,,,,,,,0.513,1,,,,,,226,WORD,UN,33,flower,CASINO,m,,,,,,0.509114583,0.029947917,0,0,0,,0,24,24,165,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.564,,,,,,,,0.564,1,,,,,,22,WORD,UN,50,wealth,JOCKEY,m,,,,,,0.509114583,0.029947917,0,0,0,,0,25,25,201,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.582,,,,,,,,0.582,1,,,,,,428,NW,UN,33,funtle,TANDLY,z,,,,,,0.509114583,0.029947917,0,0,0,,0,26,26,367,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.506,,,,,,,,0.506,1,,,,,,132,WORD,"ID",50,strong,STRONG,m,,,,,,0.509114583,0.029947917,0,0,0,,0,27,27,71,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.36,,,,,,,,0.36,1,,,,,,178,WORD,"ID",50,inform,INFORM,m,,,,,,0.509114583,0.029947917,0,0,0,,0,28,28,117,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.456,,,,,,,,0.456,1,,,,,,46,WORD,UN,50,income,SINGLE,m,,,,,,0.509114583,0.029947917,0,0,0,,0,29,29,225,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.427,,,,,,,,0.427,1,,,,,,164,WORD,"ID",50,market,MARKET,m,,,,,,0.509114583,0.029947917,0,0,0,,0,30,30,103,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.408,,,,,,,,0.408,1,,,,,,63,WORD,"ID",33,launch,LAUNCH,m,,,,,,0.509114583,0.029947917,0,0,0,,0,31,31,2,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.476,,,,,,,,0.476,1,,,,,,425,NW,UN,33,urivel,FRUDGE,z,,,,,,0.509114583,0.029947917,0,0,0,,0,32,32,364,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.667,,,,,,,,0.667,1,,,,,,423,NW,UN,33,praile,STRELD,z,,,,,,0.509114583,0.029947917,0,0,0,,0,33,33,362,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.486,,,,,,,,0.486,1,,,,,,351,NW,"ID",33,tiesch,TIESCH,z,,,,,,0.509114583,0.029947917,0,0,0,,0,34,34,290,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.433,,,,,,,,0.433,1,,,,,,204,WORD,UN,33,lounge,BURDEN,m,,,,,,0.509114583,0.029947917,0,0,0,,0,35,35,143,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.483,,,,,,,,0.483,1,,,,,,150,WORD,"ID",50,random,RANDOM,m,,,,,,0.509114583,0.029947917,0,0,0,,0,36,36,89,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.672,,,,,,,,0.672,1,,,,,,340,NW,"ID",33,fiatch,FIATCH,z,,,,,,0.509114583,0.029947917,0,0,0,,0,37,37,279,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.423,,,,,,,,0.423,0,,,,,,456,NW,UN,33,wanigh,BROGET,z,,,,,,0.509114583,0.029947917,0,0,0,,0,38,38,395,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,1.035,,,,,,,,1.035,0,,,,,,346,NW,"ID",33,saudic,SAUDIC,z,,,,,,0.509114583,0.029947917,0,0,0,,0,39,39,285,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.087,,,,,,,,1.087,1,,,,,,426,NW,UN,33,schind,URIVEL,z,,,,,,0.509114583,0.029947917,0,0,0,,0,40,40,365,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.606,,,,,,,,0.606,1,,,,,,413,NW,"ID",50,equats,EQUATS,z,,,,,,0.509114583,0.029947917,0,0,0,,0,41,41,352,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.731,,,,,,,,0.731,1,,,,,,143,WORD,"ID",50,reason,REASON,m,,,,,,0.509114583,0.029947917,0,0,0,,0,42,42,82,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.431,,,,,,,,0.431,1,,,,,,230,WORD,UN,33,mother,FRINGE,m,,,,,,0.509114583,0.029947917,0,0,0,,0,43,43,169,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.533,,,,,,,,0.533,1,,,,,,155,WORD,"ID",50,lizard,LIZARD,m,,,,,,0.509114583,0.029947917,0,0,0,,0,44,44,94,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.641,,,,,,,,0.641,1,,,,,,184,WORD,UN,33,bother,SLEAZY,m,,,,,,0.509114583,0.029947917,0,0,0,,0,45,45,123,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.622,,,,,,,,0.622,1,,,,,,353,NW,"ID",33,clurey,CLUREY,z,,,,,,0.509114583,0.029947917,0,0,0,,0,46,46,292,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.472,,,,,,,,0.472,1,,,,,,115,WORD,"ID",33,guitar,GUITAR,m,,,,,,0.509114583,0.029947917,0,0,0,,0,47,47,54,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.496,,,,,,,,0.496,1,,,,,,182,WORD,UN,33,absent,WINTER,m,,,,,,0.509114583,0.029947917,0,0,0,,0,48,48,121,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.532,,,,,,,,0.532,1,,,,,,47,WORD,UN,50,walnut,INCOME,m,,,,,,0.509114583,0.029947917,0,0,0,,0,49,49,226,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.425,,,,,,,,0.425,1,,,,,,191,WORD,UN,33,beacon,STABLE,m,,,,,,0.509114583,0.029947917,0,0,0,,0,50,50,130,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.758,,,,,,,,0.758,1,,,,,,160,WORD,"ID",50,violet,VIOLET,m,,,,,,0.509114583,0.029947917,0,0,0,,0,51,51,99,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.816,,,,,,,,0.816,1,,,,,,199,WORD,UN,33,plague,INVOKE,m,,,,,,0.509114583,0.029947917,0,0,0,,0,52,52,138,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.548,,,,,,,,0.548,1,,,,,,169,WORD,"ID",50,genius,GENIUS,m,,,,,,0.509114583,0.029947917,0,0,0,,0,53,53,108,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.595,,,,,,,,0.595,1,,,,,,247,NW,UN,50,strole,BLARGE,z,,,,,,0.509114583,0.029947917,0,0,0,,0,54,54,426,1,,
,,,,,,,,,,,,,,,,,,5f2dbe52314d560ef2ce0adb,2020-08-10_12h24.39.637,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.524,,,,,,,,0.524,0,,,,,,82,WORD,"ID",33,stigma,STIGMA,m,,,,,,0.509114583,0.029947917,0,0,0,,0,55,55,21,1,,
