counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.831,0,0,12,12,4,1,1005,WORD,UN,33,abound,SQUEAK,m,0.831,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.54,1,0,13,13,7,1,1008,WORD,UN,50,hurdle,VOLUME,m,0.54,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,1.146,0,0,14,14,11,1,1012,NW,"ID",50,rashet,RASHET,z,1.146,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.004,1,0,15,15,9,1,1010,NW,"ID",33,fariny,FARINY,z,1.004,,,,,,,,,,,,,,,,,
,space,22.729,0.219030521,-0.23070018,0,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.791,0,,,,,,121,WORD,"ID",50,thrive,THRIVE,m,0.791,,,,,,0.219030521,-0.23070018,0,0,0,,0,0,0,60,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.021,1,,,,,,187,WORD,UN,33,social,COURSE,m,1.021,,,,,,0.219030521,-0.23070018,0,0,0,,0,1,1,126,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.814,1,,,,,,269,NW,UN,50,wrimsy,ORCHET,z,0.814,,,,,,0.219030521,-0.23070018,0,0,0,,0,2,2,448,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.84,1,,,,,,282,NW,UN,50,veralf,PORLEX,z,0.84,,,,,,0.219030521,-0.23070018,0,0,0,,0,3,3,461,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.838,0,,,,,,260,NW,UN,50,stunch,UNJECT,z,0.838,,,,,,0.219030521,-0.23070018,0,0,0,,0,4,4,439,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.817,1,,,,,,62,WORD,"ID",33,region,REGION,m,0.817,,,,,,0.219030521,-0.23070018,0,0,0,,0,5,5,1,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.844,0,,,,,,113,WORD,"ID",33,chorus,CHORUS,m,0.844,,,,,,0.219030521,-0.23070018,0,0,0,,0,6,6,52,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.955,1,,,,,,6,WORD,UN,50,anchor,BUNDLE,m,0.955,,,,,,0.219030521,-0.23070018,0,0,0,,0,7,7,185,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.746,0,,,,,,5,WORD,UN,50,bundle,PLUNGE,m,0.746,,,,,,0.219030521,-0.23070018,0,0,0,,0,8,8,184,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.615,1,,,,,,148,WORD,"ID",50,custom,CUSTOM,m,0.615,,,,,,0.219030521,-0.23070018,0,0,0,,0,9,9,87,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.843,1,,,,,,371,NW,"ID",50,geiloy,GEILOY,z,0.843,,,,,,0.219030521,-0.23070018,0,0,0,,0,10,10,310,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.811,1,,,,,,467,NW,UN,33,wictor,GORBIE,z,0.811,,,,,,0.219030521,-0.23070018,0,0,0,,0,11,11,406,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.86,1,,,,,,99,WORD,"ID",33,fluent,FLUENT,m,0.86,,,,,,0.219030521,-0.23070018,0,0,0,,0,12,12,38,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.894,1,,,,,,217,WORD,UN,33,shrink,LIQUOR,m,0.894,,,,,,0.219030521,-0.23070018,0,0,0,,0,13,13,156,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.874,1,,,,,,459,NW,UN,33,mingar,BAFENT,z,0.874,,,,,,0.219030521,-0.23070018,0,0,0,,0,14,14,398,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.834,1,,,,,,202,WORD,UN,33,phrase,FACTOR,m,0.834,,,,,,0.219030521,-0.23070018,0,0,0,,0,15,15,141,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.02,1,,,,,,476,NW,UN,33,photie,JOSTED,z,1.02,,,,,,0.219030521,-0.23070018,0,0,0,,0,16,16,415,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.081,1,,,,,,360,NW,"ID",33,desory,DESORY,z,1.081,,,,,,0.219030521,-0.23070018,0,0,0,,0,17,17,299,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.653,1,,,,,,128,WORD,"ID",50,senior,SENIOR,m,0.653,,,,,,0.219030521,-0.23070018,0,0,0,,0,18,18,67,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.88,1,,,,,,56,WORD,UN,50,change,AMBUSH,m,0.88,,,,,,0.219030521,-0.23070018,0,0,0,,0,19,19,235,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.958,1,,,,,,262,NW,UN,50,dolica,QUILEW,z,0.958,,,,,,0.219030521,-0.23070018,0,0,0,,0,20,20,441,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.823,1,,,,,,226,WORD,UN,33,flower,CASINO,m,0.823,,,,,,0.219030521,-0.23070018,0,0,0,,0,21,21,165,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.833,1,,,,,,414,NW,"ID",50,serbol,SERBOL,z,0.833,,,,,,0.219030521,-0.23070018,0,0,0,,0,22,22,353,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.731,1,,,,,,127,WORD,"ID",50,castle,CASTLE,m,0.731,,,,,,0.219030521,-0.23070018,0,0,0,,0,23,23,66,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.98,1,,,,,,471,NW,UN,33,cigney,NOBEST,z,0.98,,,,,,0.219030521,-0.23070018,0,0,0,,0,24,24,410,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.963,1,,,,,,207,WORD,UN,33,hockey,WREATH,m,0.963,,,,,,0.219030521,-0.23070018,0,0,0,,0,25,25,146,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.896,1,,,,,,12,WORD,UN,50,strive,ORANGE,m,0.896,,,,,,0.219030521,-0.23070018,0,0,0,,0,26,26,191,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,1.153,0,,,,,,314,NW,"ID",33,sprine,SPRINE,z,1.153,,,,,,0.219030521,-0.23070018,0,0,0,,0,27,27,253,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,1.085,0,,,,,,115,WORD,"ID",33,guitar,GUITAR,m,1.085,,,,,,0.219030521,-0.23070018,0,0,0,,0,28,28,54,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.918,1,,,,,,267,NW,UN,50,packes,PASINK,z,0.918,,,,,,0.219030521,-0.23070018,0,0,0,,0,29,29,446,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.02,1,,,,,,354,NW,"ID",33,virlex,VIRLEX,z,1.02,,,,,,0.219030521,-0.23070018,0,0,0,,0,30,30,293,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.009,1,,,,,,404,NW,"ID",50,cluirm,CLUIRM,z,1.009,,,,,,0.219030521,-0.23070018,0,0,0,,0,31,31,343,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.957,1,,,,,,430,NW,UN,33,chrums,CAROEY,z,0.957,,,,,,0.219030521,-0.23070018,0,0,0,,0,32,32,369,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.95,1,,,,,,258,NW,UN,50,soudal,POLUTH,z,0.95,,,,,,0.219030521,-0.23070018,0,0,0,,0,33,33,437,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.27,1,,,,,,313,NW,"ID",33,paurse,PAURSE,z,1.27,,,,,,0.219030521,-0.23070018,0,0,0,,0,34,34,252,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.252,1,,,,,,407,NW,"ID",50,suiver,SUIVER,z,1.252,,,,,,0.219030521,-0.23070018,0,0,0,,0,35,35,346,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.875,1,,,,,,458,NW,UN,33,hocite,BARCET,z,0.875,,,,,,0.219030521,-0.23070018,0,0,0,,0,36,36,397,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.544,1,,,,,,320,NW,"ID",33,jockal,JOCKAL,z,1.544,,,,,,0.219030521,-0.23070018,0,0,0,,0,37,37,259,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.799,1,,,,,,444,NW,UN,33,minkel,JAUNCE,z,0.799,,,,,,0.219030521,-0.23070018,0,0,0,,0,38,38,383,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.168,1,,,,,,297,NW,UN,50,piergy,FERTIC,z,1.168,,,,,,0.219030521,-0.23070018,0,0,0,,0,39,39,476,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.896,1,,,,,,208,WORD,UN,33,search,HOCKEY,m,0.896,,,,,,0.219030521,-0.23070018,0,0,0,,0,40,40,147,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.303,1,,,,,,405,NW,"ID",50,flumni,FLUMNI,z,1.303,,,,,,0.219030521,-0.23070018,0,0,0,,0,41,41,344,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.942,1,,,,,,110,WORD,"ID",33,polite,POLITE,m,0.942,,,,,,0.219030521,-0.23070018,0,0,0,,0,42,42,49,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.815,1,,,,,,46,WORD,UN,50,income,SINGLE,m,0.815,,,,,,0.219030521,-0.23070018,0,0,0,,0,43,43,225,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.896,1,,,,,,271,NW,UN,50,damilt,AUBRID,z,0.896,,,,,,0.219030521,-0.23070018,0,0,0,,0,44,44,450,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.02,1,,,,,,468,NW,UN,33,padifs,WICTOR,z,1.02,,,,,,0.219030521,-0.23070018,0,0,0,,0,45,45,407,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.777,1,,,,,,160,WORD,"ID",50,violet,VIOLET,m,0.777,,,,,,0.219030521,-0.23070018,0,0,0,,0,46,46,99,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.956,0,,,,,,111,WORD,"ID",33,induce,INDUCE,m,0.956,,,,,,0.219030521,-0.23070018,0,0,0,,0,47,47,50,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.959,0,,,,,,171,WORD,"ID",50,depart,DEPART,m,0.959,,,,,,0.219030521,-0.23070018,0,0,0,,0,48,48,110,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.091,1,,,,,,13,WORD,UN,50,almost,STRIVE,m,1.091,,,,,,0.219030521,-0.23070018,0,0,0,,0,49,49,192,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.936,1,,,,,,400,NW,"ID",50,wearox,WEAROX,z,0.936,,,,,,0.219030521,-0.23070018,0,0,0,,0,50,50,339,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.9,1,,,,,,23,WORD,UN,50,praise,WEALTH,m,0.9,,,,,,0.219030521,-0.23070018,0,0,0,,0,51,51,202,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.872,1,,,,,,10,WORD,UN,50,cruise,ETHNIC,m,0.872,,,,,,0.219030521,-0.23070018,0,0,0,,0,52,52,189,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.999,1,,,,,,204,WORD,UN,33,lounge,BURDEN,m,0.999,,,,,,0.219030521,-0.23070018,0,0,0,,0,53,53,143,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.864,1,,,,,,308,NW,"ID",33,psetch,PSETCH,z,0.864,,,,,,0.219030521,-0.23070018,0,0,0,,0,54,54,247,1,
,,,,,,,,,,,,,,,,,,5f1e827568c1bb862cb9f5bd,2020-08-10_12h48.46.753,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.986,1,,,,,,432,NW,UN,33,drance,LUNKER,z,0.986,,,,,,0.219030521,-0.23070018,0,0,0,,0,55,55,371,1,
