counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.653,,,,,,,,0.653,1,0,7,7,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.632,,,,,,,,0.632,0,0,8,8,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.594,,,,,,,,0.594,1,0,9,9,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.694,,,,,,,,0.694,1,0,10,10,14,1,1015,NW,UN,50,miaber,THRALE,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.661,,,,,,,,0.661,1,0,11,11,15,1,1016,NW,UN,50,mushed,WHAISE,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.649,,,,,,,,0.649,0,0,12,12,11,1,1012,NW,"ID",50,rashet,RASHET,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.54,,,,,,,,0.54,1,0,13,13,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.586,,,,,,,,0.586,1,0,14,14,3,1,1004,WORD,"ID",50,matrix,MATRIX,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.67,,,,,,,,0.67,1,0,15,15,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,
,,0.0432,-0.3928,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,1.018,,,,,,,,1.018,0,,,,,,336,NW,"ID",33,ghodus,GHODUS,z,,,,,,0.0432,-0.3944,0,0,0,,0,0,0,275,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.615,,,,,,,,0.615,1,,,,,,412,NW,"ID",50,jiluer,JILUER,z,,,,,,0.0432,-0.3944,0,0,0,,0,1,1,351,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.651,,,,,,,,0.651,1,,,,,,3,WORD,UN,50,trench,KNIGHT,m,,,,,,0.0432,-0.3944,0,0,0,,0,2,2,182,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.53,,,,,,,,0.53,1,,,,,,123,WORD,"ID",50,strike,STRIKE,m,,,,,,0.0432,-0.3944,0,0,0,,0,3,3,62,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.584,,,,,,,,0.584,1,,,,,,54,WORD,UN,50,stroke,RAMBLE,m,,,,,,0.0432,-0.3944,0,0,0,,0,4,4,233,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.58,,,,,,,,0.58,1,,,,,,264,NW,UN,50,distar,VACKEL,z,,,,,,0.0432,-0.3944,0,0,0,,0,5,5,443,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.686,,,,,,,,0.686,0,,,,,,299,NW,UN,50,yarion,STURCH,z,,,,,,0.0432,-0.3944,0,0,0,,0,6,6,478,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.607,,,,,,,,0.607,1,,,,,,395,NW,"ID",50,colury,COLURY,z,,,,,,0.0432,-0.3944,0,0,0,,0,7,7,334,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.64,,,,,,,,0.64,1,,,,,,211,WORD,UN,33,verify,INFECT,m,,,,,,0.0432,-0.3944,0,0,0,,0,8,8,150,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.577,,,,,,,,0.577,1,,,,,,119,WORD,"ID",33,spider,SPIDER,m,,,,,,0.0432,-0.3944,0,0,0,,0,9,9,58,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.633,,,,,,,,0.633,1,,,,,,139,WORD,"ID",50,debris,DEBRIS,m,,,,,,0.0432,-0.3944,0,0,0,,0,10,10,78,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.583,,,,,,,,0.583,1,,,,,,242,NW,UN,50,musied,UNWERT,z,,,,,,0.0432,-0.3944,0,0,0,,0,11,11,421,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.68,,,,,,,,0.68,1,,,,,,328,NW,"ID",33,broake,BROAKE,z,,,,,,0.0432,-0.3944,0,0,0,,0,12,12,267,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.551,,,,,,,,0.551,1,,,,,,300,NW,UN,50,smenco,YARION,z,,,,,,0.0432,-0.3944,0,0,0,,0,13,13,479,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.675,,,,,,,,0.675,1,,,,,,473,NW,UN,33,hablin,CRIBLE,z,,,,,,0.0432,-0.3944,0,0,0,,0,14,14,412,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.561,,,,,,,,0.561,1,,,,,,162,WORD,"ID",50,candle,CANDLE,m,,,,,,0.0432,-0.3944,0,0,0,,0,15,15,101,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.535,,,,,,,,0.535,1,,,,,,167,WORD,"ID",50,design,DESIGN,m,,,,,,0.0432,-0.3944,0,0,0,,0,16,16,106,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.573,,,,,,,,0.573,1,,,,,,67,WORD,"ID",33,policy,POLICY,m,,,,,,0.0432,-0.3944,0,0,0,,0,17,17,6,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.54,,,,,,,,0.54,1,,,,,,324,NW,"ID",33,steikh,STEIKH,z,,,,,,0.0432,-0.3944,0,0,0,,0,18,18,263,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.631,,,,,,,,0.631,0,,,,,,387,NW,"ID",50,gronce,GRONCE,z,,,,,,0.0432,-0.3944,0,0,0,,0,19,19,326,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.623,,,,,,,,0.623,1,,,,,,415,NW,"ID",50,higsta,HIGSTA,z,,,,,,0.0432,-0.3944,0,0,0,,0,20,20,354,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.613,,,,,,,,0.613,1,,,,,,239,WORD,UN,33,forest,LUMBER,m,,,,,,0.0432,-0.3944,0,0,0,,0,21,21,178,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.636,,,,,,,,0.636,1,,,,,,283,NW,UN,50,shaple,VERALF,z,,,,,,0.0432,-0.3944,0,0,0,,0,22,22,462,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.72,,,,,,,,0.72,1,,,,,,240,WORD,UN,33,seldom,FOREST,m,,,,,,0.0432,-0.3944,0,0,0,,0,23,23,179,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.721,,,,,,,,0.721,0,,,,,,433,NW,UN,33,pitrom,DRANCE,z,,,,,,0.0432,-0.3944,0,0,0,,0,24,24,372,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.678,,,,,,,,0.678,1,,,,,,382,NW,"ID",50,sarley,SARLEY,z,,,,,,0.0432,-0.3944,0,0,0,,0,25,25,321,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.801,,,,,,,,0.801,1,,,,,,460,NW,UN,33,justre,MINGAR,z,,,,,,0.0432,-0.3944,0,0,0,,0,26,26,399,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.58,,,,,,,,0.58,1,,,,,,405,NW,"ID",50,flumni,FLUMNI,z,,,,,,0.0432,-0.3944,0,0,0,,0,27,27,344,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.636,,,,,,,,0.636,1,,,,,,464,NW,UN,33,whivex,CHAITE,z,,,,,,0.0432,-0.3944,0,0,0,,0,28,28,403,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.672,,,,,,,,0.672,1,,,,,,186,WORD,UN,33,course,PORTAL,m,,,,,,0.0432,-0.3944,0,0,0,,0,29,29,125,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.617,,,,,,,,0.617,1,,,,,,110,WORD,"ID",33,polite,POLITE,m,,,,,,0.0432,-0.3944,0,0,0,,0,30,30,49,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.582,,,,,,,,0.582,0,,,,,,425,NW,UN,33,urivel,FRUDGE,z,,,,,,0.0432,-0.3944,0,0,0,,0,31,31,364,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.562,,,,,,,,0.562,1,,,,,,76,WORD,"ID",33,exotic,EXOTIC,m,,,,,,0.0432,-0.3944,0,0,0,,0,32,32,15,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.593,,,,,,,,0.593,1,,,,,,68,WORD,"ID",33,fumble,FUMBLE,m,,,,,,0.0432,-0.3944,0,0,0,,0,33,33,7,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.566,,,,,,,,0.566,1,,,,,,155,WORD,"ID",50,lizard,LIZARD,m,,,,,,0.0432,-0.3944,0,0,0,,0,34,34,94,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.643,,,,,,,,0.643,1,,,,,,74,WORD,"ID",33,plaque,PLAQUE,m,,,,,,0.0432,-0.3944,0,0,0,,0,35,35,13,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.581,,,,,,,,0.581,1,,,,,,257,NW,UN,50,poluth,VENIOD,z,,,,,,0.0432,-0.3944,0,0,0,,0,36,36,436,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.543,,,,,,,,0.543,1,,,,,,368,NW,"ID",50,hornal,HORNAL,z,,,,,,0.0432,-0.3944,0,0,0,,0,37,37,307,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.655,,,,,,,,0.655,1,,,,,,75,WORD,"ID",33,trophy,TROPHY,m,,,,,,0.0432,-0.3944,0,0,0,,0,38,38,14,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.662,,,,,,,,0.662,1,,,,,,457,NW,UN,33,barcet,WANIGH,z,,,,,,0.0432,-0.3944,0,0,0,,0,39,39,396,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.686,,,,,,,,0.686,1,,,,,,280,NW,UN,50,melaty,CURBOL,z,,,,,,0.0432,-0.3944,0,0,0,,0,40,40,459,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.782,,,,,,,,0.782,1,,,,,,293,NW,UN,50,inhort,SWANCE,z,,,,,,0.0432,-0.3944,0,0,0,,0,41,41,472,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.698,,,,,,,,0.698,0,,,,,,303,NW,"ID",33,fiream,FIREAM,z,,,,,,0.0432,-0.3944,0,0,0,,0,42,42,242,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.661,,,,,,,,0.661,0,,,,,,357,NW,"ID",33,derain,DERAIN,z,,,,,,0.0432,-0.3944,0,0,0,,0,43,43,296,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.605,,,,,,,,0.605,1,,,,,,219,WORD,UN,33,voyage,BUCKET,m,,,,,,0.0432,-0.3944,0,0,0,,0,44,44,158,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.587,,,,,,,,0.587,1,,,,,,302,NW,"ID",33,miluer,MILUER,z,,,,,,0.0432,-0.3944,0,0,0,,0,45,45,241,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.611,,,,,,,,0.611,1,,,,,,389,NW,"ID",50,witmer,WITMER,z,,,,,,0.0432,-0.3944,0,0,0,,0,46,46,328,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.57,,,,,,,,0.57,1,,,,,,263,NW,UN,50,vackel,DOLICA,z,,,,,,0.0432,-0.3944,0,0,0,,0,47,47,442,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.613,,,,,,,,0.613,1,,,,,,480,NW,UN,33,knisma,ROBULY,z,,,,,,0.0432,-0.3944,0,0,0,,0,48,48,419,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.636,,,,,,,,0.636,1,,,,,,25,WORD,UN,50,sprint,DOMAIN,m,,,,,,0.0432,-0.3944,0,0,0,,0,49,49,204,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.735,,,,,,,,0.735,1,,,,,,370,NW,"ID",50,sleact,SLEACT,z,,,,,,0.0432,-0.3944,0,0,0,,0,50,50,309,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.55,,,,,,,,0.55,1,,,,,,140,WORD,"ID",50,prince,PRINCE,m,,,,,,0.0432,-0.3944,0,0,0,,0,51,51,79,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.583,,,,,,,,0.583,1,,,,,,434,NW,UN,33,impurb,PITROM,z,,,,,,0.0432,-0.3944,0,0,0,,0,52,52,373,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.667,,,,,,,,0.667,1,,,,,,206,WORD,UN,33,wreath,TAILOR,m,,,,,,0.0432,-0.3944,0,0,0,,0,53,53,145,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.623,,,,,,,,0.623,1,,,,,,298,NW,UN,50,sturch,PIERGY,z,,,,,,0.0432,-0.3944,0,0,0,,0,54,54,477,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.59,,,,,,,,0.59,1,,,,,,159,WORD,"ID",50,detail,DETAIL,m,,,,,,0.0432,-0.3944,0,0,0,,0,55,55,98,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.54,,,,,,,,0.54,1,,,,,,339,NW,"ID",33,fachow,FACHOW,z,,,,,,0.0432,-0.3944,0,0,0,,0,56,56,278,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.538,,,,,,,,0.538,1,,,,,,362,NW,"ID",50,tireau,TIREAU,z,,,,,,0.0432,-0.3944,0,0,0,,0,57,57,301,1,
