counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_touch.clicked_name,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.946,1,0,6,6,12,1,1013,NW,UN,33,adveil,SPRINY,z,0.946,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.925,1,0,7,7,15,1,1016,NW,UN,50,mushed,WHAISE,z,0.925,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.827,1,0,8,8,9,1,1010,NW,"ID",33,fariny,FARINY,z,0.827,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.804,1,0,9,9,7,1,1008,WORD,UN,50,hurdle,VOLUME,m,0.804,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.882,0,0,10,10,13,1,1014,NW,UN,33,winfer,ROUPET,z,0.882,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.904,1,0,11,11,8,1,1009,NW,"ID",33,aslert,ASLERT,z,0.904,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.803,1,0,12,12,14,1,1015,NW,UN,50,miaber,THRALE,z,0.803,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.844,1,0,13,13,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,0.844,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.853,1,0,14,14,2,1,1003,WORD,"ID",50,almond,ALMOND,m,0.853,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.047,1,0,15,15,4,1,1005,WORD,UN,33,abound,SQUEAK,m,1.047,,,,,,,,,,,,,,,,,,
,,-0.035555556,-0.415555556,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.065,1,,,,,,160,WORD,"ID",50,violet,VIOLET,m,1.065,,,,,,-0.035555556,-0.415555556,0,0,0,,0,0,0,99,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.373,1,,,,,,338,NW,"ID",33,wreash,WREASH,z,1.373,,,,,,-0.035555556,-0.415555556,0,0,0,,0,1,1,277,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.084,1,,,,,,334,NW,"ID",33,watmeg,WATMEG,z,1.084,,,,,,-0.035555556,-0.415555556,0,0,0,,0,2,2,273,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.964,1,,,,,,32,WORD,UN,50,scream,BUCKLE,m,0.964,,,,,,-0.035555556,-0.415555556,0,0,0,,0,3,3,211,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.925,1,,,,,,301,NW,"ID",33,fainch,FAINCH,z,0.925,,,,,,-0.035555556,-0.415555556,0,0,0,,0,4,4,240,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.025,1,,,,,,212,WORD,UN,33,squeal,VERIFY,m,1.025,,,,,,-0.035555556,-0.415555556,0,0,0,,0,5,5,151,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.703,1,,,,,,209,WORD,UN,33,monkey,SEARCH,m,0.703,,,,,,-0.035555556,-0.415555556,0,0,0,,0,6,6,148,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.711,1,,,,,,221,WORD,UN,33,hinder,MASCOT,m,0.711,,,,,,-0.035555556,-0.415555556,0,0,0,,0,7,7,160,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.661,1,,,,,,247,NW,UN,50,strole,BLARGE,z,0.661,,,,,,-0.035555556,-0.415555556,0,0,0,,0,8,8,426,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.845,1,,,,,,286,NW,UN,50,nymbel,RELDON,z,0.845,,,,,,-0.035555556,-0.415555556,0,0,0,,0,9,9,465,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.985,1,,,,,,344,NW,"ID",33,scrily,SCRILY,z,0.985,,,,,,-0.035555556,-0.415555556,0,0,0,,0,10,10,283,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.824,1,,,,,,400,NW,"ID",50,wearox,WEAROX,z,0.824,,,,,,-0.035555556,-0.415555556,0,0,0,,0,11,11,339,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.764,1,,,,,,367,NW,"ID",50,slique,SLIQUE,z,0.764,,,,,,-0.035555556,-0.415555556,0,0,0,,0,12,12,306,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.802,1,,,,,,453,NW,UN,33,scouge,BOLVIS,z,0.802,,,,,,-0.035555556,-0.415555556,0,0,0,,0,13,13,392,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.885,1,,,,,,299,NW,UN,50,yarion,STURCH,z,0.885,,,,,,-0.035555556,-0.415555556,0,0,0,,0,14,14,478,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.948,1,,,,,,373,NW,"ID",50,bigent,BIGENT,z,0.948,,,,,,-0.035555556,-0.415555556,0,0,0,,0,15,15,312,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.77,1,,,,,,340,NW,"ID",33,fiatch,FIATCH,z,0.77,,,,,,-0.035555556,-0.415555556,0,0,0,,0,16,16,279,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.663,1,,,,,,109,WORD,"ID",33,wonder,WONDER,m,0.663,,,,,,-0.035555556,-0.415555556,0,0,0,,0,17,17,48,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.805,1,,,,,,326,NW,"ID",33,iguade,IGUADE,z,0.805,,,,,,-0.035555556,-0.415555556,0,0,0,,0,18,18,265,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.742,1,,,,,,90,WORD,"ID",33,relish,RELISH,m,0.742,,,,,,-0.035555556,-0.415555556,0,0,0,,0,19,19,29,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.863,1,,,,,,194,WORD,UN,33,resign,ABSENT,m,0.863,,,,,,-0.035555556,-0.415555556,0,0,0,,0,20,20,133,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.768,1,,,,,,464,NW,UN,33,whivex,CHAITE,z,0.768,,,,,,-0.035555556,-0.415555556,0,0,0,,0,21,21,403,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.791,1,,,,,,383,NW,"ID",50,aungre,AUNGRE,z,0.791,,,,,,-0.035555556,-0.415555556,0,0,0,,0,22,22,322,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.864,1,,,,,,28,WORD,UN,50,sketch,COMEDY,m,0.864,,,,,,-0.035555556,-0.415555556,0,0,0,,0,23,23,207,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.844,1,,,,,,54,WORD,UN,50,stroke,RAMBLE,m,0.844,,,,,,-0.035555556,-0.415555556,0,0,0,,0,24,24,233,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.72,1,,,,,,346,NW,"ID",33,saudic,SAUDIC,z,0.72,,,,,,-0.035555556,-0.415555556,0,0,0,,0,25,25,285,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.904,1,,,,,,372,NW,"ID",50,ramily,RAMILY,z,0.904,,,,,,-0.035555556,-0.415555556,0,0,0,,0,26,26,311,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.809,1,,,,,,450,NW,UN,33,cainky,PHRECT,z,0.809,,,,,,-0.035555556,-0.415555556,0,0,0,,0,27,27,389,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.723,1,,,,,,385,NW,"ID",50,veigma,VEIGMA,z,0.723,,,,,,-0.035555556,-0.415555556,0,0,0,,0,28,28,324,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.763,1,,,,,,30,WORD,UN,50,weapon,ORIENT,m,0.763,,,,,,-0.035555556,-0.415555556,0,0,0,,0,29,29,209,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.843,1,,,,,,256,NW,UN,50,veniod,INLORS,z,0.843,,,,,,-0.035555556,-0.415555556,0,0,0,,0,30,30,435,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.783,1,,,,,,406,NW,"ID",50,nouply,NOUPLY,z,0.783,,,,,,-0.035555556,-0.415555556,0,0,0,,0,31,31,345,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.812,1,,,,,,215,WORD,UN,33,lumber,PHOBIA,m,0.812,,,,,,-0.035555556,-0.415555556,0,0,0,,0,32,32,154,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.805,1,,,,,,354,NW,"ID",33,virlex,VIRLEX,z,0.805,,,,,,-0.035555556,-0.415555556,0,0,0,,0,33,33,293,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.705,1,,,,,,64,WORD,"ID",33,throne,THRONE,m,0.705,,,,,,-0.035555556,-0.415555556,0,0,0,,0,34,34,3,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.012,1,,,,,,140,WORD,"ID",50,prince,PRINCE,m,1.012,,,,,,-0.035555556,-0.415555556,0,0,0,,0,35,35,79,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.686,1,,,,,,216,WORD,UN,33,liquor,BEHALF,m,0.686,,,,,,-0.035555556,-0.415555556,0,0,0,,0,36,36,155,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.703,1,,,,,,66,WORD,"ID",33,gospel,GOSPEL,m,0.703,,,,,,-0.035555556,-0.415555556,0,0,0,,0,37,37,5,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.844,1,,,,,,399,NW,"ID",50,fouret,FOURET,z,0.844,,,,,,-0.035555556,-0.415555556,0,0,0,,0,38,38,338,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.991,1,,,,,,477,NW,UN,33,lobush,PHOTIE,z,0.991,,,,,,-0.035555556,-0.415555556,0,0,0,,0,39,39,416,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.804,0,,,,,,303,NW,"ID",33,fiream,FIREAM,z,0.804,,,,,,-0.035555556,-0.415555556,0,0,0,,0,40,40,242,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.668,1,,,,,,67,WORD,"ID",33,policy,POLICY,m,0.668,,,,,,-0.035555556,-0.415555556,0,0,0,,0,41,41,6,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.026,1,,,,,,294,NW,UN,50,gleath,INHORT,z,1.026,,,,,,-0.035555556,-0.415555556,0,0,0,,0,42,42,473,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.769,1,,,,,,171,WORD,"ID",50,depart,DEPART,m,0.769,,,,,,-0.035555556,-0.415555556,0,0,0,,0,43,43,110,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.762,1,,,,,,295,NW,UN,50,beinch,GLEATH,z,0.762,,,,,,-0.035555556,-0.415555556,0,0,0,,0,44,44,474,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.631,1,,,,,,48,WORD,UN,50,survey,WALNUT,m,0.631,,,,,,-0.035555556,-0.415555556,0,0,0,,0,45,45,227,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.008,1,,,,,,420,NW,"ID",50,gushop,GUSHOP,z,1.008,,,,,,-0.035555556,-0.415555556,0,0,0,,0,46,46,359,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.765,1,,,,,,459,NW,UN,33,mingar,BAFENT,z,0.765,,,,,,-0.035555556,-0.415555556,0,0,0,,0,47,47,398,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.545,1,,,,,,150,WORD,"ID",50,random,RANDOM,m,0.545,,,,,,-0.035555556,-0.415555556,0,0,0,,0,48,48,89,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.771,1,,,,,,228,WORD,UN,33,kidney,MASTER,m,0.771,,,,,,-0.035555556,-0.415555556,0,0,0,,0,49,49,167,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.731,1,,,,,,39,WORD,UN,50,convey,INSECT,m,0.731,,,,,,-0.035555556,-0.415555556,0,0,0,,0,50,50,218,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.628,1,,,,,,188,WORD,UN,33,censor,SOCIAL,m,0.628,,,,,,-0.035555556,-0.415555556,0,0,0,,0,51,51,127,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.787,1,,,,,,429,NW,UN,33,caroey,FUNTLE,z,0.787,,,,,,-0.035555556,-0.415555556,0,0,0,,0,52,52,368,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.683,1,,,,,,20,WORD,UN,50,simple,BREAST,m,0.683,,,,,,-0.035555556,-0.415555556,0,0,0,,0,53,53,199,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.645,1,,,,,,71,WORD,"ID",33,garden,GARDEN,m,0.645,,,,,,-0.035555556,-0.415555556,0,0,0,,0,54,54,10,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.59,1,,,,,,132,WORD,"ID",50,strong,STRONG,m,0.59,,,,,,-0.035555556,-0.415555556,0,0,0,,0,55,55,71,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.663,1,,,,,,131,WORD,"ID",50,quench,QUENCH,m,0.663,,,,,,-0.035555556,-0.415555556,0,0,0,,0,56,56,70,1,,
