counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.508995,1,,,,,,220,WORD,UN,33,mascot,VOYAGE,m,0.508995,,,,,,-0.061583578,-0.068914956,0,0,0,,0,2,2,159,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.56399,1,,,,,,221,WORD,UN,33,hinder,MASCOT,m,0.56399,,,,,,-0.061583578,-0.068914956,0,0,0,,0,3,3,160,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.629615,1,,,,,,332,NW,"ID",33,vangue,VANGUE,z,0.629615,,,,,,-0.061583578,-0.068914956,0,0,0,,0,4,4,271,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.556675,1,,,,,,404,NW,"ID",16,cluirm,CLUIRM,z,0.556675,,,,,,-0.061583578,-0.068914956,0,0,0,,0,5,5,343,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.512455,1,,,,,,385,NW,"ID",16,veigma,VEIGMA,z,0.512455,,,,,,-0.061583578,-0.068914956,0,0,0,,0,6,6,324,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.50968,1,,,,,,236,WORD,UN,33,grumpy,PIRATE,m,0.50968,,,,,,-0.061583578,-0.068914956,0,0,0,,0,7,7,175,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.50021,1,,,,,,473,NW,UN,33,hablin,CRIBLE,z,0.50021,,,,,,-0.061583578,-0.068914956,0,0,0,,0,8,8,412,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.537795,1,,,,,,466,NW,UN,33,robuly,HOCITE,z,0.537795,,,,,,-0.061583578,-0.068914956,0,0,0,,0,9,9,405,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.54143,1,,,,,,346,NW,"ID",33,saudic,SAUDIC,z,0.54143,,,,,,-0.061583578,-0.068914956,0,0,0,,0,10,10,285,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.53633,1,,,,,,126,WORD,"ID",16,enough,ENOUGH,m,0.53633,,,,,,-0.061583578,-0.068914956,0,0,0,,0,11,11,65,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.635645,1,,,,,,154,WORD,"ID",16,author,AUTHOR,m,0.635645,,,,,,-0.061583578,-0.068914956,0,0,0,,0,12,12,93,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.488895,1,,,,,,51,WORD,UN,16,impose,HUNGRY,m,0.488895,,,,,,-0.061583578,-0.068914956,0,0,0,,0,13,13,230,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.52394,1,,,,,,133,WORD,"ID",16,chrome,CHROME,m,0.52394,,,,,,-0.061583578,-0.068914956,0,0,0,,0,14,14,72,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.49786,1,,,,,,212,WORD,UN,33,squeal,VERIFY,m,0.49786,,,,,,-0.061583578,-0.068914956,0,0,0,,0,15,15,151,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.49957,1,,,,,,41,WORD,UN,16,chapel,SPRING,m,0.49957,,,,,,-0.061583578,-0.068914956,0,0,0,,0,16,16,220,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.522235,1,,,,,,399,NW,"ID",16,fouret,FOURET,z,0.522235,,,,,,-0.061583578,-0.068914956,0,0,0,,0,17,17,338,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.56511,1,,,,,,451,NW,UN,33,surden,CAINKY,z,0.56511,,,,,,-0.061583578,-0.068914956,0,0,0,,0,18,18,390,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.549895,1,,,,,,324,NW,"ID",33,steikh,STEIKH,z,0.549895,,,,,,-0.061583578,-0.068914956,0,0,0,,0,19,19,263,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.58431,1,,,,,,384,NW,"ID",16,guesco,GUESCO,z,0.58431,,,,,,-0.061583578,-0.068914956,0,0,0,,0,20,20,323,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.626775,1,,,,,,205,WORD,UN,33,tailor,LOUNGE,m,0.626775,,,,,,-0.061583578,-0.068914956,0,0,0,,0,21,21,144,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.548445,1,,,,,,193,WORD,UN,33,mildew,OBJECT,m,0.548445,,,,,,-0.061583578,-0.068914956,0,0,0,,0,22,22,132,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.552785,1,,,,,,224,WORD,UN,33,vulgar,PERIOD,m,0.552785,,,,,,-0.061583578,-0.068914956,0,0,0,,0,23,23,163,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.56572,1,,,,,,76,WORD,"ID",33,exotic,EXOTIC,m,0.56572,,,,,,-0.061583578,-0.068914956,0,0,0,,0,24,24,15,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.537685,1,,,,,,231,WORD,UN,33,inject,EXPORT,m,0.537685,,,,,,-0.061583578,-0.068914956,0,0,0,,0,25,25,170,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.51636,1,,,,,,100,WORD,"ID",33,carbon,CARBON,m,0.51636,,,,,,-0.061583578,-0.068914956,0,0,0,,0,26,26,39,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.50997,1,,,,,,232,WORD,UN,33,nature,INJECT,m,0.50997,,,,,,-0.061583578,-0.068914956,0,0,0,,0,27,27,171,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.723725,1,,,,,,406,NW,"ID",16,nouply,NOUPLY,z,0.723725,,,,,,-0.061583578,-0.068914956,0,0,0,,0,28,28,345,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.57013,1,,,,,,206,WORD,UN,33,wreath,TAILOR,m,0.57013,,,,,,-0.061583578,-0.068914956,0,0,0,,0,29,29,145,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.53966,1,,,,,,356,NW,"ID",33,othnis,OTHNIS,z,0.53966,,,,,,-0.061583578,-0.068914956,0,0,0,,0,30,30,295,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.567295,1,,,,,,84,WORD,"ID",33,mortal,MORTAL,m,0.567295,,,,,,-0.061583578,-0.068914956,0,0,0,,0,31,31,23,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.627685,1,,,,,,330,NW,"ID",33,kensom,KENSOM,z,0.627685,,,,,,-0.061583578,-0.068914956,0,0,0,,0,32,32,269,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.62241,1,,,,,,216,WORD,UN,33,liquor,BEHALF,m,0.62241,,,,,,-0.061583578,-0.068914956,0,0,0,,0,33,33,155,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.588035,1,,,,,,241,NW,UN,16,unwert,SMENCO,z,0.588035,,,,,,-0.061583578,-0.068914956,0,0,0,,0,34,34,420,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.566495,1,,,,,,201,WORD,UN,33,factor,ADMIRE,m,0.566495,,,,,,-0.061583578,-0.068914956,0,0,0,,0,35,35,140,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.689755,1,,,,,,364,NW,"ID",16,impote,IMPOTE,z,0.689755,,,,,,-0.061583578,-0.068914956,0,0,0,,0,36,36,303,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.60481,1,,,,,,144,WORD,"ID",16,sponge,SPONGE,m,0.60481,,,,,,-0.061583578,-0.068914956,0,0,0,,0,37,37,83,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.61648,1,,,,,,362,NW,"ID",16,tireau,TIREAU,z,0.61648,,,,,,-0.061583578,-0.068914956,0,0,0,,0,38,38,301,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.58764,1,,,,,,443,NW,UN,33,jaunce,DORSEX,z,0.58764,,,,,,-0.061583578,-0.068914956,0,0,0,,0,39,39,382,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.525275,1,,,,,,149,WORD,"ID",16,invade,INVADE,m,0.525275,,,,,,-0.061583578,-0.068914956,0,0,0,,0,40,40,88,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.679635,1,,,,,,54,WORD,UN,16,stroke,RAMBLE,m,0.679635,,,,,,-0.061583578,-0.068914956,0,0,0,,0,41,41,233,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.56057,1,,,,,,89,WORD,"ID",33,permit,PERMIT,m,0.56057,,,,,,-0.061583578,-0.068914956,0,0,0,,0,42,42,28,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.50136,1,,,,,,70,WORD,"ID",33,square,SQUARE,m,0.50136,,,,,,-0.061583578,-0.068914956,0,0,0,,0,43,43,9,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.463055,1,,,,,,6,WORD,UN,16,anchor,BUNDLE,m,0.463055,,,,,,-0.061583578,-0.068914956,0,0,0,,0,44,44,185,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.550205,1,,,,,,237,WORD,UN,33,glance,POSTER,m,0.550205,,,,,,-0.061583578,-0.068914956,0,0,0,,0,45,45,176,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.48948,1,,,,,,46,WORD,UN,16,income,SINGLE,m,0.48948,,,,,,-0.061583578,-0.068914956,0,0,0,,0,46,46,225,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.50666,1,,,,,,172,WORD,"ID",16,patrol,PATROL,m,0.50666,,,,,,-0.061583578,-0.068914956,0,0,0,,0,47,47,111,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.48901,1,,,,,,269,NW,UN,16,wrimsy,ORCHET,z,0.48901,,,,,,-0.061583578,-0.068914956,0,0,0,,0,48,48,448,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.543175,1,,,,,,106,WORD,"ID",33,ransom,RANSOM,m,0.543175,,,,,,-0.061583578,-0.068914956,0,0,0,,0,49,49,45,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.620095,1,,,,,,203,WORD,UN,33,burden,PHRASE,m,0.620095,,,,,,-0.061583578,-0.068914956,0,0,0,,0,50,50,142,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.54191,1,,,,,,353,NW,"ID",33,clurey,CLUREY,z,0.54191,,,,,,-0.061583578,-0.068914956,0,0,0,,0,51,51,292,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.7771,1,,,,,,227,WORD,UN,33,master,SELDOM,m,0.7771,,,,,,-0.061583578,-0.068914956,0,0,0,,0,52,52,166,1,
,,,,,,,,,,,,,,,,,,5e149c03864020aa6e1cf04d,2020-11-27_10h05.48.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.60324,1,,,,,,292,NW,UN,16,swance,ABLINT,z,0.60324,,,,,,-0.061583578,-0.068914956,0,0,0,,0,53,53,471,1,
