counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.4554,1,0,9,9,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,0.4554,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,,0,,,,,,,,0.4554,-1,0,10,10,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,0,,,,,,,,1.3705,0,0,11,11,14,1,1015,NW,UN,16,miaber,THRALE,z,1.3705,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,,0,,,,,,,,1.3705,-1,0,12,12,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,,0,,,,,,,,1.3705,-1,0,13,13,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,,0,,,,,,,,1.3705,-1,0,14,14,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,,0,,,,,,,,1.3705,-1,0,15,15,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,,
,space,0.549898413,0.077951658,0,0,1,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,5.85412,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,,0,,,,,,,,1.3705,-1,,,,,,314,NW,"ID",33,sprine,SPRINE,z,,,,,,,0.549898413,0.077951658,0,0,1,,0,0,0,253,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.718305,1,,,,,,118,WORD,"ID",33,flight,FLIGHT,m,0.718305,,,,,,0.549898413,0.077951658,0,0,1,,0,1,1,57,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.835815,1,,,,,,94,WORD,"ID",33,travel,TRAVEL,m,0.835815,,,,,,0.549898413,0.077951658,0,0,1,,0,2,2,33,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,1.64826,1,,,,,,145,WORD,"ID",16,parish,PARISH,m,1.64826,,,,,,0.549898413,0.077951658,0,0,1,,0,3,3,84,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.85345,1,,,,,,358,NW,"ID",33,fleack,FLEACK,z,0.85345,,,,,,0.549898413,0.077951658,0,0,1,,0,4,4,297,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.665795,1,,,,,,90,WORD,"ID",33,relish,RELISH,m,0.665795,,,,,,0.549898413,0.077951658,0,0,1,,0,5,5,29,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,1.169065,1,,,,,,307,NW,"ID",33,kirafe,KIRAFE,z,1.169065,,,,,,0.549898413,0.077951658,0,0,1,,0,6,6,246,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.5576,1,,,,,,205,WORD,UN,33,tailor,LOUNGE,m,0.5576,,,,,,0.549898413,0.077951658,0,0,1,,0,7,7,144,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.54022,1,,,,,,238,WORD,UN,33,behalf,FLOWER,m,0.54022,,,,,,0.549898413,0.077951658,0,0,1,,0,8,8,177,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,0,,,,,,,,0.622895,0,,,,,,342,NW,"ID",33,randow,RANDOW,z,0.622895,,,,,,0.549898413,0.077951658,0,0,1,,0,9,9,281,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,1.006135,1,,,,,,210,WORD,UN,33,infect,MONKEY,m,1.006135,,,,,,0.549898413,0.077951658,0,0,1,,0,10,10,149,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.701985,1,,,,,,116,WORD,"ID",33,tumble,TUMBLE,m,0.701985,,,,,,0.549898413,0.077951658,0,0,1,,0,11,11,55,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.70587,1,,,,,,413,NW,"ID",16,equats,EQUATS,z,0.70587,,,,,,0.549898413,0.077951658,0,0,1,,0,12,12,352,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.724625,1,,,,,,99,WORD,"ID",33,fluent,FLUENT,m,0.724625,,,,,,0.549898413,0.077951658,0,0,1,,0,13,13,38,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.71868,1,,,,,,58,WORD,UN,16,splint,FOSTER,m,0.71868,,,,,,0.549898413,0.077951658,0,0,1,,0,14,14,237,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.73778,1,,,,,,389,NW,"ID",16,witmer,WITMER,z,0.73778,,,,,,0.549898413,0.077951658,0,0,1,,0,15,15,328,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.883765,1,,,,,,380,NW,"ID",16,cavory,CAVORY,z,0.883765,,,,,,0.549898413,0.077951658,0,0,1,,0,16,16,319,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.61862,1,,,,,,258,NW,UN,16,soudal,POLUTH,z,0.61862,,,,,,0.549898413,0.077951658,0,0,1,,0,17,17,437,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.852595,1,,,,,,13,WORD,UN,16,almost,STRIVE,m,0.852595,,,,,,0.549898413,0.077951658,0,0,1,,0,18,18,192,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.768085,1,,,,,,272,NW,UN,16,sortel,DAMILT,z,0.768085,,,,,,0.549898413,0.077951658,0,0,1,,0,19,19,451,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.60776,1,,,,,,55,WORD,UN,16,ambush,STROKE,m,0.60776,,,,,,0.549898413,0.077951658,0,0,1,,0,20,20,234,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.63623,1,,,,,,108,WORD,"ID",33,reckon,RECKON,m,0.63623,,,,,,0.549898413,0.077951658,0,0,1,,0,21,21,47,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.641245,1,,,,,,404,NW,"ID",16,cluirm,CLUIRM,z,0.641245,,,,,,0.549898413,0.077951658,0,0,1,,0,22,22,343,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.60022,1,,,,,,15,WORD,UN,16,faucet,AMOUNT,m,0.60022,,,,,,0.549898413,0.077951658,0,0,1,,0,23,23,194,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,0,,,,,,,,0.770875,0,,,,,,122,WORD,"ID",16,linger,LINGER,m,0.770875,,,,,,0.549898413,0.077951658,0,0,1,,0,24,24,61,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,1.08666,1,,,,,,114,WORD,"ID",33,placid,PLACID,m,1.08666,,,,,,0.549898413,0.077951658,0,0,1,,0,25,25,53,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.74231,1,,,,,,204,WORD,UN,33,lounge,BURDEN,m,0.74231,,,,,,0.549898413,0.077951658,0,0,1,,0,26,26,143,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.73729,1,,,,,,412,NW,"ID",16,jiluer,JILUER,z,0.73729,,,,,,0.549898413,0.077951658,0,0,1,,0,27,27,351,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.725935,1,,,,,,271,NW,UN,16,damilt,AUBRID,z,0.725935,,,,,,0.549898413,0.077951658,0,0,1,,0,28,28,450,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.677545,1,,,,,,300,NW,UN,16,smenco,YARION,z,0.677545,,,,,,0.549898413,0.077951658,0,0,1,,0,29,29,479,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.73932,1,,,,,,443,NW,UN,33,jaunce,DORSEX,z,0.73932,,,,,,0.549898413,0.077951658,0,0,1,,0,30,30,382,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.802025,1,,,,,,261,NW,UN,16,quilew,STUNCH,z,0.802025,,,,,,0.549898413,0.077951658,0,0,1,,0,31,31,440,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.686805,1,,,,,,207,WORD,UN,33,hockey,WREATH,m,0.686805,,,,,,0.549898413,0.077951658,0,0,1,,0,32,32,146,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.67495,1,,,,,,475,NW,UN,33,josted,PEBRIC,z,0.67495,,,,,,0.549898413,0.077951658,0,0,1,,0,33,33,414,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.63581,1,,,,,,350,NW,"ID",33,nagurs,NAGURS,z,0.63581,,,,,,0.549898413,0.077951658,0,0,1,,0,34,34,289,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.641765,1,,,,,,315,NW,"ID",33,laston,LASTON,z,0.641765,,,,,,0.549898413,0.077951658,0,0,1,,0,35,35,254,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,1.01726,1,,,,,,61,WORD,"ID",33,ponder,PONDER,m,1.01726,,,,,,0.549898413,0.077951658,0,0,1,,0,36,36,0,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,0,,,,,,,,0.775295,0,,,,,,176,WORD,"ID",16,strife,STRIFE,m,0.775295,,,,,,0.549898413,0.077951658,0,0,1,,0,37,37,115,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.667985,1,,,,,,275,NW,UN,16,yarmon,SLEIRT,z,0.667985,,,,,,0.549898413,0.077951658,0,0,1,,0,38,38,454,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,1.17013,1,,,,,,260,NW,UN,16,stunch,UNJECT,z,1.17013,,,,,,0.549898413,0.077951658,0,0,1,,0,39,39,439,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.61881,1,,,,,,197,WORD,UN,33,wicked,STREAM,m,0.61881,,,,,,0.549898413,0.077951658,0,0,1,,0,40,40,136,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.725605,1,,,,,,69,WORD,"ID",33,plenty,PLENTY,m,0.725605,,,,,,0.549898413,0.077951658,0,0,1,,0,41,41,8,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.59095,1,,,,,,192,WORD,UN,33,object,PLAGUE,m,0.59095,,,,,,0.549898413,0.077951658,0,0,1,,0,42,42,131,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.753135,1,,,,,,293,NW,UN,16,inhort,SWANCE,z,0.753135,,,,,,0.549898413,0.077951658,0,0,1,,0,43,43,472,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.7523,1,,,,,,67,WORD,"ID",33,policy,POLICY,m,0.7523,,,,,,0.549898413,0.077951658,0,0,1,,0,44,44,6,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.70225,1,,,,,,298,NW,UN,16,sturch,PIERGY,z,0.70225,,,,,,0.549898413,0.077951658,0,0,1,,0,45,45,477,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.68523,1,,,,,,245,NW,UN,16,piaton,ANOUGS,z,0.68523,,,,,,0.549898413,0.077951658,0,0,1,,0,46,46,424,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.677775,1,,,,,,35,WORD,UN,16,vanish,SOCKET,m,0.677775,,,,,,0.549898413,0.077951658,0,0,1,,0,47,47,214,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.62177,1,,,,,,407,NW,"ID",16,suiver,SUIVER,z,0.62177,,,,,,0.549898413,0.077951658,0,0,1,,0,48,48,346,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,0,,,,,,,,0.970305,0,,,,,,183,WORD,UN,33,sleazy,MILDEW,m,0.970305,,,,,,0.549898413,0.077951658,0,0,1,,0,49,49,122,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.61938,1,,,,,,304,NW,"ID",33,cludie,CLUDIE,z,0.61938,,,,,,0.549898413,0.077951658,0,0,1,,0,50,50,243,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,0,,,,,,,,0.96258,0,,,,,,181,WORD,UN,33,winter,GLANCE,m,0.96258,,,,,,0.549898413,0.077951658,0,0,1,,0,51,51,120,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.634985,1,,,,,,375,NW,"ID",16,yorque,YORQUE,z,0.634985,,,,,,0.549898413,0.077951658,0,0,1,,0,52,52,314,1,
