counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.61382,,,,,,,,0.61382,1,0,10,10,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.458205,,,,,,,,0.458205,1,0,11,11,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,0,0.56565,,,,,,,,0.56565,0,0,12,12,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.77555,,,,,,,,0.77555,1,0,13,13,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.65204,,,,,,,,0.65204,1,0,14,14,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,0,0.56794,,,,,,,,0.56794,0,0,15,15,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,
,,-0.024392361,-0.39452691,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.486875,,,,,,,,0.486875,1,,,,,,143,WORD,UN,16,sponge,REASON,m,,,,,,-0.024392361,-0.39452691,0,0,0,,0,0,0,202,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,0,0.552245,,,,,,,,0.552245,0,,,,,,268,NW,"ID",16,packes,PACKES,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,1,1,327,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,0,0.53499,,,,,,,,0.53499,0,,,,,,398,NW,UN,16,fouret,BLUNDE,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,2,2,457,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.522095,,,,,,,,0.522095,1,,,,,,85,WORD,UN,33,rodent,SPRAWL,m,,,,,,-0.024392361,-0.39452691,0,0,0,,0,3,3,144,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.684835,,,,,,,,0.684835,1,,,,,,440,NW,"ID",33,saride,SARIDE,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,4,4,259,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,0,0.66859,,,,,,,,0.66859,0,,,,,,314,NW,UN,33,laston,SPRINE,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,5,5,373,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,0,0.631285,,,,,,,,0.631285,0,,,,,,281,NW,"ID",16,melaty,MELATY,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,6,6,340,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.687055,,,,,,,,0.687055,1,,,,,,351,NW,UN,33,tringe,TIESCH,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,7,7,410,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.61569,,,,,,,,0.61569,1,,,,,,436,NW,"ID",33,frutan,FRUTAN,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,8,8,255,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.721605,,,,,,,,0.721605,1,,,,,,400,NW,UN,16,mustil,WEAROX,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,9,9,459,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.633055,,,,,,,,0.633055,1,,,,,,165,WORD,UN,16,starch,INVEST,m,,,,,,-0.024392361,-0.39452691,0,0,0,,0,10,10,224,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.563735,,,,,,,,0.563735,1,,,,,,167,WORD,UN,16,answer,DESIGN,m,,,,,,-0.024392361,-0.39452691,0,0,0,,0,11,11,226,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.707865,,,,,,,,0.707865,1,,,,,,415,NW,UN,16,pathel,HIGSTA,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,12,12,474,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,0,0.638395,,,,,,,,0.638395,0,,,,,,261,NW,"ID",16,stunch,STUNCH,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,13,13,320,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.70397,,,,,,,,0.70397,1,,,,,,217,WORD,"ID",33,liquor,LIQUOR,m,,,,,,-0.024392361,-0.39452691,0,0,0,,0,14,14,36,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.53813,,,,,,,,0.53813,1,,,,,,2,WORD,"ID",16,bridge,BRIDGE,m,,,,,,-0.024392361,-0.39452691,0,0,0,,0,15,15,61,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.632345,,,,,,,,0.632345,1,,,,,,311,NW,UN,33,nerawl,SPROLY,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,16,16,370,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.749815,,,,,,,,0.749815,1,,,,,,431,NW,"ID",33,chrums,CHRUMS,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,17,17,250,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,0,0.58842,,,,,,,,0.58842,0,,,,,,4,WORD,"ID",16,trench,TRENCH,m,,,,,,-0.024392361,-0.39452691,0,0,0,,0,18,18,63,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.697575,,,,,,,,0.697575,1,,,,,,326,NW,UN,33,plenac,IGUADE,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,19,19,385,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.601475,,,,,,,,0.601475,1,,,,,,446,NW,"ID",33,runamo,RUNAMO,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,20,20,265,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.616115,,,,,,,,0.616115,1,,,,,,230,WORD,"ID",33,fringe,FRINGE,m,,,,,,-0.024392361,-0.39452691,0,0,0,,0,21,21,49,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.64892,,,,,,,,0.64892,1,,,,,,45,WORD,"ID",16,clergy,CLERGY,m,,,,,,-0.024392361,-0.39452691,0,0,0,,0,22,22,104,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,0,0.52609,,,,,,,,0.52609,0,,,,,,342,NW,UN,33,aimosy,RANDOW,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,23,23,401,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.68336,,,,,,,,0.68336,1,,,,,,59,WORD,"ID",16,splint,SPLINT,m,,,,,,-0.024392361,-0.39452691,0,0,0,,0,24,24,118,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.56636,,,,,,,,0.56636,1,,,,,,175,WORD,UN,16,strife,FABRIC,m,,,,,,-0.024392361,-0.39452691,0,0,0,,0,25,25,234,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.64783,,,,,,,,0.64783,1,,,,,,293,NW,"ID",16,swance,SWANCE,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,26,26,352,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.62268,,,,,,,,0.62268,1,,,,,,251,NW,"ID",16,lupict,LUPICT,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,27,27,310,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.621735,,,,,,,,0.621735,1,,,,,,69,WORD,UN,33,square,PLENTY,m,,,,,,-0.024392361,-0.39452691,0,0,0,,0,28,28,128,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.548125,,,,,,,,0.548125,1,,,,,,55,WORD,"ID",16,stroke,STROKE,m,,,,,,-0.024392361,-0.39452691,0,0,0,,0,29,29,114,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,0,0.93907,,,,,,,,0.93907,0,,,,,,418,NW,UN,16,slount,SUIDLE,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,30,30,477,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.81618,,,,,,,,0.81618,1,,,,,,333,NW,UN,33,watmeg,CATRIE,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,31,31,392,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.620145,,,,,,,,0.620145,1,,,,,,110,WORD,UN,33,induce,POLITE,m,,,,,,-0.024392361,-0.39452691,0,0,0,,0,32,32,169,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.552665,,,,,,,,0.552665,1,,,,,,213,WORD,"ID",33,squeal,SQUEAL,m,,,,,,-0.024392361,-0.39452691,0,0,0,,0,33,33,32,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.648075,,,,,,,,0.648075,1,,,,,,287,NW,"ID",16,nymbel,NYMBEL,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,34,34,346,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.698665,,,,,,,,0.698665,1,,,,,,273,NW,"ID",16,sortel,SORTEL,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,35,35,332,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.52947,,,,,,,,0.52947,1,,,,,,365,NW,UN,16,toshel,GUAIRT,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,36,36,424,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.665095,,,,,,,,0.665095,1,,,,,,404,NW,UN,16,flumni,CLUIRM,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,37,37,463,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.6802,,,,,,,,0.6802,1,,,,,,76,WORD,UN,33,racket,EXOTIC,m,,,,,,-0.024392361,-0.39452691,0,0,0,,0,38,38,135,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.700595,,,,,,,,0.700595,1,,,,,,414,NW,UN,16,higsta,SERBOL,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,39,39,473,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.740925,,,,,,,,0.740925,1,,,,,,318,NW,UN,33,zomber,REAGLY,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,40,40,377,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.5591,,,,,,,,0.5591,1,,,,,,315,NW,UN,33,scregm,LASTON,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,41,41,374,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.60302,,,,,,,,0.60302,1,,,,,,459,NW,"ID",33,bafent,BAFENT,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,42,42,278,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.6335,,,,,,,,0.6335,1,,,,,,103,WORD,UN,33,studio,BOUNCE,m,,,,,,-0.024392361,-0.39452691,0,0,0,,0,43,43,162,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.699925,,,,,,,,0.699925,1,,,,,,301,NW,UN,33,miluer,FAINCH,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,44,44,360,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.6486,,,,,,,,0.6486,1,,,,,,211,WORD,"ID",33,infect,INFECT,m,,,,,,-0.024392361,-0.39452691,0,0,0,,0,45,45,30,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.55053,,,,,,,,0.55053,1,,,,,,340,NW,UN,33,myrtie,FIATCH,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,46,46,399,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.55107,,,,,,,,0.55107,1,,,,,,321,NW,UN,33,slanch,MIATOR,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,47,47,380,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.587545,,,,,,,,0.587545,1,,,,,,149,WORD,UN,16,random,INVADE,m,,,,,,-0.024392361,-0.39452691,0,0,0,,0,48,48,208,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,z,1,0.60076,,,,,,,,0.60076,1,,,,,,246,NW,"ID",16,piaton,PIATON,z,,,,,,-0.024392361,-0.39452691,0,0,0,,0,49,49,305,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.618285,,,,,,,,0.618285,1,,,,,,208,WORD,"ID",33,hockey,HOCKEY,m,,,,,,-0.024392361,-0.39452691,0,0,0,,0,50,50,27,1,,
,,,,,,,,,,,,,,,,,,5f12178ab3ab9d046595ce66,2020-11-27_15h06.28.980,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,m,1,0.523765,,,,,,,,0.523765,1,,,,,,127,WORD,UN,16,senior,CASTLE,m,,,,,,-0.024392361,-0.39452691,0,0,0,,0,51,51,186,1,,
