counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.719,,,,,,,,0.719,1,0,6,6,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.784,,,,,,,,0.784,1,0,7,7,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.732,,,,,,,,0.732,1,0,8,8,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.754,,,,,,,,0.754,1,0,9,9,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.648,,,,,,,,0.648,1,0,10,10,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.634,,,,,,,,0.634,1,0,11,11,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.832,,,,,,,,0.832,1,0,12,12,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.664,,,,,,,,0.664,1,0,13,13,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.606,,,,,,,,0.606,1,0,14,14,14,1,1015,NW,UN,16,miaber,THRALE,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.585,,,,,,,,0.585,1,0,15,15,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,,
,space,18.508,-0.722222222,0.491666667,0,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.7,,,,,,,,0.7,1,,,,,,48,WORD,UN,16,survey,WALNUT,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,0,0,227,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.687,,,,,,,,0.687,1,,,,,,393,NW,"ID",16,ganous,GANOUS,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,1,1,332,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.744,,,,,,,,0.744,1,,,,,,413,NW,"ID",16,equats,EQUATS,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,2,2,352,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.621,,,,,,,,0.621,1,,,,,,161,WORD,"ID",16,pastor,PASTOR,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,3,3,100,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.601,,,,,,,,0.601,1,,,,,,312,NW,"ID",33,nerawl,NERAWL,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,4,4,251,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.736,,,,,,,,0.736,1,,,,,,345,NW,"ID",33,absend,ABSEND,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,5,5,284,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.607,,,,,,,,0.607,1,,,,,,69,WORD,"ID",33,plenty,PLENTY,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,6,6,8,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.872,,,,,,,,0.872,1,,,,,,370,NW,"ID",16,sleact,SLEACT,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,7,7,309,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.748,,,,,,,,0.748,1,,,,,,124,WORD,"ID",16,blouse,BLOUSE,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,8,8,63,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.773,,,,,,,,0.773,1,,,,,,261,NW,UN,16,quilew,STUNCH,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,9,9,440,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.586,,,,,,,,0.586,1,,,,,,140,WORD,"ID",16,prince,PRINCE,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,10,10,79,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.582,,,,,,,,0.582,1,,,,,,143,WORD,"ID",16,reason,REASON,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,11,11,82,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.64,,,,,,,,0.64,1,,,,,,467,NW,UN,33,wictor,GORBIE,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,12,12,406,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.764,,,,,,,,0.764,1,,,,,,398,NW,"ID",16,blunde,BLUNDE,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,13,13,337,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.73,,,,,,,,0.73,1,,,,,,316,NW,"ID",33,scregm,SCREGM,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,14,14,255,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.554,,,,,,,,0.554,1,,,,,,138,WORD,"ID",16,melody,MELODY,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,15,15,77,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.754,,,,,,,,0.754,1,,,,,,62,WORD,"ID",33,region,REGION,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,16,16,1,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.716,,,,,,,,0.716,1,,,,,,378,NW,"ID",16,shrile,SHRILE,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,17,17,317,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.926,,,,,,,,0.926,1,,,,,,424,NW,UN,33,frudge,PRAILE,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,18,18,363,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.796,,,,,,,,0.796,1,,,,,,257,NW,UN,16,poluth,VENIOD,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,19,19,436,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.654,,,,,,,,0.654,1,,,,,,189,WORD,UN,33,backup,CENSOR,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,20,20,128,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.782,,,,,,,,0.782,1,,,,,,427,NW,UN,33,tandly,SCHIND,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,21,21,366,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.852,,,,,,,,0.852,1,,,,,,358,NW,"ID",33,fleack,FLEACK,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,22,22,297,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.816,,,,,,,,0.816,1,,,,,,445,NW,UN,33,runamo,MINKEL,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,23,23,384,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.566,,,,,,,,0.566,1,,,,,,58,WORD,UN,16,splint,FOSTER,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,24,24,237,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.84,,,,,,,,0.84,1,,,,,,436,NW,UN,33,snapel,FRUTAN,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,25,25,375,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.668,,,,,,,,0.668,1,,,,,,263,NW,UN,16,vackel,DOLICA,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,26,26,442,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.595,,,,,,,,0.595,1,,,,,,168,WORD,"ID",16,answer,ANSWER,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,27,27,107,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.689,,,,,,,,0.689,1,,,,,,244,NW,UN,16,anougs,EATRIC,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,28,28,423,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.736,,,,,,,,0.736,1,,,,,,384,NW,"ID",16,guesco,GUESCO,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,29,29,323,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.646,,,,,,,,0.646,1,,,,,,241,NW,UN,16,unwert,SMENCO,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,30,30,420,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.662,,,,,,,,0.662,1,,,,,,420,NW,"ID",16,gushop,GUSHOP,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,31,31,359,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.601,,,,,,,,0.601,1,,,,,,67,WORD,"ID",33,policy,POLICY,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,32,32,6,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.607,,,,,,,,0.607,1,,,,,,63,WORD,"ID",33,launch,LAUNCH,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,33,33,2,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.691,,,,,,,,0.691,1,,,,,,376,NW,"ID",16,iguare,IGUARE,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,34,34,315,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.539,,,,,,,,0.539,1,,,,,,105,WORD,"ID",33,number,NUMBER,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,35,35,44,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.586,,,,,,,,0.586,1,,,,,,128,WORD,"ID",16,senior,SENIOR,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,36,36,67,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.71,,,,,,,,0.71,1,,,,,,250,NW,UN,16,lupict,MILTED,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,37,37,429,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.817,,,,,,,,0.817,1,,,,,,52,WORD,UN,16,police,IMPOSE,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,38,38,231,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.754,,,,,,,,0.754,1,,,,,,37,WORD,UN,16,powder,INSULT,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,39,39,216,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.88,,,,,,,,0.88,1,,,,,,125,WORD,"ID",16,nickel,NICKEL,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,40,40,64,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.655,,,,,,,,0.655,1,,,,,,117,WORD,"ID",33,branch,BRANCH,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,41,41,56,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.798,,,,,,,,0.798,1,,,,,,332,NW,"ID",33,vangue,VANGUE,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,42,42,271,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.749,,,,,,,,0.749,1,,,,,,166,WORD,"ID",16,starch,STARCH,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,43,43,105,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.783,,,,,,,,0.783,1,,,,,,306,NW,"ID",33,sounge,SOUNGE,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,44,44,245,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.714,,,,,,,,0.714,1,,,,,,225,WORD,UN,33,casino,VULGAR,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,45,45,164,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.728,,,,,,,,0.728,1,,,,,,267,NW,UN,16,packes,PASINK,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,46,46,446,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.7,,,,,,,,0.7,1,,,,,,479,NW,UN,33,crible,LOBUSH,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,47,47,418,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.738,,,,,,,,0.738,1,,,,,,170,WORD,"ID",16,pounce,POUNCE,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,48,48,109,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.656,,,,,,,,0.656,1,,,,,,45,WORD,UN,16,single,CLERGY,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,49,49,224,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.645,,,,,,,,0.645,1,,,,,,281,NW,UN,16,porlex,MELATY,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,50,50,460,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.764,,,,,,,,0.764,1,,,,,,26,WORD,UN,16,butler,SPRINT,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,51,51,205,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.658,,,,,,,,0.658,1,,,,,,208,WORD,UN,33,search,HOCKEY,m,,,,,,-0.722222222,0.491666667,0,0,0,,0,52,52,147,1,,
,,,,,,,,,,,,,,,,,,5a6f1ccade1f390001dbd8b7,2020-11-27_08h03.59.687,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.573,,,,,,,,0.573,1,,,,,,300,NW,UN,16,smenco,YARION,z,,,,,,-0.722222222,0.491666667,0,0,0,,0,53,53,479,1,,
