counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,1.00485,,,,,,,,1.00485,1,0,8,8,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.76646,,,,,,,,0.76646,1,0,9,9,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.68122,,,,,,,,0.68122,1,0,10,10,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.89927,,,,,,,,0.89927,1,0,11,11,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.62106,,,,,,,,0.62106,1,0,12,12,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.664305,,,,,,,,0.664305,1,0,13,13,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.655605,,,,,,,,0.655605,1,0,14,14,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.71341,,,,,,,,0.71341,1,0,15,15,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,,
,space,7.907265,0.020603299,-0.410868056,0,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.783155,,,,,,,,0.783155,1,,,,,,437,NW,"ID",33,snapel,SNAPEL,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,0,0,256,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.6022,,,,,,,,0.6022,1,,,,,,288,NW,"ID",16,yaceup,YACEUP,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,1,1,347,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.51757,,,,,,,,0.51757,1,,,,,,351,NW,UN,33,tringe,TIESCH,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,2,2,410,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.633595,,,,,,,,0.633595,1,,,,,,399,NW,UN,16,wearox,FOURET,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,3,3,458,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,0,0.533655,,,,,,,,0.533655,0,,,,,,303,NW,UN,33,cludie,FIREAM,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,4,4,362,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.884325,,,,,,,,0.884325,1,,,,,,360,NW,UN,33,fainch,DESORY,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,5,5,419,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.7496,,,,,,,,0.7496,1,,,,,,293,NW,"ID",16,swance,SWANCE,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,6,6,352,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.700295,,,,,,,,0.700295,1,,,,,,364,NW,UN,16,guairt,IMPOTE,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,7,7,423,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.51524,,,,,,,,0.51524,1,,,,,,192,WORD,"ID",33,plague,PLAGUE,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,8,8,11,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.79845,,,,,,,,0.79845,1,,,,,,357,NW,UN,33,fleack,DERAIN,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,9,9,416,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.60032,,,,,,,,0.60032,1,,,,,,337,NW,UN,33,wreash,REJOLS,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,10,10,396,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.634895,,,,,,,,0.634895,1,,,,,,340,NW,UN,33,myrtie,FIATCH,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,11,11,399,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.5726,,,,,,,,0.5726,1,,,,,,463,NW,"ID",33,kispel,KISPEL,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,12,12,282,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.503845,,,,,,,,0.503845,1,,,,,,157,WORD,UN,16,island,DRAGON,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,13,13,216,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.624665,,,,,,,,0.624665,1,,,,,,120,WORD,UN,33,ponder,STRAIN,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,14,14,179,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.5834,,,,,,,,0.5834,1,,,,,,304,NW,UN,33,forgle,CLUDIE,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,15,15,363,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.619435,,,,,,,,0.619435,1,,,,,,129,WORD,UN,16,stupid,MARVEL,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,16,16,188,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.749015,,,,,,,,0.749015,1,,,,,,61,WORD,UN,33,region,PONDER,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,17,17,120,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.60015,,,,,,,,0.60015,1,,,,,,100,WORD,UN,33,wrench,CARBON,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,18,18,159,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.716565,,,,,,,,0.716565,1,,,,,,417,NW,UN,16,suidle,EAROUD,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,19,19,476,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.567765,,,,,,,,0.567765,1,,,,,,245,NW,"ID",16,anougs,ANOUGS,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,20,20,304,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.567555,,,,,,,,0.567555,1,,,,,,410,NW,UN,16,orchin,TUNORY,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,21,21,469,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.56925,,,,,,,,0.56925,1,,,,,,315,NW,UN,33,scregm,LASTON,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,22,22,374,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.709425,,,,,,,,0.709425,1,,,,,,85,WORD,UN,33,rodent,SPRAWL,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,23,23,144,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.57908,,,,,,,,0.57908,1,,,,,,258,NW,"ID",16,poluth,POLUTH,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,24,24,317,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.65259,,,,,,,,0.65259,1,,,,,,73,WORD,UN,33,plaque,SOURCE,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,25,25,132,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.66972,,,,,,,,0.66972,1,,,,,,154,WORD,UN,16,lizard,AUTHOR,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,26,26,213,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.605975,,,,,,,,0.605975,1,,,,,,244,NW,"ID",16,eatric,EATRIC,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,27,27,303,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.700815,,,,,,,,0.700815,1,,,,,,344,NW,UN,33,absend,SCRILY,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,28,28,403,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.480805,,,,,,,,0.480805,1,,,,,,466,NW,"ID",33,hocite,HOCITE,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,29,29,285,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.43919,,,,,,,,0.43919,1,,,,,,419,NW,UN,16,gushop,SLOUNT,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,30,30,478,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,0,0.486035,,,,,,,,0.486035,0,,,,,,45,WORD,"ID",16,clergy,CLERGY,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,31,31,104,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.70783,,,,,,,,0.70783,1,,,,,,336,NW,UN,33,rejols,GHODUS,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,32,32,395,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.484835,,,,,,,,0.484835,1,,,,,,238,WORD,"ID",33,flower,FLOWER,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,33,33,57,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.70943,,,,,,,,0.70943,1,,,,,,228,WORD,"ID",33,master,MASTER,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,34,34,47,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.575,,,,,,,,0.575,1,,,,,,25,WORD,"ID",16,domain,DOMAIN,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,35,35,84,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.60026,,,,,,,,0.60026,1,,,,,,367,NW,UN,16,hornal,SLIQUE,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,36,36,426,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.58406,,,,,,,,0.58406,1,,,,,,256,NW,"ID",16,inlors,INLORS,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,37,37,315,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.584595,,,,,,,,0.584595,1,,,,,,167,WORD,UN,16,answer,DESIGN,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,38,38,226,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.581605,,,,,,,,0.581605,1,,,,,,178,WORD,UN,16,basket,INFORM,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,39,39,237,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.764655,,,,,,,,0.764655,1,,,,,,269,NW,"ID",16,orchet,ORCHET,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,40,40,328,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.67254,,,,,,,,0.67254,1,,,,,,477,NW,"ID",33,photie,PHOTIE,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,41,41,296,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.66421,,,,,,,,0.66421,1,,,,,,398,NW,UN,16,fouret,BLUNDE,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,42,42,457,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.564875,,,,,,,,0.564875,1,,,,,,42,WORD,"ID",16,chapel,CHAPEL,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,43,43,101,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.71709,,,,,,,,0.71709,1,,,,,,21,WORD,"ID",16,simple,SIMPLE,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,44,44,80,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.766245,,,,,,,,0.766245,1,,,,,,166,WORD,UN,16,design,STARCH,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,45,45,225,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.836535,,,,,,,,0.836535,1,,,,,,124,WORD,UN,16,nickel,BLOUSE,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,46,46,183,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.719525,,,,,,,,0.719525,1,,,,,,175,WORD,UN,16,strife,FABRIC,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,47,47,234,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,z,1,0.754995,,,,,,,,0.754995,1,,,,,,394,NW,UN,16,colury,SPAQUX,z,,,,,,0.020603299,-0.410868056,0,0,0,,0,48,48,453,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.625125,,,,,,,,0.625125,1,,,,,,122,WORD,UN,16,strike,LINGER,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,49,49,181,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.66599,,,,,,,,0.66599,1,,,,,,201,WORD,"ID",33,admire,ADMIRE,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,50,50,20,1,,
,,,,,,,,,,,,,,,,,,5d3cfeabbaf11000151ed4cd,2020-12-03_00h21.19.364,lexical_decision_task_MP_exp2,2020.2.8,MacIntel,60,m,1,0.559235,,,,,,,,0.559235,1,,,,,,101,WORD,UN,33,direct,WRENCH,m,,,,,,0.020603299,-0.410868056,0,0,0,,0,51,51,160,1,,
