counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,instr_done_keyboard.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.052,,,,,,,,0.052,1,0,6,6,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.003,,,,,,,,0.003,1,0,7,7,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.186,,,,,,,,0.186,0,0,8,8,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.21,,,,,,,,0.21,1,0,9,9,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.057,,,,,,,,0.057,1,0,10,10,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.003,,,,,,,,0.003,0,0,11,11,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.168,,,,,,,,0.168,1,0,12,12,14,1,1015,NW,UN,16,miaber,THRALE,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.085,,,,,,,,0.085,0,0,13,13,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.05,,,,,,,,0.05,0,0,14,14,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.177,,,,,,,,0.177,1,0,15,15,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,
,space,-0.072607261,-0.400990099,0,0,0,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,1.626,0,0,0,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.755,,,,,,,,0.755,1,,,,,,362,NW,UN,16,breali,TIREAU,z,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,0,0,421,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.456,,,,,,,,0.456,1,,,,,,182,WORD,"ID",33,winter,WINTER,m,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,1,1,1,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.418,,,,,,,,0.418,1,,,,,,377,NW,UN,16,shrile,INJORE,z,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,2,2,436,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.216,,,,,,,,0.216,0,,,,,,429,NW,"ID",33,funtle,FUNTLE,z,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,3,3,248,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.093,,,,,,,,0.093,1,,,,,,425,NW,"ID",33,frudge,FRUDGE,z,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,4,4,244,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.144,,,,,,,,1.144,1,,,,,,226,WORD,"ID",33,casino,CASINO,m,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,5,5,45,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.732,,,,,,,,0.732,0,,,,,,321,NW,UN,33,slanch,MIATOR,z,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,6,6,380,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.766,,,,,,,,0.766,0,,,,,,280,NW,"ID",16,curbol,CURBOL,z,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,7,7,339,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.376,,,,,,,,0.376,0,,,,,,435,NW,"ID",33,impurb,IMPURB,z,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,8,8,254,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.455,,,,,,,,0.455,1,,,,,,170,WORD,UN,16,dragon,POUNCE,m,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,9,9,229,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.533,,,,,,,,0.533,1,,,,,,167,WORD,UN,16,answer,DESIGN,m,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,10,10,226,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.416,,,,,,,,0.416,1,,,,,,97,WORD,UN,33,belong,CLIENT,m,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,11,11,156,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.383,,,,,,,,0.383,1,,,,,,55,WORD,"ID",16,stroke,STROKE,m,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,12,12,114,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.272,,,,,,,,0.272,1,,,,,,228,WORD,"ID",33,master,MASTER,m,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,13,13,47,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.178,,,,,,,,0.178,1,,,,,,198,WORD,"ID",33,wicked,WICKED,m,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,14,14,17,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.877,,,,,,,,0.877,1,,,,,,173,WORD,UN,16,turkey,SHOWER,m,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,15,15,232,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.091,,,,,,,,0.091,1,,,,,,392,NW,UN,16,ganous,ROUNCY,z,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,16,16,451,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.527,,,,,,,,0.527,0,,,,,,16,WORD,"ID",16,faucet,FAUCET,m,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,17,17,75,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.733,,,,,,,,0.733,0,,,,,,442,NW,"ID",33,aboune,ABOUNE,z,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,18,18,261,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.667,,,,,,,,0.667,1,,,,,,455,NW,"ID",33,tondle,TONDLE,z,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,19,19,274,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.889,,,,,,,,0.889,1,,,,,,384,NW,UN,16,injore,GUESCO,z,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,20,20,443,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.217,,,,,,,,0.217,1,,,,,,414,NW,UN,16,higsta,SERBOL,z,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,21,21,473,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.043,,,,,,,,0.043,1,,,,,,128,WORD,UN,16,marvel,SENIOR,m,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,22,22,187,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.228,,,,,,,,0.228,1,,,,,,159,WORD,UN,16,violet,DETAIL,m,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,23,23,218,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.022,,,,,,,,0.022,0,,,,,,219,WORD,"ID",33,bucket,BUCKET,m,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,24,24,38,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,1.284,,,,,,,,1.284,0,,,,,,136,WORD,UN,16,finger,BLEACH,m,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,25,25,195,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.87,,,,,,,,0.87,1,,,,,,65,WORD,UN,33,gospel,SYMBOL,m,,,,,,,-0.072607261,-0.400990099,0,0,0,,0,26,26,124,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.87,-1,,,,,,15,WORD,"ID",16,amount,AMOUNT,m,,,,,,,-0.349834983,-0.47689769,0,0,0,,0,27,27,74,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.87,-1,,,,,,320,NW,UN,33,miator,JOCKAL,z,,,,,,,0.02970297,-0.136963696,0,0,0,,0,28,28,379,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.019,,,,,,,,0.019,1,,,,,,428,NW,"ID",33,tandly,TANDLY,z,,,,,,,0.066006601,-0.193069307,0,0,0,,0,29,29,247,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.253,,,,,,,,0.253,1,,,,,,404,NW,UN,16,flumni,CLUIRM,z,,,,,,,-0.112211221,-0.265676568,0,0,0,,0,30,30,463,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.217,-0.075907591,-0.351485149,1,0,0,0.932,,1.217,1,,,,,,385,NW,UN,16,ancust,VEIGMA,z,,,,,,,-0.075907591,-0.351485149,0,0,0,,0,31,31,444,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.434,,,,,,,,0.434,1,,,,,,221,WORD,"ID",33,mascot,MASCOT,m,,,,,,,-0.075907591,-0.351485149,0,0,0,,0,32,32,40,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.933,,,,,,,,0.933,0,,,,,,386,NW,UN,16,gronce,ANCUST,z,,,,,,,-0.075907591,-0.351485149,0,0,0,,0,33,33,445,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.367,,,,,,,,0.367,0,,,,,,357,NW,UN,33,fleack,DERAIN,z,,,,,,,-0.075907591,-0.351485149,0,0,0,,0,34,34,416,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.227,,,,,,,,0.227,1,,,,,,86,WORD,UN,33,filter,RODENT,m,,,,,,,-0.075907591,-0.351485149,0,0,0,,0,35,35,145,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.24,,,,,,,,0.24,1,,,,,,25,WORD,"ID",16,domain,DOMAIN,m,,,,,,,-0.102310231,-0.394389439,0,0,0,,0,36,36,84,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.228,,,,,,,,0.228,0,,,,,,241,NW,"ID",16,smenco,SMENCO,z,,,,,,,-0.102310231,-0.394389439,0,0,0,,0,37,37,300,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.092,,,,,,,,0.092,1,,,,,,166,WORD,UN,16,design,STARCH,m,,,,,,,-0.105610561,-0.354785479,0,0,0,,0,38,38,225,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.111,,,,,,,,0.111,1,,,,,,72,WORD,UN,33,source,BRIGHT,m,,,,,,,-0.105610561,-0.354785479,0,0,0,,0,39,39,131,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.027,,,,,,,,0.027,0,,,,,,259,NW,"ID",16,soudal,SOUDAL,z,,,,,,,-0.105610561,-0.354785479,0,0,0,,0,40,40,318,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.054,,,,,,,,0.054,1,,,,,,12,WORD,"ID",16,orange,ORANGE,m,,,,,,,-0.105610561,-0.361386139,0,0,0,,0,41,41,71,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.451,,,,,,,,0.451,1,,,,,,137,WORD,UN,16,melody,FINGER,m,,,,,,,-0.132013201,-0.46039604,0,0,0,,0,42,42,196,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.002,,,,,,,,0.002,1,,,,,,213,WORD,"ID",33,squeal,SQUEAL,m,,,,,,,-0.97689769,-0.387788779,0,0,0,,0,43,43,32,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0,,,,,,,,0,1,,,,,,60,WORD,"ID",16,pencil,PENCIL,m,,,,,,,-0.98019802,-0.321782178,0,0,0,,0,44,44,119,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.44,,,,,,,,0.44,1,,,,,,460,NW,"ID",33,mingar,MINGAR,z,,,,,,,-0.97359736,-0.354785479,0,0,0,,0,45,45,279,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.051,,,,,,,,0.051,0,,,,,,470,NW,"ID",33,crudio,CRUDIO,z,,,,,,,-0.97359736,-0.354785479,0,0,0,,0,46,46,289,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.005,,,,,,,,0.005,0,,,,,,229,WORD,"ID",33,mother,MOTHER,m,,,,,,,-0.97359736,-0.354785479,0,0,0,,0,47,47,48,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.593,,,,,,,,0.593,1,,,,,,289,NW,"ID",16,starby,STARBY,z,,,,,,,-0.97359736,-0.354785479,0,0,0,,0,48,48,348,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.516,,,,,,,,0.516,1,,,,,,316,NW,UN,33,worbal,SCREGM,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,49,49,375,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.017,,,,,,,,0.017,0,,,,,,397,NW,UN,16,blunde,CAMBLE,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,50,50,456,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.967,,,,,,,,0.967,1,,,,,,395,NW,UN,16,flengy,COLURY,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,51,51,454,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.455,,,,,,,,0.455,1,,,,,,26,WORD,"ID",16,sprint,SPRINT,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,52,52,85,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.39,,,,,,,,0.39,1,,,,,,447,NW,"ID",33,gircue,GIRCUE,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,53,53,266,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.388,,,,,,,,0.388,1,,,,,,352,NW,UN,33,clurey,TRINGE,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,54,54,411,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.566,,,,,,,,0.566,0,,,,,,57,WORD,"ID",16,change,CHANGE,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,55,55,116,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.403,,,,,,,,0.403,0,,,,,,421,NW,"ID",33,knisma,KNISMA,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,56,56,240,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,354,NW,UN,33,zingly,VIRLEX,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,57,57,413,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,174,WORD,UN,16,fabric,TURKEY,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,58,58,233,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,193,WORD,"ID",33,object,OBJECT,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,59,59,12,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,19,WORD,"ID",16,patron,PATRON,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,60,60,78,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,91,WORD,UN,33,hunger,EXPAND,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,61,61,150,1
