counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,1.02102,1,0,6,6,14,1,1015,NW,UN,16,miaber,THRALE,z,1.02102,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.90103,1,0,7,7,2,1,1003,WORD,"ID",16,almond,ALMOND,m,0.90103,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,0.96226,1,0,8,8,8,1,1009,NW,"ID",33,aslert,ASLERT,z,0.96226,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,1.3277,1,0,9,9,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,1.3277,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,0.798975,1,0,10,10,13,1,1014,NW,UN,33,winfer,ROUPET,z,0.798975,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.98571,1,0,11,11,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,0.98571,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.801035,1,0,12,12,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,0.801035,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,0.82093,1,0,13,13,10,1,1011,NW,"ID",16,inlade,INLADE,z,0.82093,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.906615,1,0,14,14,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,0.906615,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,1.61502,1,0,15,15,11,1,1012,NW,"ID",16,rashet,RASHET,z,1.61502,,,,,,,,,,,,,,,,,
,space,6.17574,0.75462963,-0.37962963,0,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,1.00316,1,,,,,,472,NW,"ID",33,cigney,CIGNEY,z,1.00316,,,,,,0.75462963,-0.378703704,0,0,0,,0,0,0,291,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,0.72492,1,,,,,,360,NW,UN,33,fainch,DESORY,z,0.72492,,,,,,0.75462963,-0.378703704,0,0,0,,0,1,1,419,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,0.649555,1,,,,,,294,NW,"ID",16,inhort,INHORT,z,0.649555,,,,,,0.75462963,-0.378703704,0,0,0,,0,2,2,353,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,0.93635,1,,,,,,332,NW,UN,33,catrie,VANGUE,z,0.93635,,,,,,0.75462963,-0.378703704,0,0,0,,0,3,3,391,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.783895,1,,,,,,58,WORD,"ID",16,foster,FOSTER,m,0.783895,,,,,,0.75462963,-0.378703704,0,0,0,,0,4,4,117,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,0.674375,1,,,,,,300,NW,"ID",16,yarion,YARION,z,0.674375,,,,,,0.75462963,-0.378703704,0,0,0,,0,5,5,359,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.836955,1,,,,,,147,WORD,UN,16,custom,GARLIC,m,0.836955,,,,,,0.75462963,-0.378703704,0,0,0,,0,6,6,206,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,0.596995,1,,,,,,480,NW,"ID",33,robuly,ROBULY,z,0.596995,,,,,,0.75462963,-0.378703704,0,0,0,,0,7,7,299,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,1.099635,1,,,,,,251,NW,"ID",16,lupict,LUPICT,z,1.099635,,,,,,0.75462963,-0.378703704,0,0,0,,0,8,8,310,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.735915,1,,,,,,120,WORD,UN,33,ponder,STRAIN,m,0.735915,,,,,,0.75462963,-0.378703704,0,0,0,,0,9,9,179,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.985055,1,,,,,,212,WORD,"ID",33,verify,VERIFY,m,0.985055,,,,,,0.75462963,-0.378703704,0,0,0,,0,10,10,31,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.77646,1,,,,,,128,WORD,UN,16,marvel,SENIOR,m,0.77646,,,,,,0.75462963,-0.378703704,0,0,0,,0,11,11,187,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,0.65515,1,,,,,,394,NW,UN,16,colury,SPAQUX,z,0.65515,,,,,,0.75462963,-0.378703704,0,0,0,,0,12,12,453,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.738285,1,,,,,,145,WORD,UN,16,couple,PARISH,m,0.738285,,,,,,0.75462963,-0.378703704,0,0,0,,0,13,13,204,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.718735,1,,,,,,75,WORD,UN,33,exotic,TROPHY,m,0.718735,,,,,,0.75462963,-0.378703704,0,0,0,,0,14,14,134,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.608365,1,,,,,,38,WORD,"ID",16,powder,POWDER,m,0.608365,,,,,,0.75462963,-0.378703704,0,0,0,,0,15,15,97,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,0.643485,1,,,,,,339,NW,UN,33,fiatch,FACHOW,z,0.643485,,,,,,0.75462963,-0.378703704,0,0,0,,0,16,16,398,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,0,,,,,,,,0.880115,0,,,,,,252,NW,"ID",16,stapod,STAPOD,z,0.880115,,,,,,0.75462963,-0.378703704,0,0,0,,0,17,17,311,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,1.10743,1,,,,,,51,WORD,"ID",16,hungry,HUNGRY,m,1.10743,,,,,,0.75462963,-0.378703704,0,0,0,,0,18,18,110,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,1.18181,1,,,,,,424,NW,"ID",33,praile,PRAILE,z,1.18181,,,,,,0.75462963,-0.378703704,0,0,0,,0,19,19,243,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,0.9151,1,,,,,,399,NW,UN,16,wearox,FOURET,z,0.9151,,,,,,0.75462963,-0.378703704,0,0,0,,0,20,20,458,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,0.84074,1,,,,,,285,NW,"ID",16,prudge,PRUDGE,z,0.84074,,,,,,0.75462963,-0.378703704,0,0,0,,0,21,21,344,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.72559,1,,,,,,50,WORD,"ID",16,snatch,SNATCH,m,0.72559,,,,,,0.75462963,-0.378703704,0,0,0,,0,22,22,109,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,1.01637,1,,,,,,170,WORD,UN,16,dragon,POUNCE,m,1.01637,,,,,,0.75462963,-0.378703704,0,0,0,,0,23,23,229,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.794115,1,,,,,,133,WORD,UN,16,staple,CHROME,m,0.794115,,,,,,0.75462963,-0.378703704,0,0,0,,0,24,24,192,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,0.71136,1,,,,,,278,NW,"ID",16,unighs,UNIGHS,z,0.71136,,,,,,0.75462963,-0.378703704,0,0,0,,0,25,25,337,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.6362,1,,,,,,109,WORD,UN,33,polite,WONDER,m,0.6362,,,,,,0.75462963,-0.378703704,0,0,0,,0,26,26,168,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.850215,1,,,,,,240,WORD,"ID",33,forest,FOREST,m,0.850215,,,,,,0.75462963,-0.378703704,0,0,0,,0,27,27,59,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.73184,1,,,,,,229,WORD,"ID",33,mother,MOTHER,m,0.73184,,,,,,0.75462963,-0.378703704,0,0,0,,0,28,28,48,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,0.70902,1,,,,,,443,NW,"ID",33,dorsex,DORSEX,z,0.70902,,,,,,0.759259259,-0.376851852,0,0,0,,0,29,29,262,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,0.81953,1,,,,,,280,NW,"ID",16,curbol,CURBOL,z,0.81953,,,,,,0.760185185,-0.375925926,0,0,0,,0,30,30,339,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.773745,1,,,,,,79,WORD,UN,33,family,THEORY,m,0.773745,,,,,,0.760185185,-0.375925926,0,0,0,,0,31,31,138,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.870835,1,,,,,,209,WORD,"ID",33,search,SEARCH,m,0.870835,,,,,,0.760185185,-0.375925926,0,0,0,,0,32,32,28,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,1.34771,1,,,,,,40,WORD,"ID",16,convey,CONVEY,m,1.34771,,,,,,0.760185185,-0.375925926,0,0,0,,0,33,33,99,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,0.75601,1,,,,,,427,NW,"ID",33,schind,SCHIND,z,0.75601,,,,,,0.760185185,-0.375925926,0,0,0,,0,34,34,246,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.703355,1,,,,,,36,WORD,"ID",16,vanish,VANISH,m,0.703355,,,,,,0.760185185,-0.375925926,0,0,0,,0,35,35,95,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.7885,1,,,,,,139,WORD,UN,16,prince,DEBRIS,m,0.7885,,,,,,0.760185185,-0.375925926,0,0,0,,0,36,36,198,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.681995,1,,,,,,11,WORD,"ID",16,cruise,CRUISE,m,0.681995,,,,,,0.760185185,-0.375925926,0,0,0,,0,37,37,70,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.693805,1,,,,,,236,WORD,"ID",33,pirate,PIRATE,m,0.693805,,,,,,0.760185185,-0.375925926,0,0,0,,0,38,38,55,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.661425,1,,,,,,193,WORD,"ID",33,object,OBJECT,m,0.661425,,,,,,0.760185185,-0.375925926,0,0,0,,0,39,39,12,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.603585,1,,,,,,228,WORD,"ID",33,master,MASTER,m,0.603585,,,,,,0.760185185,-0.375925926,0,0,0,,0,40,40,47,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.601375,1,,,,,,232,WORD,"ID",33,inject,INJECT,m,0.601375,,,,,,0.760185185,-0.375925926,0,0,0,,0,41,41,51,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,0.702955,1,,,,,,295,NW,"ID",16,gleath,GLEATH,z,0.702955,,,,,,0.760185185,-0.375925926,0,0,0,,0,42,42,354,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.61132,1,,,,,,34,WORD,"ID",16,jungle,JUNGLE,m,0.61132,,,,,,0.760185185,-0.375925926,0,0,0,,0,43,43,93,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.660315,1,,,,,,76,WORD,UN,33,racket,EXOTIC,m,0.660315,,,,,,0.760185185,-0.375925926,0,0,0,,0,44,44,135,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,0.65369,1,,,,,,323,NW,UN,33,steikh,ROSAIL,z,0.65369,,,,,,0.760185185,-0.375925926,0,0,0,,0,45,45,382,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,0.74289,1,,,,,,477,NW,"ID",33,photie,PHOTIE,z,0.74289,,,,,,0.760185185,-0.375925926,0,0,0,,0,46,46,296,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.622635,1,,,,,,35,WORD,"ID",16,socket,SOCKET,m,0.622635,,,,,,0.760185185,-0.375925926,0,0,0,,0,47,47,94,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,0.68658,1,,,,,,436,NW,"ID",33,frutan,FRUTAN,z,0.68658,,,,,,0.760185185,-0.375925926,0,0,0,,0,48,48,255,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,1.01102,1,,,,,,287,NW,"ID",16,nymbel,NYMBEL,z,1.01102,,,,,,0.760185185,-0.375925926,0,0,0,,0,49,49,346,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,z,1,,,,,,,,0.863265,1,,,,,,279,NW,"ID",16,celond,CELOND,z,0.863265,,,,,,0.760185185,-0.375925926,0,0,0,,0,50,50,338,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.83428,1,,,,,,153,WORD,UN,16,author,BEHOLD,m,0.83428,,,,,,0.760185185,-0.375925926,0,0,0,,0,51,51,212,1,
,,,,,,,,,,,,,,,,,,5fb3a3c38a7d5903b43c1949,2020-12-03_08h22.00.443,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,m,1,,,,,,,,0.871035,1,,,,,,230,WORD,"ID",33,fringe,FRINGE,m,0.871035,,,,,,0.760185185,-0.375925926,0,0,0,,0,52,52,49,1,
