counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.485,,,,,,,,0.485,1,0,6,6,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.668,,,,,,,,0.668,1,0,7,7,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.72,,,,,,,,0.72,1,0,8,8,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.617,,,,,,,,0.617,1,0,9,9,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.734,,,,,,,,0.734,1,0,10,10,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.535,,,,,,,,0.535,1,0,11,11,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.734,,,,,,,,0.734,1,0,12,12,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,0,0.586,,,,,,,,0.586,0,0,13,13,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.651,,,,,,,,0.651,1,0,14,14,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.649,,,,,,,,0.649,1,0,15,15,14,1,1015,NW,UN,16,miaber,THRALE,z,,,,,,,,,,,,,,,,,
,space,-0.011111111,-0.422222222,0,0,0,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,2.372,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.508,,,,,,,,0.508,1,,,,,,101,WORD,"ID",33,wrench,WRENCH,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,0,0,40,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.615,,,,,,,,0.615,1,,,,,,394,NW,"ID",16,spaqux,SPAQUX,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,1,1,333,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.723,,,,,,,,0.723,1,,,,,,273,NW,UN,16,fumblo,SORTEL,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,2,2,452,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,0,0.634,,,,,,,,0.634,0,,,,,,254,NW,UN,16,apight,VAROSH,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,3,3,433,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.662,,,,,,,,0.662,1,,,,,,15,WORD,UN,16,faucet,AMOUNT,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,4,4,194,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.575,,,,,,,,0.575,1,,,,,,212,WORD,UN,33,squeal,VERIFY,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,5,5,151,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.694,,,,,,,,0.694,1,,,,,,271,NW,UN,16,damilt,AUBRID,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,6,6,450,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,1.235,,,,,,,,1.235,1,,,,,,43,WORD,UN,16,foster,TONGUE,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,7,7,222,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.777,,,,,,,,0.777,1,,,,,,64,WORD,"ID",33,throne,THRONE,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,8,8,3,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.708,,,,,,,,0.708,1,,,,,,137,WORD,"ID",16,finger,FINGER,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,9,9,76,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.637,,,,,,,,0.637,1,,,,,,33,WORD,UN,16,jungle,BUTLER,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,10,10,212,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.54,,,,,,,,0.54,1,,,,,,37,WORD,UN,16,powder,INSULT,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,11,11,216,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.555,,,,,,,,0.555,1,,,,,,259,NW,UN,16,unject,SOUDAL,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,12,12,438,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.548,,,,,,,,0.548,1,,,,,,354,NW,"ID",33,virlex,VIRLEX,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,13,13,293,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.5,,,,,,,,0.5,1,,,,,,84,WORD,"ID",33,mortal,MORTAL,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,14,14,23,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.565,,,,,,,,0.565,1,,,,,,228,WORD,UN,33,kidney,MASTER,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,15,15,167,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.501,,,,,,,,0.501,1,,,,,,177,WORD,"ID",16,advent,ADVENT,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,16,16,116,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.589,,,,,,,,0.589,1,,,,,,98,WORD,"ID",33,belong,BELONG,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,17,17,37,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.672,,,,,,,,0.672,1,,,,,,199,WORD,UN,33,plague,INVOKE,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,18,18,138,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.606,,,,,,,,0.606,1,,,,,,310,NW,"ID",33,daniet,DANIET,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,19,19,249,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.578,,,,,,,,0.578,1,,,,,,224,WORD,UN,33,vulgar,PERIOD,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,20,20,163,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.616,,,,,,,,0.616,1,,,,,,363,NW,"ID",16,breali,BREALI,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,21,21,302,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.513,,,,,,,,0.513,1,,,,,,18,WORD,UN,16,patron,HUMBLE,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,22,22,197,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.572,,,,,,,,0.572,1,,,,,,31,WORD,UN,16,buckle,WEAPON,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,23,23,210,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.539,,,,,,,,0.539,1,,,,,,48,WORD,UN,16,survey,WALNUT,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,24,24,227,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.649,,,,,,,,0.649,1,,,,,,30,WORD,UN,16,weapon,ORIENT,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,25,25,209,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.583,,,,,,,,0.583,1,,,,,,226,WORD,UN,33,flower,CASINO,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,26,26,165,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.971,,,,,,,,0.971,1,,,,,,413,NW,"ID",16,equats,EQUATS,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,27,27,352,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,1.315,,,,,,,,1.315,1,,,,,,417,NW,"ID",16,earoud,EAROUD,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,28,28,356,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.698,,,,,,,,0.698,1,,,,,,130,WORD,"ID",16,stupid,STUPID,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,29,29,69,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.602,,,,,,,,0.602,1,,,,,,148,WORD,"ID",16,custom,CUSTOM,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,30,30,87,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.836,,,,,,,,0.836,1,,,,,,314,NW,"ID",33,sprine,SPRINE,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,31,31,253,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.869,,,,,,,,0.869,1,,,,,,448,NW,UN,33,brunge,SADENT,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,32,32,387,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.567,,,,,,,,0.567,1,,,,,,129,WORD,"ID",16,marvel,MARVEL,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,33,33,68,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,0,0.619,,,,,,,,0.619,0,,,,,,183,WORD,UN,33,sleazy,MILDEW,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,34,34,122,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.798,,,,,,,,0.798,1,,,,,,55,WORD,UN,16,ambush,STROKE,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,35,35,234,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.601,,,,,,,,0.601,1,,,,,,196,WORD,UN,33,stream,CREDIT,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,36,36,135,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.626,,,,,,,,0.626,1,,,,,,217,WORD,UN,33,shrink,LIQUOR,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,37,37,156,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.734,,,,,,,,0.734,1,,,,,,428,NW,UN,33,funtle,TANDLY,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,38,38,367,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.635,,,,,,,,0.635,1,,,,,,123,WORD,"ID",16,strike,STRIKE,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,39,39,62,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.686,,,,,,,,0.686,1,,,,,,399,NW,"ID",16,fouret,FOURET,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,40,40,338,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.632,,,,,,,,0.632,1,,,,,,265,NW,UN,16,varmit,DISTAR,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,41,41,444,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.529,,,,,,,,0.529,1,,,,,,439,NW,UN,33,saride,LIMPOR,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,42,42,378,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.485,,,,,,,,0.485,1,,,,,,46,WORD,UN,16,income,SINGLE,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,43,43,225,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.814,,,,,,,,0.814,1,,,,,,389,NW,"ID",16,witmer,WITMER,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,44,44,328,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.652,,,,,,,,0.652,1,,,,,,430,NW,UN,33,chrums,CAROEY,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,45,45,369,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.496,,,,,,,,0.496,1,,,,,,201,WORD,UN,33,factor,ADMIRE,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,46,46,140,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.654,,,,,,,,0.654,1,,,,,,125,WORD,"ID",16,nickel,NICKEL,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,47,47,64,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.57,,,,,,,,0.57,1,,,,,,441,NW,UN,33,aboune,RASTOE,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,48,48,380,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.591,,,,,,,,0.591,1,,,,,,249,NW,UN,16,milted,BATROL,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,49,49,428,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.73,,,,,,,,0.73,1,,,,,,222,WORD,UN,33,export,HINDER,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,50,50,161,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.804,,,,,,,,0.804,1,,,,,,445,NW,UN,33,runamo,MINKEL,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,51,51,384,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,0,0.638,,,,,,,,0.638,0,,,,,,476,NW,UN,33,photie,JOSTED,z,,,,,,-0.011111111,-0.422222222,0,0,0,,0,52,52,415,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.683,,,,,,,,0.683,1,,,,,,59,WORD,UN,16,pencil,SPLINT,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,53,53,238,1,
,,,,,,,,,,,,,,,,,,57f697c6733f560001b5898b,2020-11-27_15h01.16.978,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,0,0.603,,,,,,,,0.603,0,,,,,,73,WORD,"ID",33,source,SOURCE,m,,,,,,-0.011111111,-0.422222222,0,0,0,,0,54,54,12,1,
