counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.615,,,,,,,,0.615,1,,,,,,334,NW,"ID",33,watmeg,WATMEG,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,0,0,273,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.711675,,,,,,,,0.711675,1,,,,,,273,NW,UN,16,fumblo,SORTEL,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,1,1,452,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.557675,,,,,,,,0.557675,1,,,,,,54,WORD,UN,16,stroke,RAMBLE,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,2,2,233,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.553305,,,,,,,,0.553305,1,,,,,,196,WORD,UN,33,stream,CREDIT,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,3,3,135,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.57921,,,,,,,,0.57921,1,,,,,,272,NW,UN,16,sortel,DAMILT,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,4,4,451,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.542375,,,,,,,,0.542375,1,,,,,,295,NW,UN,16,beinch,GLEATH,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,5,5,474,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.61129,,,,,,,,0.61129,1,,,,,,142,WORD,"ID",16,spruce,SPRUCE,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,6,6,81,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.533765,,,,,,,,0.533765,1,,,,,,321,NW,"ID",33,miator,MIATOR,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,7,7,260,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.521005,,,,,,,,0.521005,1,,,,,,359,NW,"ID",33,fonver,FONVER,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,8,8,298,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.517995,,,,,,,,0.517995,1,,,,,,447,NW,UN,33,sadent,GIRCUE,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,9,9,386,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.57065,,,,,,,,0.57065,1,,,,,,208,WORD,UN,33,search,HOCKEY,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,10,10,147,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.4521,,,,,,,,0.4521,1,,,,,,123,WORD,"ID",16,strike,STRIKE,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,11,11,62,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.493935,,,,,,,,0.493935,1,,,,,,2,WORD,UN,16,knight,BRIDGE,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,12,12,181,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.491485,,,,,,,,0.491485,1,,,,,,460,NW,UN,33,justre,MINGAR,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,13,13,399,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.91203,,,,,,,,0.91203,1,,,,,,294,NW,UN,16,gleath,INHORT,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,14,14,473,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.525355,,,,,,,,0.525355,1,,,,,,42,WORD,UN,16,tongue,CHAPEL,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,15,15,221,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.48405,,,,,,,,0.48405,1,,,,,,204,WORD,UN,33,lounge,BURDEN,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,16,16,143,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.578845,,,,,,,,0.578845,1,,,,,,246,NW,UN,16,blarge,PIATON,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,17,17,425,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.523785,,,,,,,,0.523785,1,,,,,,241,NW,UN,16,unwert,SMENCO,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,18,18,420,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.497725,,,,,,,,0.497725,1,,,,,,431,NW,UN,33,lunker,CHRUMS,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,19,19,370,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.533555,,,,,,,,0.533555,1,,,,,,267,NW,UN,16,packes,PASINK,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,20,20,446,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.5252,,,,,,,,0.5252,1,,,,,,444,NW,UN,33,minkel,JAUNCE,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,21,21,383,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.479305,,,,,,,,0.479305,1,,,,,,384,NW,"ID",16,guesco,GUESCO,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,22,22,323,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.60636,,,,,,,,0.60636,1,,,,,,377,NW,"ID",16,injore,INJORE,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,23,23,316,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.56834,,,,,,,,0.56834,1,,,,,,57,WORD,UN,16,danger,CHANGE,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,24,24,236,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.50779,,,,,,,,0.50779,1,,,,,,247,NW,UN,16,strole,BLARGE,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,25,25,426,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.62654,,,,,,,,0.62654,1,,,,,,349,NW,"ID",33,asylen,ASYLEN,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,26,26,288,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.499275,,,,,,,,0.499275,1,,,,,,339,NW,"ID",33,fachow,FACHOW,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,27,27,278,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.5518,,,,,,,,0.5518,1,,,,,,49,WORD,UN,16,snatch,SURVEY,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,28,28,228,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.508905,,,,,,,,0.508905,1,,,,,,194,WORD,UN,33,resign,ABSENT,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,29,29,133,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.52182,,,,,,,,0.52182,1,,,,,,190,WORD,UN,33,stable,BACKUP,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,30,30,129,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.535425,,,,,,,,0.535425,1,,,,,,86,WORD,"ID",33,rodent,RODENT,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,31,31,25,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.49023,,,,,,,,0.49023,1,,,,,,147,WORD,"ID",16,garlic,GARLIC,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,32,32,86,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.488855,,,,,,,,0.488855,1,,,,,,91,WORD,"ID",33,expand,EXPAND,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,33,33,30,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.446895,,,,,,,,0.446895,1,,,,,,187,WORD,UN,33,social,COURSE,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,34,34,126,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.48674,,,,,,,,0.48674,1,,,,,,118,WORD,"ID",33,flight,FLIGHT,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,35,35,57,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.524955,,,,,,,,0.524955,1,,,,,,327,NW,"ID",33,plenac,PLENAC,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,36,36,266,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.567745,,,,,,,,0.567745,1,,,,,,414,NW,"ID",16,serbol,SERBOL,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,37,37,353,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.475365,,,,,,,,0.475365,1,,,,,,53,WORD,UN,16,ramble,POLICE,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,38,38,232,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.562815,,,,,,,,0.562815,1,,,,,,379,NW,"ID",16,auting,AUTING,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,39,39,318,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.70293,,,,,,,,0.70293,1,,,,,,344,NW,"ID",33,scrily,SCRILY,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,40,40,283,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.533405,,,,,,,,0.533405,1,,,,,,210,WORD,UN,33,infect,MONKEY,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,41,41,149,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.560525,,,,,,,,0.560525,1,,,,,,463,NW,UN,33,chaite,KISPEL,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,42,42,402,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.58043,,,,,,,,0.58043,1,,,,,,215,WORD,UN,33,lumber,PHOBIA,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,43,43,154,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.661285,,,,,,,,0.661285,1,,,,,,369,NW,"ID",16,wronch,WRONCH,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,44,44,308,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.45192,,,,,,,,0.45192,1,,,,,,363,NW,"ID",16,breali,BREALI,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,45,45,302,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.57307,,,,,,,,0.57307,1,,,,,,421,NW,UN,33,alcoud,KNISMA,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,46,46,360,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.4865,,,,,,,,0.4865,1,,,,,,31,WORD,UN,16,buckle,WEAPON,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,47,47,210,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.517865,,,,,,,,0.517865,1,,,,,,275,NW,UN,16,yarmon,SLEIRT,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,48,48,454,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.49083,,,,,,,,0.49083,1,,,,,,244,NW,UN,16,anougs,EATRIC,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,49,49,423,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.570075,,,,,,,,0.570075,1,,,,,,262,NW,UN,16,dolica,QUILEW,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,50,50,441,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.45525,,,,,,,,0.45525,1,,,,,,351,NW,"ID",33,tiesch,TIESCH,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,51,51,290,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.61213,,,,,,,,0.61213,1,,,,,,1,WORD,UN,16,ethnic,FRIGHT,m,,,,,,0.091666667,-0.396296296,0,0,0,,0,52,52,180,1,
,,,,,,,,,,,,,,,,,,5e8421d0df483e18852ff25e,2020-11-27_09h17.22.004,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.550605,,,,,,,,0.550605,1,,,,,,423,NW,UN,33,praile,STRELD,z,,,,,,0.091666667,-0.396296296,0,0,0,,0,53,53,362,1,
