counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.775465,,,,,,,,0.775465,1,0,6,6,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.72241,,,,,,,,0.72241,1,0,7,7,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.81393,,,,,,,,0.81393,1,0,8,8,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.61497,,,,,,,,0.61497,1,0,9,9,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.537815,,,,,,,,0.537815,1,0,10,10,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.683855,,,,,,,,0.683855,1,0,11,11,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.521335,,,,,,,,0.521335,1,0,12,12,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.704435,,,,,,,,0.704435,1,0,13,13,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.826015,,,,,,,,0.826015,1,0,14,14,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.69733,,,,,,,,0.69733,1,0,15,15,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,
,space,7.69228,0.184259259,-0.149074074,0,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.8893,,,,,,,,0.8893,1,,,,,,374,NW,"ID",16,sliant,SLIANT,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,0,0,313,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.767805,,,,,,,,0.767805,1,,,,,,190,WORD,UN,33,stable,BACKUP,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,1,1,129,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.65998,,,,,,,,0.65998,1,,,,,,90,WORD,"ID",33,relish,RELISH,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,2,2,29,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.74674,,,,,,,,0.74674,1,,,,,,392,NW,"ID",16,rouncy,ROUNCY,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,3,3,331,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.601045,,,,,,,,0.601045,1,,,,,,138,WORD,"ID",16,melody,MELODY,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,4,4,77,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.71169,,,,,,,,0.71169,1,,,,,,286,NW,UN,16,nymbel,RELDON,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,5,5,465,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.055385,,,,,,,,1.055385,1,,,,,,142,WORD,"ID",16,spruce,SPRUCE,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,6,6,81,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.584085,,,,,,,,0.584085,1,,,,,,227,WORD,UN,33,master,SELDOM,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,7,7,166,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.855735,,,,,,,,0.855735,1,,,,,,381,NW,"ID",16,huniek,HUNIEK,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,8,8,320,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.564765,,,,,,,,0.564765,1,,,,,,174,WORD,"ID",16,turkey,TURKEY,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,9,9,113,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.06381,,,,,,,,1.06381,1,,,,,,253,NW,UN,16,varosh,RESAIT,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,10,10,432,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.770575,,,,,,,,0.770575,1,,,,,,245,NW,UN,16,piaton,ANOUGS,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,11,11,424,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.646415,,,,,,,,0.646415,1,,,,,,43,WORD,UN,16,foster,TONGUE,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,12,12,222,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.74763,,,,,,,,0.74763,1,,,,,,300,NW,UN,16,smenco,YARION,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,13,13,479,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.570375,,,,,,,,0.570375,1,,,,,,121,WORD,"ID",16,thrive,THRIVE,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,14,14,60,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.59081,,,,,,,,0.59081,1,,,,,,196,WORD,UN,33,stream,CREDIT,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,15,15,135,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.64774,,,,,,,,0.64774,1,,,,,,471,NW,UN,33,cigney,NOBEST,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,16,16,410,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.58631,,,,,,,,0.58631,1,,,,,,163,WORD,"ID",16,string,STRING,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,17,17,102,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.56649,,,,,,,,0.56649,1,,,,,,187,WORD,UN,33,social,COURSE,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,18,18,126,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.81838,,,,,,,,0.81838,1,,,,,,307,NW,"ID",33,kirafe,KIRAFE,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,19,19,246,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.784915,,,,,,,,0.784915,1,,,,,,26,WORD,UN,16,butler,SPRINT,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,20,20,205,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.94944,,,,,,,,0.94944,1,,,,,,390,NW,"ID",16,hatrus,HATRUS,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,21,21,329,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.571785,,,,,,,,0.571785,1,,,,,,228,WORD,UN,33,kidney,MASTER,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,22,22,167,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.575535,,,,,,,,0.575535,1,,,,,,119,WORD,"ID",33,spider,SPIDER,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,23,23,58,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.563875,,,,,,,,0.563875,1,,,,,,324,NW,"ID",33,steikh,STEIKH,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,24,24,263,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.549415,,,,,,,,0.549415,1,,,,,,147,WORD,"ID",16,garlic,GARLIC,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,25,25,86,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.62422,,,,,,,,0.62422,1,,,,,,287,NW,UN,16,yaceup,NYMBEL,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,26,26,466,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.550185,,,,,,,,0.550185,1,,,,,,340,NW,"ID",33,fiatch,FIATCH,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,27,27,279,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.59787,,,,,,,,0.59787,0,,,,,,375,NW,"ID",16,yorque,YORQUE,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,28,28,314,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.587635,,,,,,,,0.587635,1,,,,,,148,WORD,"ID",16,custom,CUSTOM,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,29,29,87,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.608085,,,,,,,,0.608085,1,,,,,,42,WORD,UN,16,tongue,CHAPEL,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,30,30,221,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.55933,,,,,,,,0.55933,1,,,,,,101,WORD,"ID",33,wrench,WRENCH,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,31,31,40,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.76434,,,,,,,,0.76434,1,,,,,,363,NW,"ID",16,breali,BREALI,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,32,32,302,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.666085,,,,,,,,0.666085,1,,,,,,139,WORD,"ID",16,debris,DEBRIS,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,33,33,78,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.63804,,,,,,,,0.63804,1,,,,,,447,NW,UN,33,sadent,GIRCUE,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,34,34,386,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.582885,,,,,,,,0.582885,1,,,,,,198,WORD,UN,33,invoke,WICKED,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,35,35,137,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.87257,,,,,,,,0.87257,1,,,,,,378,NW,"ID",16,shrile,SHRILE,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,36,36,317,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.753595,,,,,,,,0.753595,1,,,,,,325,NW,"ID",33,thruse,THRUSE,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,37,37,264,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.8056,,,,,,,,0.8056,1,,,,,,248,NW,UN,16,batrol,STROLE,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,38,38,427,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.647205,,,,,,,,0.647205,1,,,,,,427,NW,UN,33,tandly,SCHIND,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,39,39,366,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.684805,,,,,,,,0.684805,1,,,,,,301,NW,"ID",33,fainch,FAINCH,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,40,40,240,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.617395,,,,,,,,0.617395,1,,,,,,1,WORD,UN,16,ethnic,FRIGHT,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,41,41,180,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.648535,,,,,,,,0.648535,1,,,,,,113,WORD,"ID",33,chorus,CHORUS,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,42,42,52,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.504015,,,,,,,,0.504015,1,,,,,,27,WORD,UN,16,comedy,SCREAM,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,43,43,206,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.68281,,,,,,,,0.68281,1,,,,,,134,WORD,"ID",16,staple,STAPLE,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,44,44,73,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.60646,,,,,,,,0.60646,1,,,,,,351,NW,"ID",33,tiesch,TIESCH,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,45,45,290,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.54987,,,,,,,,0.54987,1,,,,,,44,WORD,UN,16,clergy,DANGER,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,46,46,223,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.580585,,,,,,,,0.580585,1,,,,,,226,WORD,UN,33,flower,CASINO,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,47,47,165,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.552505,,,,,,,,0.552505,1,,,,,,106,WORD,"ID",33,ransom,RANSOM,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,48,48,45,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.65751,,,,,,,,0.65751,1,,,,,,477,NW,UN,33,lobush,PHOTIE,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,49,49,416,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.221435,,,,,,,,1.221435,1,,,,,,330,NW,"ID",33,kensom,KENSOM,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,50,50,269,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.6588,,,,,,,,0.6588,1,,,,,,479,NW,UN,33,crible,LOBUSH,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,51,51,418,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.27069,,,,,,,,1.27069,1,,,,,,348,NW,"ID",33,dumple,DUMPLE,z,,,,,,0.184259259,-0.149074074,0,0,0,,0,52,52,287,1,
,,,,,,,,,,,,,,,,,,5e9ffbdcaf81220009abc94f,2020-11-27_15h03.38.204,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.637585,,,,,,,,0.637585,1,,,,,,30,WORD,UN,16,weapon,ORIENT,m,,,,,,0.184259259,-0.149074074,0,0,0,,0,53,53,209,1,
